time,Portland,pts.away,score,pts.home,Sacramento
6:20.0,,,103-108,,Sacramento full timeout
6:20.0,A. Crabbe enters the game for E. Davis,,103-108,,
6:02.0,,,103-110,2,D. Cousins makes 2-pt shot from 3 ft
5:46.0,M. Harkless misses 2-pt shot from 3 ft,,103-110,,
5:45.0,,,103-110,,Defensive rebound by D. Cousins
5:35.0,,,103-110,,D. Cousins misses 3-pt shot from 26 ft
5:34.0,Defensive rebound by M. Harkless,,103-110,,
5:18.0,D. Lillard makes 2-pt shot from 10 ft (assist by M. Plumlee),2,105-110,,
4:59.0,,,105-110,,Turnover by A. Afflalo (traveling)
4:45.0,D. Lillard misses 3-pt shot from 24 ft,,105-110,,
4:44.0,,,105-110,,Defensive rebound by D. Cousins
4:26.0,,,105-110,,A. Tolliver misses 3-pt shot from 26 ft
4:25.0,Defensive rebound by Team,,105-110,,
4:16.0,C. McCollum makes 2-pt shot from 10 ft,2,107-110,,
3:58.0,,,107-110,,A. Afflalo misses 3-pt shot from 23 ft
3:58.0,Defensive rebound by C. McCollum,,107-110,,
3:51.0,Shooting foul by D. Cousins (drawn by C. McCollum),,107-110,,
3:51.0,C. McCollum makes free throw 1 of 2,1,108-110,,
3:51.0,C. McCollum makes free throw 2 of 2,1,109-110,,
3:41.0,,,109-110,,T. Lawson misses 2-pt shot from 19 ft
3:40.0,Defensive rebound by M. Plumlee,,109-110,,
3:31.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,111-110,,
3:31.0,Technical foul by M. Plumlee,,111-110,,
3:31.0,,,111-111,1,A. Afflalo makes technical free throw
3:12.0,,,111-111,,Turnover by A. Afflalo (bad pass; steal by M. Harkless)
3:07.0,M. Harkless makes 2-pt shot from 3 ft (assist by M. Plumlee),2,113-111,,
2:48.0,,,113-113,2,D. Cousins makes 2-pt shot from 20 ft (assist by T. Lawson)
2:25.0,,,113-113,,Personal foul by D. Cousins (drawn by M. Plumlee)
2:25.0,Official timeout,,113-113,,
2:25.0,M. Plumlee makes free throw 1 of 2,1,114-113,,
2:25.0,M. Plumlee misses free throw 2 of 2,,114-113,,
2:24.0,,,114-113,,Defensive rebound by D. Cousins
2:04.0,,,114-113,,D. Cousins misses 2-pt shot from 7 ft
2:04.0,Defensive rebound by Team,,114-113,,
2:04.0,,,114-113,,Loose ball foul by D. Cousins (drawn by M. Plumlee)
2:04.0,M. Plumlee misses free throw 1 of 2,,114-113,,
2:04.0,Offensive rebound by Team,,114-113,,
2:04.0,M. Plumlee makes free throw 2 of 2,1,115-113,,
1:53.0,,,115-116,3,D. Cousins makes 3-pt shot from 25 ft (assist by T. Lawson)
1:38.0,D. Lillard misses 2-pt shot from 21 ft,,115-116,,
1:38.0,Offensive rebound by M. Plumlee,,115-116,,
1:38.0,Shooting foul by A. Afflalo (drawn by M. Plumlee),,115-116,,
1:38.0,M. Plumlee makes free throw 1 of 2,1,116-116,,
1:38.0,M. Plumlee makes free throw 2 of 2,1,117-116,,
1:26.0,,,117-119,3,D. Cousins makes 3-pt shot from 26 ft (assist by T. Lawson)
1:10.0,C. McCollum misses 2-pt shot from 11 ft,,117-119,,
1:09.0,,,117-119,,Defensive rebound by D. Cousins
0:55.0,,,117-119,,D. Cousins misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by D. Lillard,,117-119,,
0:47.0,M. Plumlee makes 2-pt shot at rim (assist by D. Lillard),2,119-119,,
0:41.0,,,119-119,,Sacramento full timeout
0:35.0,,,119-121,2,D. Cousins makes 2-pt shot from 4 ft
0:35.0,,,119-121,,Shooting foul by M. Plumlee (drawn by D. Cousins)
0:35.0,,,119-122,1,D. Cousins makes free throw 1 of 1
0:35.0,Portland full timeout,,119-122,,
0:30.0,D. Lillard misses 2-pt shot from 4 ft (block by D. Cousins),,119-122,,
0:29.0,Offensive rebound by M. Harkless,,119-122,,
0:21.0,D. Lillard misses 3-pt shot from 26 ft,,119-122,,
0:20.0,,,119-122,,Defensive rebound by G. Temple
0:12.0,Personal foul by M. Harkless (drawn by T. Lawson),,119-122,,
0:12.0,,,119-123,1,T. Lawson makes free throw 1 of 2
0:12.0,,,119-124,1,T. Lawson makes free throw 2 of 2
0:12.0,Portland full timeout,,119-124,,
0:09.0,D. Lillard misses 3-pt shot from 25 ft,,119-124,,
0:07.0,Offensive rebound by M. Harkless,,119-124,,
0:05.0,M. Plumlee makes 2-pt shot at rim (assist by C. McCollum),2,121-124,,
0:01.0,Personal foul by M. Harkless (drawn by G. Temple),,121-124,,
0:01.0,,,121-125,1,G. Temple makes free throw 1 of 2
0:01.0,,,121-126,1,G. Temple makes free throw 2 of 2
0:01.0,S. Napier enters the game for M. Harkless,,121-124,,
0:00.0,M. Plumlee misses 3-pt shot from 66 ft,,121-126,,
0:00.0,Offensive rebound by Team,,121-126,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
