time,Milwaukee,pts.away,score,pts.home,Chicago
2:24.0,T. Maker misses free throw 2 of 2,,95-67,,
2:22.0,Offensive rebound by M. Plumlee,,95-67,,
2:03.0,Turnover by M. Plumlee (bad pass; steal by P. Zipser),,95-67,,
1:41.0,,,95-67,,P. Zipser misses 2-pt shot from 8 ft
1:40.0,Defensive rebound by T. Maker,,95-67,,
1:23.0,S. Novak misses 3-pt shot from 26 ft,,95-67,,
1:21.0,,,95-67,,Defensive rebound by J. Grant
1:00.0,,,95-67,,I. Canaan misses 2-pt shot from 8 ft
0:59.0,,,95-67,,Offensive rebound by C. Felicio
0:55.0,,,95-69,2,J. Grant makes 2-pt shot from 11 ft (assist by C. Felicio)
0:31.0,M. Plumlee misses 2-pt shot from 8 ft,,95-69,,
0:30.0,,,95-69,,Defensive rebound by P. Zipser
0:11.0,,,95-69,,P. Zipser misses 3-pt shot from 26 ft
0:10.0,Defensive rebound by R. Vaughn,,95-69,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
