time,Phoenix,pts.away,score,pts.home,Sacramento
4:46.0,D. Booker makes 2-pt shot from 9 ft,2,91-96,,
4:22.0,,,91-98,2,D. Collison makes 2-pt shot from 17 ft
4:10.0,Turnover by D. Booker (lost ball; steal by W. Cauley-Stein),,91-98,,
4:08.0,,,91-98,,Turnover by D. Collison (lost ball; steal by D. Booker)
4:05.0,D. Booker makes 2-pt shot at rim,2,93-98,,
3:46.0,,,93-98,,M. Barnes misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by T. Chandler,,93-98,,
3:25.0,E. Bledsoe makes 3-pt shot from 25 ft,3,96-98,,
3:18.0,,,96-98,,Sacramento full timeout
3:18.0,,,96-98,,D. Cousins enters the game for W. Cauley-Stein
2:59.0,,,96-98,,D. Collison misses 2-pt shot from 20 ft
2:57.0,,,96-98,,Offensive rebound by D. Cousins
2:54.0,,,96-98,,Turnover by D. Cousins (bad pass; steal by D. Booker)
2:54.0,,,96-98,,Personal foul by T. Lawson (drawn by D. Booker)
2:54.0,D. Booker makes free throw 1 of 2,1,97-98,,
2:54.0,D. Booker makes free throw 2 of 2,1,98-98,,
2:54.0,,,97-98,,A. Tolliver enters the game for B. McLemore
2:32.0,,,98-101,3,D. Cousins makes 3-pt shot from 23 ft (assist by M. Barnes)
2:13.0,E. Bledsoe misses 2-pt shot from 16 ft,,98-101,,
2:11.0,,,98-101,,Defensive rebound by D. Collison
2:09.0,,,98-101,,Sacramento full timeout
1:54.0,,,98-101,,D. Cousins misses 2-pt shot from 6 ft
1:53.0,Defensive rebound by E. Bledsoe,,98-101,,
1:34.0,T. Warren makes 2-pt shot from 7 ft,2,100-101,,
1:17.0,,,100-101,,D. Collison misses 2-pt shot from 18 ft
1:16.0,Defensive rebound by E. Bledsoe,,100-101,,
1:01.0,D. Booker misses 2-pt shot from 22 ft,,100-101,,
1:00.0,,,100-101,,Defensive rebound by M. Barnes
0:52.0,,,100-101,,D. Cousins misses 2-pt shot from 3 ft
0:50.0,,,100-101,,Offensive rebound by T. Lawson
0:44.0,Personal foul by T. Chandler (drawn by D. Cousins),,100-101,,
0:29.0,,,100-101,,D. Cousins misses 3-pt shot from 26 ft
0:28.0,Defensive rebound by T. Chandler,,100-101,,
0:22.0,P. Tucker makes 3-pt shot from 24 ft (assist by D. Booker),3,103-101,,
0:22.0,,,103-101,,Sacramento full timeout
0:08.0,,,103-103,2,D. Collison makes 2-pt shot from 15 ft (assist by D. Cousins)
0:08.0,Phoenix full timeout,,103-103,,
0:00.0,D. Booker makes 2-pt shot from 20 ft,2,105-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
