time,Milwaukee,pts.away,score,pts.home,Atlanta
6:24.0,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon),2,89-93,,
6:06.0,,,89-93,,K. Korver misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by M. Brogdon,,89-93,,
5:54.0,Official timeout,,89-93,,
5:47.0,Shooting foul by P. Millsap (drawn by G. Antetokounmpo),,89-93,,
5:47.0,G. Antetokounmpo misses free throw 1 of 2,,89-93,,
5:47.0,Offensive rebound by Team,,89-93,,
5:47.0,G. Antetokounmpo misses free throw 2 of 2,,89-93,,
5:45.0,,,89-93,,Defensive rebound by K. Bazemore
5:33.0,,,89-93,,K. Bazemore misses 2-pt shot at rim
5:31.0,Defensive rebound by M. Teletovic,,89-93,,
5:24.0,G. Antetokounmpo misses 2-pt shot from 2 ft (block by K. Korver),,89-93,,
5:22.0,,,89-93,,Defensive rebound by K. Korver
5:22.0,,,89-93,,Shooting foul by M. Brogdon (drawn by D. Schroder)
5:22.0,,,89-94,1,D. Schroder makes free throw 1 of 2
5:22.0,,,89-95,1,D. Schroder makes free throw 2 of 2
5:14.0,M. Brogdon misses 2-pt shot from 22 ft,,89-95,,
5:11.0,,,89-95,,Defensive rebound by K. Korver
5:01.0,,,89-97,2,M. Muscala makes 2-pt shot from 17 ft (assist by D. Schroder)
4:42.0,T. Snell makes 3-pt shot from 25 ft (assist by M. Brogdon),3,92-97,,
4:18.0,,,92-100,3,K. Korver makes 3-pt shot from 34 ft (assist by M. Muscala)
3:54.0,Shooting foul by K. Korver (drawn by G. Antetokounmpo),,92-100,,
3:54.0,G. Antetokounmpo makes free throw 1 of 2,1,93-100,,
3:54.0,G. Antetokounmpo makes free throw 2 of 2,1,94-100,,
3:54.0,M. Dellavedova enters the game for M. Brogdon,,93-100,,
3:41.0,,,94-100,,M. Muscala misses 3-pt shot from 23 ft
3:39.0,,,94-100,,Offensive rebound by K. Bazemore
3:26.0,,,94-100,,D. Schroder misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by T. Snell,,94-100,,
3:11.0,J. Parker misses 2-pt shot from 11 ft,,94-100,,
3:09.0,,,94-100,,Defensive rebound by M. Muscala
2:49.0,,,94-100,,Turnover by M. Muscala (lost ball; steal by J. Parker)
2:40.0,T. Snell misses 3-pt shot from 24 ft,,94-100,,
2:40.0,Offensive rebound by Team,,94-100,,
2:40.0,Milwaukee full timeout,,94-100,,
2:30.0,M. Teletovic misses 3-pt shot from 24 ft,,94-100,,
2:29.0,,,94-100,,Defensive rebound by P. Millsap
2:12.0,,,94-100,,D. Schroder misses 2-pt shot from 18 ft
2:10.0,Defensive rebound by J. Parker,,94-100,,
1:54.0,Offensive charge foul by M. Teletovic,,94-100,,
1:54.0,Turnover by M. Teletovic (offensive foul),,94-100,,
1:37.0,,,94-102,2,P. Millsap makes 2-pt shot from 16 ft
1:31.0,,,94-102,,Personal foul by D. Schroder (drawn by M. Dellavedova)
1:24.0,J. Parker makes 2-pt shot from 4 ft,2,96-102,,
1:07.0,,,96-102,,M. Muscala misses 2-pt shot from 1 ft (block by G. Antetokounmpo)
1:04.0,Defensive rebound by M. Teletovic,,96-102,,
1:04.0,Milwaukee full timeout,,96-102,,
1:01.0,M. Teletovic misses 3-pt shot from 24 ft,,96-102,,
0:59.0,,,96-102,,Defensive rebound by P. Millsap
0:41.0,,,96-102,,Turnover by M. Muscala (bad pass)
0:41.0,Milwaukee full timeout,,96-102,,
0:38.0,G. Antetokounmpo makes 2-pt shot at rim,2,98-102,,
0:23.0,,,98-104,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
0:23.0,Milwaukee full timeout,,98-104,,
0:21.0,Turnover by G. Antetokounmpo (bad pass),,98-104,,
0:21.0,Personal take foul by J. Parker (drawn by K. Bazemore),,98-104,,
0:21.0,,,98-105,1,K. Bazemore makes free throw 1 of 2
0:21.0,,,98-105,,K. Bazemore misses free throw 2 of 2
0:21.0,,,98-105,,T. Waller-Prince enters the game for M. Muscala
0:20.0,Defensive rebound by G. Antetokounmpo,,98-105,,
0:11.0,G. Antetokounmpo makes 2-pt shot from 2 ft,2,100-105,,
0:03.0,Personal take foul by J. Parker (drawn by K. Korver),,100-105,,
0:03.0,,,100-106,1,K. Korver makes free throw 1 of 2
0:03.0,,,100-107,1,K. Korver makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
