time,San Antonio,pts.away,score,pts.home,Sacramento
4:45.0,,,92-86,,D. Cousins misses 2-pt shot from 11 ft
4:44.0,Defensive rebound by K. Anderson,,92-86,,
4:28.0,K. Leonard misses 2-pt shot from 6 ft,,92-86,,
4:28.0,,,92-86,,Defensive rebound by R. Gay
4:27.0,Personal foul by K. Leonard (drawn by R. Gay),,92-86,,
4:27.0,,,92-86,,R. Gay misses free throw 1 of 2
4:27.0,,,92-86,,Offensive rebound by Team
4:27.0,,,92-87,1,R. Gay makes free throw 2 of 2
4:27.0,,,92-86,,K. Koufos enters the game for M. Barnes
4:11.0,L. Aldridge misses 2-pt shot from 18 ft,,92-87,,
4:11.0,Offensive rebound by D. Dedmon,,92-87,,
3:56.0,P. Mills misses 2-pt shot from 19 ft,,92-87,,
3:56.0,,,92-87,,Defensive rebound by D. Cousins
3:41.0,,,92-87,,D. Cousins misses 3-pt shot from 24 ft
3:39.0,,,92-87,,Offensive rebound by K. Koufos
3:27.0,,,92-87,,R. Gay misses 2-pt shot from 4 ft
3:26.0,Defensive rebound by Team,,92-87,,
3:12.0,,,92-87,,Personal foul by D. Cousins (drawn by L. Aldridge)
3:12.0,L. Aldridge makes free throw 1 of 2,1,93-87,,
3:12.0,L. Aldridge makes free throw 2 of 2,1,94-87,,
3:12.0,T. Parker enters the game for P. Mills,,93-87,,
2:53.0,,,94-87,,A. Afflalo misses 3-pt shot from 22 ft
2:51.0,,,94-87,,Offensive rebound by K. Koufos
2:44.0,,,94-87,,R. Gay misses 2-pt shot from 22 ft
2:43.0,Defensive rebound by D. Dedmon,,94-87,,
2:30.0,K. Leonard makes 2-pt shot from 19 ft (assist by T. Parker),2,96-87,,
2:30.0,,,96-87,,Sacramento full timeout
2:30.0,,,96-87,,M. Barnes enters the game for K. Koufos
2:18.0,,,96-89,2,D. Cousins makes 2-pt shot at rim (assist by A. Afflalo)
1:54.0,K. Leonard makes 2-pt shot from 14 ft,2,98-89,,
1:33.0,,,98-89,,D. Cousins misses 2-pt shot from 8 ft
1:31.0,Defensive rebound by D. Dedmon,,98-89,,
1:28.0,,,98-89,,Personal foul by R. Gay (drawn by T. Parker)
1:28.0,T. Parker makes free throw 1 of 2,1,99-89,,
1:28.0,T. Parker makes free throw 2 of 2,1,100-89,,
1:20.0,,,100-91,2,D. Cousins makes 2-pt shot from 2 ft (assist by T. Lawson)
1:03.0,T. Parker misses 2-pt shot from 14 ft,,100-91,,
1:02.0,,,100-91,,Defensive rebound by D. Cousins
0:49.0,,,100-94,3,D. Cousins makes 3-pt shot from 26 ft (assist by T. Lawson)
0:29.0,K. Leonard makes 2-pt shot from 22 ft,2,102-94,,
0:24.0,,,102-94,,T. Lawson misses 2-pt shot from 3 ft (block by D. Dedmon)
0:24.0,Defensive rebound by K. Leonard,,102-94,,
0:00.0,Turnover by Team (shot clock),,102-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
