time,New Orleans,pts.away,score,pts.home,LA Lakers
5:22.0,,,97-85,2,B. Ingram makes 2-pt shot from 13 ft
5:02.0,S. Hill misses 3-pt shot from 25 ft,,97-85,,
5:01.0,,,97-85,,Defensive rebound by B. Ingram
4:55.0,,,97-88,3,N. Young makes 3-pt shot from 27 ft (assist by B. Ingram)
4:36.0,A. Davis misses 2-pt shot from 20 ft,,97-88,,
4:33.0,Offensive rebound by D. Cunningham,,97-88,,
4:32.0,D. Cunningham misses 2-pt shot from 1 ft (block by B. Ingram),,97-88,,
4:30.0,Offensive rebound by D. Cunningham,,97-88,,
4:27.0,Turnover by D. Cunningham (bad pass; steal by N. Young),,97-88,,
4:23.0,,,97-90,2,N. Young makes 2-pt shot from 2 ft
4:23.0,New Orleans full timeout,,97-90,,
3:58.0,D. Cunningham misses 3-pt shot from 25 ft,,97-90,,
3:56.0,,,97-90,,Defensive rebound by J. Randle
3:40.0,,,97-93,3,D. Russell makes 3-pt shot from 24 ft
3:35.0,,,97-93,,Personal foul by J. Randle (drawn by J. Holiday)
3:35.0,D. Cousins enters the game for D. Cunningham,,97-93,,
3:19.0,S. Hill misses 3-pt shot from 23 ft,,97-93,,
3:17.0,,,97-93,,Defensive rebound by J. Randle
3:05.0,,,97-93,,Offensive foul by D. Russell
3:05.0,,,97-93,,Turnover by D. Russell (offensive foul)
2:49.0,A. Davis misses 2-pt shot from 1 ft (block by D. Russell),,97-93,,
2:48.0,Offensive rebound by A. Davis,,97-93,,
2:47.0,A. Davis misses 2-pt shot from 1 ft,,97-93,,
2:46.0,Offensive rebound by S. Hill,,97-93,,
2:41.0,,,97-93,,Personal foul by B. Ingram (drawn by A. Davis)
2:36.0,Turnover by A. Davis (bad pass),,97-93,,
2:20.0,,,97-96,3,D. Russell makes 3-pt shot from 25 ft
2:05.0,S. Hill misses 3-pt shot from 24 ft,,97-96,,
2:04.0,,,97-96,,Defensive rebound by J. Randle
1:55.0,,,97-96,,Shooting foul by D. Cousins (drawn by J. Randle)
1:55.0,,,97-97,1,J. Randle makes free throw 1 of 2
1:55.0,,,97-97,,J. Randle misses free throw 2 of 2
1:55.0,D. Cunningham enters the game for D. Cousins,,97-96,,
1:54.0,Defensive rebound by A. Davis,,97-97,,
1:44.0,A. Davis makes 2-pt shot from 14 ft (assist by J. Holiday),2,99-97,,
1:32.0,,,99-97,,D. Russell misses 3-pt shot from 26 ft
1:31.0,Defensive rebound by Team,,99-97,,
1:17.0,J. Holiday misses 2-pt shot from 9 ft,,99-97,,
1:16.0,Offensive rebound by Team,,99-97,,
1:16.0,New Orleans full timeout,,99-97,,
1:16.0,,,99-97,,J. Clarkson enters the game for N. Young
0:54.0,J. Holiday makes 3-pt shot from 25 ft,3,102-97,,
0:44.0,,,102-97,,Turnover by B. Ingram (lost ball; steal by J. Holiday)
0:44.0,,,102-97,,Personal take foul by D. Russell (drawn by D. Cunningham)
0:44.0,D. Cunningham misses free throw 1 of 2,,102-97,,
0:44.0,Offensive rebound by Team,,102-97,,
0:44.0,D. Cunningham makes free throw 2 of 2,1,103-97,,
0:44.0,,,103-97,,LA Lakers full timeout
0:44.0,,,102-97,,T. Black enters the game for B. Ingram
0:44.0,,,103-97,,B. Ingram enters the game for T. Black
0:44.0,,,103-97,,N. Young enters the game for D. Nwaba
0:38.0,,,103-97,,D. Russell misses 3-pt shot from 27 ft
0:37.0,Defensive rebound by A. Davis,,103-97,,
0:37.0,,,103-97,,Personal foul by J. Randle (drawn by A. Davis)
0:37.0,A. Davis misses free throw 1 of 2,,103-97,,
0:37.0,Offensive rebound by Team,,103-97,,
0:37.0,A. Davis makes free throw 2 of 2,1,104-97,,
0:37.0,,,104-97,,LA Lakers full timeout
0:37.0,,,103-97,,T. Black enters the game for B. Ingram
0:37.0,,,104-97,,B. Ingram enters the game for T. Black
0:30.0,,,104-97,,Turnover by D. Russell (bad pass)
0:18.0,,,104-97,,Personal take foul by D. Russell (drawn by E. Moore)
0:18.0,E. Moore makes free throw 1 of 2,1,105-97,,
0:18.0,E. Moore misses free throw 2 of 2,,105-97,,
0:17.0,Offensive rebound by S. Hill,,105-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
