time,Minnesota,pts.away,score,pts.home,Phoenix
4:05.0,A. Wiggins makes 2-pt shot from 3 ft,2,102-98,,
4:05.0,,,102-98,,Phoenix full timeout
4:05.0,,,102-98,,T. Warren enters the game for B. Knight
3:54.0,,,102-101,3,D. Booker makes 3-pt shot from 26 ft (assist by E. Bledsoe)
3:37.0,Shooting foul by T. Chandler (drawn by A. Wiggins),,102-101,,
3:37.0,A. Wiggins makes free throw 1 of 2,1,103-101,,
3:37.0,A. Wiggins makes free throw 2 of 2,1,104-101,,
3:31.0,,,104-101,,Shooting foul by R. Rubio (drawn by E. Bledsoe)
3:31.0,,,104-102,1,E. Bledsoe makes free throw 1 of 3
3:31.0,,,104-103,1,E. Bledsoe makes free throw 2 of 3
3:31.0,,,104-104,1,E. Bledsoe makes free throw 3 of 3
3:13.0,A. Wiggins misses 2-pt shot from 19 ft,,104-104,,
3:12.0,Offensive rebound by G. Dieng,,104-104,,
3:12.0,Turnover by G. Dieng (traveling),,104-104,,
2:52.0,,,104-104,,E. Bledsoe misses 2-pt shot from 8 ft
2:52.0,Defensive rebound by K. Towns,,104-104,,
2:30.0,A. Wiggins makes 3-pt shot from 26 ft (assist by Z. LaVine),3,107-104,,
2:12.0,,,107-104,,P. Tucker misses 2-pt shot from 3 ft
2:10.0,,,107-104,,Offensive rebound by T. Chandler
2:10.0,,,107-106,2,T. Chandler makes 2-pt shot from 1 ft
1:45.0,G. Dieng makes 2-pt shot from 19 ft (assist by R. Rubio),2,109-106,,
1:34.0,,,109-106,,Turnover by D. Booker (traveling)
1:34.0,Minnesota full timeout,,109-106,,
1:15.0,Z. LaVine misses 3-pt shot from 26 ft,,109-106,,
1:14.0,,,109-106,,Defensive rebound by P. Tucker
1:05.0,,,109-108,2,E. Bledsoe makes 2-pt shot from 3 ft
1:05.0,Shooting block foul by K. Towns (drawn by E. Bledsoe),,109-108,,
1:05.0,,,109-109,1,E. Bledsoe makes free throw 1 of 1
0:49.0,Turnover by R. Rubio (traveling),,109-109,,
0:34.0,,,109-109,,E. Bledsoe misses 3-pt shot from 26 ft
0:34.0,Defensive rebound by K. Towns,,109-109,,
0:12.0,Shooting foul by T. Chandler (drawn by A. Wiggins),,109-109,,
0:12.0,A. Wiggins misses free throw 1 of 2,,109-109,,
0:12.0,Offensive rebound by Team,,109-109,,
0:12.0,A. Wiggins makes free throw 2 of 2,1,110-109,,
0:12.0,,,110-109,,Phoenix full timeout
0:12.0,,,109-109,,A. Len enters the game for D. Booker
0:12.0,,,110-109,,D. Booker enters the game for A. Len
0:06.0,,,110-109,,Shooting foul by K. Towns (drawn by P. Tucker)
0:06.0,,,110-110,1,P. Tucker makes free throw 1 of 2
0:06.0,,,110-111,1,P. Tucker makes free throw 2 of 2
0:06.0,Minnesota full timeout,,110-111,,
0:01.0,A. Wiggins makes 2-pt shot from 18 ft,2,112-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
