time,Portland,pts.away,score,pts.home,LA Clippers
6:10.0,,,66-98,,W. Johnson misses 2-pt shot from 18 ft
6:09.0,Defensive rebound by N. Vonleh,,66-98,,
5:59.0,Turnover by N. Vonleh (traveling),,66-98,,
5:59.0,,,66-98,,LA Clippers full timeout
5:59.0,T. Quarterman enters the game for M. Leonard,,66-98,,
5:40.0,,,66-100,2,B. Bass makes 2-pt shot at rim (assist by A. Anderson)
5:40.0,,,66-100,,Shooting foul by J. Layman (drawn by B. Bass)
5:40.0,,,66-101,1,B. Bass makes free throw 1 of 1
5:23.0,J. Layman misses 3-pt shot from 25 ft,,66-101,,
5:22.0,,,66-101,,Defensive rebound by W. Johnson
5:08.0,,,66-103,2,B. Bass makes 2-pt shot at rim (assist by A. Rivers)
5:08.0,,,66-103,,Shooting foul by J. Layman (drawn by B. Bass)
5:08.0,,,66-104,1,B. Bass makes free throw 1 of 1
4:53.0,,,66-104,,Personal foul by B. Bass (drawn by P. Connaughton)
4:40.0,T. Quarterman makes 2-pt shot from 20 ft,2,68-104,,
4:13.0,,,68-104,,A. Rivers misses 3-pt shot from 26 ft
4:13.0,Defensive rebound by Team,,68-104,,
4:01.0,J. Layman makes 2-pt shot from 3 ft,2,70-104,,
3:38.0,,,70-104,,A. Rivers misses 2-pt shot from 11 ft
3:36.0,Defensive rebound by N. Vonleh,,70-104,,
3:32.0,S. Napier makes 2-pt shot from 2 ft,2,72-104,,
3:09.0,,,72-106,2,R. Felton makes 2-pt shot from 7 ft
2:53.0,Shooting foul by B. Bass (drawn by P. Connaughton),,72-106,,
2:53.0,Portland full timeout,,72-106,,
2:53.0,P. Connaughton misses free throw 1 of 2,,72-106,,
2:53.0,Offensive rebound by Team,,72-106,,
2:53.0,P. Connaughton makes free throw 2 of 2,1,73-106,,
2:37.0,,,73-106,,W. Johnson misses 3-pt shot from 25 ft
2:36.0,,,73-106,,Offensive rebound by B. Bass
2:36.0,,,73-106,,Shooting foul by N. Vonleh (drawn by B. Bass)
2:36.0,,,73-107,1,B. Bass makes free throw 1 of 2
2:36.0,,,73-108,1,B. Bass makes free throw 2 of 2
2:12.0,J. Layman misses 3-pt shot from 24 ft,,73-108,,
2:11.0,,,73-108,,Defensive rebound by A. Rivers
2:00.0,,,73-111,3,A. Anderson makes 3-pt shot from 26 ft (assist by R. Felton)
1:54.0,S. Napier makes 3-pt shot from 26 ft,3,76-111,,
1:41.0,,,76-111,,Turnover by A. Anderson (lost ball; steal by J. Layman)
1:34.0,S. Napier misses 3-pt shot from 26 ft,,76-111,,
1:33.0,,,76-111,,Defensive rebound by Team
1:09.0,,,76-111,,R. Felton misses 2-pt shot from 15 ft
1:06.0,Defensive rebound by N. Vonleh,,76-111,,
0:58.0,J. Layman makes 2-pt shot from 18 ft (assist by P. Connaughton),2,78-111,,
0:38.0,,,78-111,,A. Anderson misses 3-pt shot from 24 ft
0:37.0,Defensive rebound by P. Connaughton,,78-111,,
0:18.0,J. Layman misses 3-pt shot from 24 ft,,78-111,,
0:18.0,Offensive rebound by T. Quarterman,,78-111,,
0:18.0,T. Quarterman makes 2-pt shot from 2 ft,2,80-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
