time,LA Clippers,pts.away,score,pts.home,San Antonio
2:10.0,Defensive rebound by W. Johnson,,113-86,,
1:50.0,J. Crawford misses 3-pt shot from 24 ft,,113-86,,
1:49.0,,,113-86,,Defensive rebound by D. Lee
1:38.0,,,113-86,,J. Simmons misses 3-pt shot from 23 ft
1:36.0,Defensive rebound by W. Johnson,,113-86,,
1:18.0,A. Rivers misses 2-pt shot from 3 ft,,113-86,,
1:18.0,,,113-86,,Defensive rebound by Team
1:18.0,Technical foul by A. Rivers,,113-86,,
1:18.0,,,113-87,1,B. Forbes makes technical free throw
1:01.0,,,113-89,2,D. Lee makes 2-pt shot at rim (assist by J. Simmons)
0:41.0,J. Crawford makes 3-pt shot from 27 ft,3,116-89,,
0:33.0,,,116-92,3,D. Murray makes 3-pt shot from 26 ft
0:09.0,Turnover by Team (shot clock),,116-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
