time,Denver,pts.away,score,pts.home,Utah
5:28.0,,,75-100,,R. Gobert misses free throw 2 of 2
5:27.0,Defensive rebound by J. Hernangomez,,75-100,,
5:14.0,,,75-100,,Personal foul by S. Mack (drawn by J. Murray)
5:07.0,,,75-100,,Personal foul by J. Johnson (drawn by N. Jokic)
5:00.0,J. Murray makes 2-pt shot from 2 ft,2,77-100,,
4:44.0,,,77-102,2,G. Hayward makes 2-pt shot from 8 ft
4:30.0,J. Murray misses 2-pt shot from 3 ft,,77-102,,
4:30.0,,,77-102,,Defensive rebound by S. Mack
4:19.0,,,77-102,,R. Hood misses 2-pt shot from 3 ft
4:19.0,Defensive rebound by Team,,77-102,,
4:19.0,,,77-102,,J. Ingles enters the game for G. Hayward
4:05.0,Turnover by J. Murray (step out of bounds),,77-102,,
3:49.0,,,77-102,,Shooting foul by N. Jokic (drawn by R. Gobert)
3:49.0,,,77-102,,R. Gobert misses free throw 1 of 2
3:49.0,,,77-102,,Offensive rebound by Team
3:49.0,,,77-103,1,R. Gobert makes free throw 2 of 2
3:49.0,,,77-102,,D. Exum enters the game for R. Hood
3:37.0,,,77-103,,Personal foul by J. Ingles (drawn by M. Beasley)
3:37.0,M. Beasley makes free throw 1 of 2,1,78-103,,
3:37.0,M. Beasley makes free throw 2 of 2,1,79-103,,
3:37.0,,,78-103,,J. Withey enters the game for R. Gobert
3:17.0,,,79-103,,J. Withey misses 2-pt shot from 3 ft (block by A. Gee)
3:17.0,,,79-103,,Offensive rebound by Team
3:17.0,,,79-103,,Turnover by J. Johnson (bad pass; steal by M. Beasley)
3:11.0,M. Beasley misses 2-pt shot from 3 ft,,79-103,,
3:11.0,,,79-103,,Defensive rebound by J. Ingles
3:11.0,Loose ball foul by A. Gee (drawn by J. Ingles),,79-103,,
3:11.0,,,79-104,1,J. Ingles makes free throw 1 of 2
3:11.0,,,79-104,,J. Ingles misses free throw 2 of 2
3:10.0,Defensive rebound by A. Gee,,79-104,,
2:54.0,J. Hernangomez makes 2-pt shot from 1 ft (assist by N. Jokic),2,81-104,,
2:54.0,,,81-104,,Utah full timeout
2:35.0,,,81-104,,S. Mack misses 2-pt shot from 11 ft
2:34.0,Defensive rebound by J. Hernangomez,,81-104,,
2:25.0,J. Murray misses 2-pt shot from 16 ft,,81-104,,
2:25.0,Offensive rebound by J. Murray,,81-104,,
2:22.0,Turnover by J. Hernangomez (traveling),,81-104,,
2:22.0,,,81-104,,R. Neto enters the game for D. Exum
2:08.0,,,81-104,,J. Johnson misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by N. Jokic,,81-104,,
1:57.0,N. Jokic misses 2-pt shot from 5 ft,,81-104,,
1:57.0,Offensive rebound by J. Murray,,81-104,,
1:57.0,,,81-104,,Loose ball foul by J. Ingles
1:57.0,J. Hernangomez misses free throw 1 of 2,,81-104,,
1:57.0,Offensive rebound by Team,,81-104,,
1:57.0,J. Hernangomez makes free throw 2 of 2,1,82-104,,
1:57.0,,,81-104,,J. Bolomboy enters the game for J. Johnson
1:40.0,,,82-104,,Turnover by R. Neto (bad pass; steal by J. Hernangomez)
1:26.0,J. Hernangomez misses 3-pt shot from 24 ft,,82-104,,
1:26.0,,,82-104,,Defensive rebound by J. Ingles
1:13.0,,,82-104,,S. Mack misses 2-pt shot from 9 ft
1:13.0,Defensive rebound by N. Jokic,,82-104,,
1:13.0,,,82-104,,Loose ball foul by S. Mack (drawn by N. Jokic)
1:13.0,N. Jokic misses free throw 1 of 2,,82-104,,
1:13.0,Offensive rebound by Team,,82-104,,
1:13.0,N. Jokic makes free throw 2 of 2,1,83-104,,
0:59.0,,,83-106,2,R. Neto makes 2-pt shot from 18 ft
0:44.0,M. Beasley misses 3-pt shot from 24 ft,,83-106,,
0:43.0,,,83-106,,Defensive rebound by J. Ingles
0:29.0,,,83-106,,J. Bolomboy misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by J. Hernangomez,,83-106,,
0:15.0,Turnover by J. Murray (bad pass; steal by J. Withey),,83-106,,
0:09.0,,,83-108,2,J. Bolomboy makes 2-pt shot at rim (assist by S. Mack)
0:01.0,J. Murray misses 3-pt shot from 25 ft,,83-108,,
0:00.0,,,83-108,,Defensive rebound by J. Bolomboy
0:00.0,End of 4th quarter,,,,End of 4th quarter
