time,Minnesota,pts.away,score,pts.home,Denver
0:58.0,Offensive rebound by Team,,102-103,,
0:58.0,A. Wiggins makes free throw 2 of 2,1,103-103,,
0:43.0,,,103-103,,N. Jokic misses 2-pt shot from 13 ft
0:41.0,,,103-103,,Offensive rebound by G. Harris
0:27.0,,,103-105,2,D. Gallinari makes 2-pt shot from 14 ft
0:27.0,Minnesota full timeout,,103-105,,
0:09.0,A. Wiggins misses 2-pt shot at rim (block by W. Chandler),,103-105,,
0:07.0,,,103-105,,Defensive rebound by G. Harris
0:04.0,,,103-105,,Turnover by G. Harris (bad pass; steal by Z. LaVine)
0:02.0,Z. LaVine misses 3-pt shot from 26 ft,,103-105,,
0:00.0,Offensive rebound by Team,,103-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
