time,LA Clippers,pts.away,score,pts.home,Portland
7:33.0,B. Griffin enters the game for W. Johnson,,90-86,,
7:33.0,,,90-86,,D. Lillard enters the game for E. Turner
7:18.0,B. Griffin misses 2-pt shot from 22 ft,,90-87,,
7:15.0,,,90-87,,Defensive rebound by M. Harkless
7:10.0,,,90-87,,Offensive charge foul by D. Lillard
7:10.0,,,90-87,,Turnover by D. Lillard (offensive foul)
7:10.0,D. Jordan enters the game for M. Speights,,90-87,,
7:10.0,J. Redick enters the game for R. Felton,,90-87,,
7:10.0,,,90-87,,M. Plumlee enters the game for E. Davis
6:48.0,C. Paul misses 2-pt shot from 20 ft,,90-87,,
6:47.0,,,90-87,,Defensive rebound by D. Lillard
6:40.0,,,90-89,2,C. McCollum makes 2-pt shot from 10 ft
6:40.0,,,90-89,,Flagrant foul type 1 by M. Plumlee (drawn by B. Griffin)
6:40.0,B. Griffin makes flagrant free throw 1 of 2,1,91-89,,
6:40.0,B. Griffin makes flagrant free throw 2 of 2,1,92-89,,
6:30.0,,,92-89,,Personal foul by M. Plumlee (drawn by D. Jordan)
6:30.0,D. Jordan misses free throw 1 of 2,,92-89,,
6:30.0,Offensive rebound by Team,,92-89,,
6:30.0,D. Jordan misses free throw 2 of 2,,92-89,,
6:29.0,,,92-89,,Defensive rebound by A. Aminu
6:20.0,,,92-89,,D. Lillard misses 2-pt shot from 21 ft
6:19.0,,,92-89,,Offensive rebound by M. Harkless
6:10.0,,,92-89,,D. Lillard misses 2-pt shot from 15 ft
6:10.0,Defensive rebound by C. Paul,,92-89,,
6:05.0,B. Griffin makes 2-pt shot from 3 ft,2,94-89,,
6:05.0,Shooting foul by A. Aminu (drawn by B. Griffin),,94-89,,
6:05.0,B. Griffin makes free throw 1 of 1,1,95-89,,
5:41.0,,,95-89,,D. Lillard misses 2-pt shot from 1 ft
5:40.0,Defensive rebound by B. Griffin,,95-89,,
5:37.0,,,95-89,,Flagrant foul type 1 by C. McCollum (drawn by D. Jordan)
5:37.0,,,95-89,,Portland full timeout
5:37.0,D. Jordan misses flagrant free throw 1 of 2,,95-89,,
5:37.0,Offensive rebound by Team,,95-89,,
5:37.0,D. Jordan misses flagrant free throw 2 of 2,,95-89,,
5:37.0,Offensive rebound by Team,,95-89,,
5:25.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,98-89,,
5:06.0,,,98-89,,D. Lillard misses 2-pt shot from 19 ft
5:05.0,Defensive rebound by B. Griffin,,98-89,,
4:55.0,Offensive foul by D. Jordan,,98-89,,
4:55.0,Turnover by D. Jordan (offensive foul),,98-89,,
4:38.0,,,98-89,,C. McCollum misses 2-pt shot from 13 ft
4:37.0,Defensive rebound by B. Griffin,,98-89,,
4:33.0,,,98-89,,Personal take foul by C. McCollum (drawn by D. Jordan)
4:33.0,D. Jordan misses free throw 1 of 2,,98-89,,
4:33.0,Offensive rebound by Team,,98-89,,
4:33.0,D. Jordan makes free throw 2 of 2,1,99-89,,
4:22.0,,,99-89,,Shooting foul by D. Jordan (drawn by M. Plumlee)
4:22.0,,,99-90,1,M. Plumlee makes free throw 1 of 2
4:22.0,,,99-90,,M. Plumlee misses free throw 2 of 2
4:22.0,M. Speights enters the game for D. Jordan,,99-90,,
4:21.0,Defensive rebound by J. Redick,,99-90,,
4:07.0,C. Paul makes 3-pt shot from 26 ft,3,102-90,,
4:07.0,,,102-90,,Portland full timeout
4:07.0,,,102-90,,A. Crabbe enters the game for M. Plumlee
4:07.0,A. Rivers enters the game for M. Speights,,102-90,,
3:50.0,,,102-90,,M. Harkless misses 2-pt shot from 3 ft
3:48.0,Defensive rebound by J. Redick,,102-90,,
3:28.0,C. Paul misses 3-pt shot from 25 ft,,102-90,,
3:28.0,,,102-90,,Defensive rebound by C. McCollum
3:21.0,,,102-90,,Turnover by C. McCollum (lost ball; steal by B. Griffin)
3:15.0,J. Crawford makes 2-pt shot at rim (assist by J. Redick),2,104-90,,
3:05.0,,,104-92,2,D. Lillard makes 2-pt shot from 2 ft
3:05.0,,,104-92,,Shooting foul by B. Griffin (drawn by D. Lillard)
3:05.0,,,104-92,,D. Lillard misses free throw 1 of 1
3:03.0,Defensive rebound by B. Griffin,,104-92,,
2:54.0,C. Paul makes 2-pt shot from 1 ft,2,106-92,,
2:54.0,Shooting foul by A. Crabbe (drawn by C. Paul),,106-92,,
2:54.0,C. Paul makes free throw 1 of 1,1,107-92,,
2:44.0,,,107-92,,Shooting foul by B. Griffin (drawn by D. Lillard)
2:44.0,,,107-93,1,D. Lillard makes free throw 1 of 2
2:44.0,,,107-94,1,D. Lillard makes free throw 2 of 2
2:27.0,J. Crawford misses 3-pt shot from 24 ft,,107-94,,
2:25.0,,,107-94,,Defensive rebound by M. Harkless
2:15.0,,,107-94,,A. Aminu misses 3-pt shot from 24 ft
2:15.0,,,107-94,,Offensive rebound by Team
2:15.0,Loose ball foul by J. Crawford (drawn by D. Lillard),,107-94,,
2:15.0,,,107-95,1,D. Lillard makes free throw 1 of 2
2:15.0,,,107-96,1,D. Lillard makes free throw 2 of 2
1:53.0,Turnover by C. Paul (bad pass; steal by C. McCollum),,107-96,,
1:53.0,Personal foul by J. Redick (drawn by C. McCollum),,107-96,,
1:53.0,,,107-96,,C. McCollum misses free throw 1 of 2
1:53.0,,,107-96,,Offensive rebound by Team
1:53.0,,,107-97,1,C. McCollum makes free throw 2 of 2
1:29.0,B. Griffin misses 2-pt shot from 18 ft,,107-97,,
1:28.0,,,107-97,,Defensive rebound by C. McCollum
1:19.0,,,107-97,,A. Aminu misses 2-pt shot from 16 ft
1:18.0,,,107-97,,Offensive rebound by M. Harkless
1:18.0,,,107-99,2,M. Harkless makes 2-pt shot from 1 ft
1:18.0,LA Clippers full timeout,,107-99,,
0:57.0,C. Paul misses 3-pt shot from 27 ft,,107-99,,
0:55.0,,,107-99,,Defensive rebound by D. Lillard
0:55.0,Personal foul by B. Griffin (drawn by D. Lillard),,107-99,,
0:55.0,,,107-100,1,D. Lillard makes free throw 1 of 2
0:55.0,,,107-100,,D. Lillard misses free throw 2 of 2
0:55.0,Defensive rebound by B. Griffin,,107-100,,
0:55.0,,,107-100,,S. Napier enters the game for A. Aminu
0:47.0,LA Clippers full timeout,,107-100,,
0:45.0,Turnover by J. Crawford (bad pass; steal by C. McCollum),,107-100,,
0:38.0,,,107-100,,A. Crabbe misses 3-pt shot from 25 ft
0:36.0,,,107-100,,Offensive rebound by M. Harkless
0:36.0,,,107-100,,M. Harkless misses 2-pt shot from 2 ft
0:36.0,,,107-100,,Offensive rebound by D. Lillard
0:36.0,,,107-102,2,D. Lillard makes 2-pt shot from 2 ft
0:32.0,,,107-102,,Personal foul by S. Napier (drawn by C. Paul)
0:32.0,C. Paul makes free throw 1 of 2,1,108-102,,
0:32.0,C. Paul makes free throw 2 of 2,1,109-102,,
0:22.0,,,109-104,2,D. Lillard makes 2-pt shot from 2 ft
0:21.0,,,109-104,,Personal take foul by D. Lillard (drawn by J. Crawford)
0:21.0,J. Crawford makes free throw 1 of 2,1,110-104,,
0:21.0,J. Crawford makes free throw 2 of 2,1,111-104,,
0:21.0,,,111-104,,Portland full timeout
0:20.0,,,111-104,,Offensive charge foul by D. Lillard (drawn by J. Crawford)
0:20.0,,,111-104,,Turnover by D. Lillard (offensive foul)
0:19.0,,,111-104,,Personal foul by D. Lillard (drawn by J. Crawford)
0:19.0,J. Crawford makes free throw 1 of 2,1,112-104,,
0:19.0,J. Crawford makes free throw 2 of 2,1,113-104,,
0:19.0,,,111-104,,N. Vonleh enters the game for D. Lillard
0:11.0,,,113-106,2,C. McCollum makes 2-pt shot from 7 ft
0:02.0,,,113-106,,Personal take foul by S. Napier (drawn by J. Redick)
0:02.0,J. Redick misses free throw 1 of 2,,113-106,,
0:02.0,Offensive rebound by Team,,113-106,,
0:02.0,J. Redick makes free throw 2 of 2,1,114-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
