time,Portland,pts.away,score,pts.home,Minnesota
3:15.0,Turnover by E. Turner (lost ball; steal by A. Wiggins),,85-82,,
3:00.0,,,85-82,,K. Towns misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by A. Crabbe,,85-82,,
2:38.0,C. McCollum makes 3-pt shot from 27 ft (assist by M. Plumlee),3,88-82,,
2:20.0,,,88-84,2,A. Wiggins makes 2-pt shot from 1 ft
2:00.0,C. McCollum misses 3-pt shot from 25 ft,,88-84,,
1:59.0,,,88-84,,Defensive rebound by Z. LaVine
1:53.0,,,88-84,,Turnover by Z. LaVine (lost ball; steal by M. Plumlee)
1:37.0,M. Harkless enters the game for E. Turner,,88-84,,
1:29.0,C. McCollum misses 2-pt shot from 12 ft,,88-84,,
1:28.0,,,88-84,,Defensive rebound by G. Dieng
1:10.0,,,88-84,,Turnover by A. Wiggins (lost ball)
1:04.0,M. Plumlee makes 2-pt shot at rim,2,90-84,,
1:04.0,Shooting foul by G. Dieng (drawn by M. Plumlee),,90-84,,
1:04.0,M. Plumlee makes free throw 1 of 1,1,91-84,,
1:04.0,,,91-84,,Minnesota full timeout
1:00.0,,,91-84,,A. Wiggins misses 2-pt shot from 1 ft (block by M. Harkless)
0:57.0,,,91-84,,Offensive rebound by G. Dieng
0:54.0,,,91-87,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
0:54.0,Portland full timeout,,91-87,,
0:54.0,E. Turner enters the game for M. Harkless,,91-87,,
0:54.0,M. Leonard enters the game for M. Plumlee,,91-87,,
0:34.0,C. McCollum makes 2-pt shot from 9 ft,2,93-87,,
0:34.0,,,93-87,,Minnesota full timeout
0:34.0,M. Harkless enters the game for M. Leonard,,93-87,,
0:34.0,,,93-87,,N. Bjelica enters the game for G. Dieng
0:31.0,,,93-87,,K. Towns misses 2-pt shot at rim
0:30.0,,,93-87,,Offensive rebound by K. Towns
0:29.0,,,93-89,2,K. Towns makes 2-pt shot at rim
0:23.0,,,93-89,,Personal take foul by N. Bjelica (drawn by E. Turner)
0:23.0,E. Turner misses free throw 1 of 2,,93-89,,
0:23.0,Offensive rebound by Team,,93-89,,
0:23.0,E. Turner misses free throw 2 of 2,,93-89,,
0:23.0,,,93-89,,Defensive rebound by K. Towns
0:16.0,,,93-89,,A. Wiggins misses 2-pt shot from 3 ft (block by E. Turner)
0:15.0,Defensive rebound by C. McCollum,,93-89,,
0:14.0,,,93-89,,Personal take foul by K. Dunn (drawn by C. McCollum)
0:14.0,C. McCollum makes free throw 1 of 2,1,94-89,,
0:14.0,C. McCollum makes free throw 2 of 2,1,95-89,,
0:10.0,,,95-89,,K. Towns misses 3-pt shot from 27 ft
0:08.0,,,95-89,,Offensive rebound by Z. LaVine
0:05.0,,,95-89,,Z. LaVine misses 3-pt shot from 24 ft
0:04.0,Defensive rebound by M. Harkless,,95-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
