time,Portland,pts.away,score,pts.home,New Orleans
3:17.0,S. Napier misses 3-pt shot from 25 ft,,69-95,,
3:16.0,,,69-95,,Defensive rebound by S. Hill
3:10.0,,,69-95,,E. Moore misses 2-pt shot from 4 ft (block by S. Napier)
3:10.0,,,69-95,,Offensive rebound by Team
3:10.0,,,69-95,,T. Frazier enters the game for A. Davis
3:10.0,,,69-95,,W. Selden enters the game for J. Holiday
3:10.0,,,69-95,,A. Ajinca enters the game for J. Crawford
2:51.0,,,69-95,,E. Moore misses 2-pt shot from 20 ft
2:51.0,Defensive rebound by S. Napier,,69-95,,
2:43.0,M. Leonard makes 3-pt shot from 25 ft (assist by S. Napier),3,72-95,,
2:15.0,,,72-95,,S. Hill misses 3-pt shot from 30 ft
2:14.0,Defensive rebound by J. Layman,,72-95,,
2:14.0,,,72-95,,New Orleans full timeout
2:14.0,,,72-95,,D. Motiejunas enters the game for S. Hill
1:57.0,N. Vonleh misses 2-pt shot from 18 ft,,72-95,,
1:56.0,,,72-95,,Defensive rebound by T. Frazier
1:43.0,,,72-95,,T. Frazier misses 2-pt shot from 15 ft
1:41.0,Defensive rebound by N. Vonleh,,72-95,,
1:30.0,S. Napier misses 2-pt shot from 12 ft,,72-95,,
1:30.0,,,72-95,,Defensive rebound by W. Selden
1:27.0,,,72-95,,Shooting foul by J. Layman (drawn by W. Selden)
1:27.0,,,72-95,,W. Selden misses free throw 1 of 2
1:27.0,,,72-95,,Offensive rebound by Team
1:27.0,,,72-96,1,W. Selden makes free throw 2 of 2
1:10.0,P. Connaughton misses 2-pt shot from 19 ft,,72-96,,
1:09.0,,,72-96,,Defensive rebound by T. Frazier
1:09.0,Personal foul by N. Vonleh (drawn by T. Frazier),,72-96,,
1:09.0,,,72-97,1,T. Frazier makes free throw 1 of 2
1:09.0,,,72-98,1,T. Frazier makes free throw 2 of 2
0:55.0,M. Leonard misses 2-pt shot from 23 ft,,72-98,,
0:55.0,,,72-98,,Defensive rebound by D. Motiejunas
0:38.0,,,72-100,2,E. Moore makes 2-pt shot from 9 ft (assist by T. Frazier)
0:32.0,P. Connaughton makes 2-pt shot at rim (assist by S. Napier),2,74-100,,
0:09.0,,,74-100,,T. Frazier misses 2-pt shot from 16 ft
0:09.0,Defensive rebound by M. Leonard,,74-100,,
0:01.0,P. Connaughton makes 3-pt shot from 28 ft,3,77-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
