time,Orlando,pts.away,score,pts.home,Atlanta
3:19.0,Defensive rebound by J. Meeks,,121-111,,
3:15.0,S. Ibaka makes 2-pt shot from 2 ft (assist by E. Payton),2,123-111,,
3:15.0,Shooting foul by P. Millsap (drawn by S. Ibaka),,123-111,,
3:15.0,S. Ibaka makes free throw 1 of 1,1,124-111,,
3:15.0,,,123-111,,K. Korver enters the game for M. Muscala
3:08.0,,,124-111,,Turnover by D. Schroder (bad pass)
2:50.0,S. Ibaka makes 2-pt shot from 12 ft,2,126-111,,
2:49.0,,,126-111,,Atlanta full timeout
2:49.0,Orlando full timeout,,126-111,,
2:35.0,,,126-111,,T. Hardaway misses 3-pt shot from 23 ft
2:33.0,,,126-111,,Offensive rebound by P. Millsap
2:30.0,,,126-114,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap)
2:18.0,,,126-114,,Personal foul by D. Schroder (drawn by E. Payton)
2:18.0,E. Payton makes free throw 1 of 2,1,127-114,,
2:18.0,E. Payton makes free throw 2 of 2,1,128-114,,
2:11.0,,,128-114,,D. Schroder misses 2-pt shot from 1 ft (block by B. Biyombo)
2:08.0,Defensive rebound by B. Biyombo,,128-114,,
1:48.0,E. Fournier makes 2-pt shot at rim,2,130-114,,
1:37.0,,,130-116,2,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder)
1:30.0,,,130-116,,Personal take foul by D. Schroder (drawn by E. Payton)
1:30.0,E. Payton makes free throw 1 of 2,1,131-116,,
1:30.0,E. Payton misses free throw 2 of 2,,131-116,,
1:30.0,,,131-116,,T. Waller-Prince enters the game for T. Sefolosha
1:30.0,,,131-116,,M. Muscala enters the game for P. Millsap
1:30.0,,,131-116,,M. Delaney enters the game for T. Hardaway
1:30.0,,,131-116,,D. Bembry enters the game for D. Schroder
1:30.0,S. Zimmerman enters the game for S. Ibaka,,131-116,,
1:30.0,A. Onuaku enters the game for B. Biyombo,,131-116,,
1:30.0,M. Hezonja enters the game for E. Fournier,,131-116,,
1:24.0,,,131-116,,Defensive rebound by M. Muscala
1:12.0,,,131-118,2,T. Waller-Prince makes 2-pt shot from 6 ft (assist by M. Delaney)
0:49.0,S. Zimmerman misses 2-pt shot from 15 ft,,131-118,,
0:46.0,,,131-118,,Defensive rebound by T. Waller-Prince
0:40.0,,,131-120,2,T. Waller-Prince makes 2-pt shot from 18 ft
0:18.0,J. Meeks misses 3-pt shot from 24 ft,,131-120,,
0:17.0,Offensive rebound by S. Zimmerman,,131-120,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
