time,Phoenix,pts.away,score,pts.home,Portland
4:20.0,D. Booker misses 2-pt shot from 3 ft,,99-109,,
4:19.0,Offensive rebound by D. Bender,,99-109,,
4:16.0,D. Bender misses 2-pt shot from 1 ft,,99-109,,
4:13.0,Offensive rebound by T. Warren,,99-109,,
4:13.0,T. Warren makes 2-pt shot from 2 ft,2,101-109,,
3:58.0,,,101-109,,Turnover by D. Lillard (bad pass; steal by P. Tucker)
3:52.0,E. Bledsoe makes 2-pt shot from 1 ft,2,103-109,,
3:35.0,Personal foul by P. Tucker (drawn by C. McCollum),,103-109,,
3:35.0,,,103-110,1,C. McCollum makes free throw 1 of 2
3:35.0,,,103-111,1,C. McCollum makes free throw 2 of 2
3:19.0,E. Bledsoe makes 2-pt shot from 4 ft,2,105-111,,
3:04.0,,,105-111,,C. McCollum misses 2-pt shot from 3 ft
3:04.0,,,105-111,,Offensive rebound by Team
2:53.0,,,105-111,,M. Harkless misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by E. Bledsoe,,105-111,,
2:31.0,E. Bledsoe makes 2-pt shot from 1 ft,2,107-111,,
2:14.0,Personal foul by E. Bledsoe (drawn by D. Lillard),,107-111,,
2:14.0,Official timeout,,107-111,,
2:14.0,,,107-112,1,D. Lillard makes free throw 1 of 2
2:14.0,,,107-113,1,D. Lillard makes free throw 2 of 2
2:02.0,E. Bledsoe misses 2-pt shot from 2 ft,,107-113,,
2:02.0,Offensive rebound by P. Tucker,,107-113,,
2:02.0,Shooting foul by D. Lillard (drawn by P. Tucker),,107-113,,
2:02.0,P. Tucker makes free throw 1 of 2,1,108-113,,
2:02.0,P. Tucker makes free throw 2 of 2,1,109-113,,
1:41.0,,,109-113,,C. McCollum misses 2-pt shot from 22 ft
1:41.0,Defensive rebound by E. Bledsoe,,109-113,,
1:31.0,E. Bledsoe makes 3-pt shot from 24 ft,3,112-113,,
1:09.0,,,112-113,,D. Lillard misses 3-pt shot from 28 ft
1:08.0,,,112-113,,Offensive rebound by M. Harkless
1:07.0,,,112-115,2,M. Harkless makes 2-pt shot from 4 ft
0:58.0,Shooting foul by M. Harkless (drawn by E. Bledsoe),,112-115,,
0:58.0,E. Bledsoe makes free throw 1 of 3,1,113-115,,
0:58.0,E. Bledsoe makes free throw 2 of 3,1,114-115,,
0:58.0,E. Bledsoe misses free throw 3 of 3,,114-115,,
0:57.0,,,114-115,,Defensive rebound by D. Lillard
0:42.0,,,114-117,2,D. Lillard makes 2-pt shot from 1 ft
0:33.0,Shooting foul by M. Harkless (drawn by E. Bledsoe),,114-117,,
0:33.0,E. Bledsoe makes free throw 1 of 2,1,115-117,,
0:33.0,E. Bledsoe makes free throw 2 of 2,1,116-117,,
0:16.0,,,116-117,,D. Lillard misses 3-pt shot from 27 ft (block by D. Bender)
0:16.0,,,116-117,,Offensive rebound by Team
0:16.0,,,116-117,,Portland full timeout
0:13.0,,,116-117,,Shooting foul by P. Tucker (drawn by D. Lillard)
0:13.0,,,116-118,1,D. Lillard makes free throw 1 of 2
0:13.0,,,116-119,1,D. Lillard makes free throw 2 of 2
0:13.0,Phoenix full timeout,,116-119,,
0:13.0,M. Chriss enters the game for D. Booker,,116-118,,
0:13.0,A. Len enters the game for E. Bledsoe,,116-118,,
0:13.0,,,116-118,,E. Turner enters the game for A. Crabbe
0:13.0,E. Bledsoe enters the game for M. Chriss,,116-119,,
0:13.0,D. Booker enters the game for A. Len,,116-119,,
0:11.0,,,116-119,,Personal foul by C. McCollum (drawn by E. Bledsoe)
0:11.0,E. Bledsoe makes free throw 1 of 2,1,117-119,,
0:11.0,E. Bledsoe makes free throw 2 of 2,1,118-119,,
0:11.0,Personal take foul by T. Warren,,118-119,,
0:11.0,,,118-120,1,C. McCollum makes free throw 1 of 2
0:11.0,,,118-120,,C. McCollum misses free throw 2 of 2
0:10.0,,,118-120,,Offensive rebound by D. Lillard
0:09.0,Personal foul by P. Tucker (drawn by D. Lillard),,118-120,,
0:09.0,,,118-121,1,D. Lillard makes free throw 1 of 2
0:09.0,,,118-122,1,D. Lillard makes free throw 2 of 2
0:05.0,D. Booker makes 3-pt shot from 26 ft,3,121-122,,
0:04.0,Personal take foul by T. Warren,,121-122,,
0:04.0,,,121-123,1,D. Lillard makes free throw 1 of 2
0:04.0,,,121-124,1,D. Lillard makes free throw 2 of 2
0:00.0,D. Booker misses 3-pt shot from 34 ft,,121-124,,
0:00.0,Offensive rebound by Team,,121-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
