time,Golden State,pts.away,score,pts.home,Minnesota
2:37.0,Shooting foul by K. Towns (drawn by S. Curry),,95-98,,
2:37.0,Golden State full timeout,,95-98,,
2:37.0,S. Curry makes free throw 1 of 3,1,96-98,,
2:37.0,S. Curry makes free throw 2 of 3,1,97-98,,
2:37.0,S. Curry makes free throw 3 of 3,1,98-98,,
2:27.0,,,98-100,2,A. Wiggins makes 2-pt shot from 5 ft
2:27.0,,,98-100,,Shooting foul by D. Green (drawn by A. Wiggins)
2:27.0,,,98-101,1,A. Wiggins makes free throw 1 of 1
2:13.0,S. Curry makes 2-pt shot from 5 ft,2,100-101,,
1:47.0,,,100-101,,Minnesota full timeout
1:43.0,,,100-101,,A. Wiggins misses 2-pt shot from 19 ft
1:42.0,,,100-101,,Offensive rebound by R. Rubio
1:41.0,,,100-101,,R. Rubio misses 2-pt shot from 2 ft
1:40.0,,,100-101,,Offensive rebound by B. Rush
1:40.0,,,100-101,,B. Rush misses 2-pt shot from 1 ft
1:39.0,Defensive rebound by K. Thompson,,100-101,,
1:20.0,K. Thompson misses 2-pt shot from 19 ft,,100-101,,
1:19.0,,,100-101,,Defensive rebound by K. Towns
0:56.0,,,100-101,,R. Rubio misses 2-pt shot from 21 ft
0:51.0,,,100-101,,Offensive rebound by K. Towns
0:31.0,,,100-101,,Shooting foul by Z. Pachulia (drawn by A. Wiggins)
0:31.0,,,100-101,,A. Wiggins misses free throw 1 of 2
0:31.0,,,100-101,,Offensive rebound by Team
0:31.0,,,100-101,,A. Wiggins misses free throw 2 of 2
0:30.0,Defensive rebound by K. Thompson,,100-101,,
0:29.0,Golden State full timeout,,100-101,,
0:29.0,I. Clark enters the game for Z. Pachulia,,100-101,,
0:25.0,S. Curry misses 2-pt shot from 18 ft,,100-101,,
0:24.0,Offensive rebound by A. Iguodala,,100-101,,
0:20.0,S. Curry makes 2-pt shot from 17 ft,2,102-101,,
0:20.0,,,102-101,,Minnesota full timeout
0:20.0,Z. Pachulia enters the game for I. Clark,,102-101,,
0:13.0,Personal foul by Z. Pachulia (drawn by A. Wiggins),,102-101,,
0:13.0,,,102-102,1,A. Wiggins makes free throw 1 of 2
0:13.0,,,102-103,1,A. Wiggins makes free throw 2 of 2
0:13.0,Golden State full timeout,,102-103,,
0:13.0,D. West enters the game for Z. Pachulia,,102-101,,
0:13.0,,,102-103,,K. Dunn enters the game for N. Bjelica
0:05.0,S. Curry misses 2-pt shot from 18 ft,,102-103,,
0:03.0,,,102-103,,Defensive rebound by B. Rush
0:01.0,M. Barnes enters the game for D. West,,102-103,,
0:00.0,Jump ball: B. Rush vs. K. Thompson,,,,Jump ball: B. Rush vs. K. Thompson
0:00.0,End of 4th quarter,,,,End of 4th quarter
