time,Brooklyn,pts.away,score,pts.home,Charlotte
5:04.0,,,96-95,,Turnover by K. Walker (lost ball; steal by C. LeVert)
4:56.0,T. Booker misses 2-pt shot from 3 ft (block by F. Kaminsky),,96-95,,
4:54.0,,,96-95,,Defensive rebound by F. Kaminsky
4:38.0,,,96-97,2,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by C. Zeller)
4:23.0,S. Kilpatrick misses 2-pt shot from 6 ft,,96-97,,
4:22.0,,,96-97,,Defensive rebound by K. Walker
4:07.0,,,96-97,,N. Batum misses 2-pt shot from 13 ft
4:06.0,Defensive rebound by C. LeVert,,96-97,,
3:52.0,Turnover by B. Lopez (lost ball; steal by N. Batum),,96-97,,
3:51.0,Personal foul by B. Lopez (drawn by K. Walker),,96-97,,
3:51.0,R. Foye enters the game for S. Kilpatrick,,96-97,,
3:51.0,,,96-97,,M. Williams enters the game for F. Kaminsky
3:40.0,,,96-97,,K. Walker misses 2-pt shot from 17 ft
3:38.0,Defensive rebound by T. Booker,,96-97,,
3:32.0,T. Booker makes 2-pt shot from 1 ft,2,98-97,,
3:21.0,,,98-100,3,N. Batum makes 3-pt shot from 25 ft (assist by C. Zeller)
3:21.0,,,98-100,,Shooting foul by R. Foye (drawn by N. Batum)
3:21.0,,,98-101,1,N. Batum makes free throw 1 of 1
3:08.0,R. Foye misses 3-pt shot from 25 ft,,98-101,,
3:06.0,,,98-101,,Defensive rebound by C. Zeller
2:50.0,,,98-104,3,N. Batum makes 3-pt shot from 25 ft (assist by C. Zeller)
2:50.0,Brooklyn full timeout,,98-104,,
2:37.0,B. Lopez misses 2-pt shot from 8 ft,,98-104,,
2:36.0,,,98-104,,Defensive rebound by M. Williams
2:21.0,,,98-104,,N. Batum misses 3-pt shot from 24 ft
2:21.0,,,98-104,,Offensive rebound by Team
2:13.0,,,98-107,3,K. Walker makes 3-pt shot from 25 ft
1:50.0,S. Kilpatrick enters the game for I. Whitehead,,98-107,,
1:50.0,B. Bogdanovic enters the game for C. LeVert,,98-107,,
1:46.0,B. Lopez makes 3-pt shot from 25 ft (assist by R. Foye),3,101-107,,
1:31.0,,,101-107,,Turnover by K. Walker (lost ball; steal by S. Kilpatrick)
1:11.0,B. Bogdanovic misses 3-pt shot from 26 ft,,101-107,,
1:08.0,Offensive rebound by T. Booker,,101-107,,
1:04.0,R. Foye misses 3-pt shot from 25 ft,,101-107,,
1:03.0,,,101-107,,Defensive rebound by M. Kidd-Gilchrist
1:03.0,Personal foul by T. Booker (drawn by M. Kidd-Gilchrist),,101-107,,
1:03.0,R. Hollis-Jefferson enters the game for B. Lopez,,101-107,,
1:00.0,,,101-107,,Turnover by M. Kidd-Gilchrist (bad pass; steal by T. Booker)
0:57.0,Turnover by S. Kilpatrick (bad pass),,101-107,,
0:48.0,,,101-109,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
0:48.0,Brooklyn full timeout,,101-109,,
0:48.0,B. Lopez enters the game for R. Hollis-Jefferson,,101-109,,
0:40.0,S. Kilpatrick makes 2-pt shot from 1 ft,2,103-109,,
0:39.0,Personal take foul by S. Kilpatrick (drawn by M. Kidd-Gilchrist),,103-109,,
0:39.0,,,103-110,1,M. Kidd-Gilchrist makes free throw 1 of 2
0:39.0,,,103-110,,M. Kidd-Gilchrist misses free throw 2 of 2
0:38.0,Defensive rebound by S. Kilpatrick,,103-110,,
0:28.0,T. Booker makes 2-pt shot at rim (assist by B. Lopez),2,105-110,,
0:28.0,,,105-110,,Charlotte full timeout
0:28.0,Q. Acy enters the game for B. Bogdanovic,,105-110,,
0:28.0,R. Hollis-Jefferson enters the game for B. Lopez,,105-110,,
0:28.0,C. LeVert enters the game for S. Kilpatrick,,105-110,,
0:28.0,,,105-110,,F. Kaminsky enters the game for M. Kidd-Gilchrist
0:28.0,,,105-110,,M. Belinelli enters the game for M. Williams
0:21.0,Personal take foul by R. Foye (drawn by M. Belinelli),,105-110,,
0:21.0,,,105-111,1,M. Belinelli makes free throw 1 of 2
0:21.0,,,105-112,1,M. Belinelli makes free throw 2 of 2
0:21.0,,,105-111,,M. Williams enters the game for F. Kaminsky
0:21.0,,,105-111,,M. Kidd-Gilchrist enters the game for C. Zeller
0:21.0,B. Bogdanovic enters the game for T. Booker,,105-111,,
0:21.0,B. Lopez enters the game for R. Hollis-Jefferson,,105-111,,
0:15.0,R. Foye misses 2-pt shot from 1 ft,,105-112,,
0:13.0,,,105-112,,Defensive rebound by M. Williams
0:00.0,End of 4th quarter,,,,End of 4th quarter
