time,New York,pts.away,score,pts.home,Atlanta
6:57.0,,,78-74,,T. Sefolosha enters the game for T. Hardaway
6:57.0,,,78-74,,D. Schroder enters the game for K. Korver
6:43.0,,,78-76,2,D. Schroder makes 2-pt shot from 1 ft (assist by K. Bazemore)
6:28.0,Turnover by K. Porzingis (bad pass),,78-76,,
6:13.0,,,78-76,,D. Schroder misses 2-pt shot from 1 ft
6:11.0,Defensive rebound by D. Rose,,78-76,,
6:03.0,D. Rose misses 2-pt shot from 8 ft,,78-76,,
6:01.0,Offensive rebound by J. Noah,,78-76,,
6:01.0,J. Noah misses 2-pt shot at rim,,78-76,,
6:01.0,,,78-76,,Defensive rebound by Team
6:01.0,Loose ball foul by D. Rose (drawn by D. Schroder),,78-76,,
5:43.0,,,78-78,2,K. Bazemore makes 2-pt shot from 16 ft (assist by P. Millsap)
5:18.0,D. Rose misses 2-pt shot from 9 ft,,78-78,,
5:15.0,,,78-78,,Defensive rebound by D. Howard
5:00.0,,,78-78,,K. Bazemore misses 2-pt shot from 18 ft
4:56.0,,,78-78,,Offensive rebound by D. Howard
4:41.0,,,78-80,2,P. Millsap makes 2-pt shot from 15 ft
4:25.0,K. Porzingis makes 3-pt shot from 24 ft (assist by D. Rose),3,81-80,,
3:57.0,,,81-80,,P. Millsap misses 2-pt shot from 2 ft
3:54.0,Defensive rebound by J. Noah,,81-80,,
3:40.0,D. Rose misses 2-pt shot from 5 ft (block by P. Millsap),,81-80,,
3:37.0,,,81-80,,Defensive rebound by T. Sefolosha
3:36.0,,,81-80,,Shooting foul by K. Porzingis (drawn by D. Schroder)
3:36.0,,,81-80,,D. Schroder misses free throw 1 of 2
3:36.0,,,81-80,,Offensive rebound by Team
3:36.0,,,81-81,1,D. Schroder makes free throw 2 of 2
3:11.0,Turnover by Team (shot clock),,81-81,,
3:01.0,,,81-81,,K. Bazemore misses 2-pt shot from 10 ft
3:00.0,Defensive rebound by K. Porzingis,,81-81,,
3:00.0,,,81-81,,Personal foul by K. Bazemore (drawn by K. Porzingis)
2:50.0,D. Rose misses 2-pt shot from 9 ft,,81-81,,
2:46.0,Offensive rebound by J. Holiday,,81-81,,
2:36.0,J. Holiday makes 2-pt shot from 18 ft,2,83-81,,
2:16.0,Personal foul by J. Noah (drawn by D. Howard),,83-81,,
2:16.0,Official timeout,,83-81,,
2:16.0,,,83-82,1,D. Howard makes free throw 1 of 2
2:16.0,,,83-83,1,D. Howard makes free throw 2 of 2
1:57.0,K. Porzingis misses 2-pt shot from 17 ft,,83-83,,
1:56.0,,,83-83,,Defensive rebound by T. Sefolosha
1:39.0,,,83-85,2,D. Schroder makes 2-pt shot from 19 ft
1:26.0,K. Porzingis makes 2-pt shot from 10 ft (assist by D. Rose),2,85-85,,
1:06.0,,,85-85,,K. Bazemore misses 3-pt shot from 23 ft
1:04.0,Defensive rebound by J. Holiday,,85-85,,
0:49.0,D. Rose misses 2-pt shot from 16 ft,,85-85,,
0:46.0,,,85-85,,Defensive rebound by T. Sefolosha
0:42.0,,,85-85,,Atlanta full timeout
0:42.0,,,85-85,,K. Korver enters the game for T. Sefolosha
0:31.0,,,85-85,,D. Schroder misses 3-pt shot from 24 ft
0:27.0,Defensive rebound by J. Holiday,,85-85,,
0:09.0,D. Rose misses 2-pt shot from 13 ft,,85-85,,
0:08.0,,,85-85,,Defensive rebound by Team
0:08.0,,,85-85,,Atlanta full timeout
0:08.0,,,85-85,,T. Hardaway enters the game for K. Bazemore
0:02.0,,,85-85,,D. Schroder misses 2-pt shot from 4 ft
0:01.0,Defensive rebound by K. Porzingis,,85-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,,,85-85,,Shooting foul by B. Jennings (drawn by P. Millsap)
4:45.0,,,85-85,,P. Millsap misses free throw 1 of 2
4:45.0,,,85-85,,Offensive rebound by Team
4:45.0,,,85-86,1,P. Millsap makes free throw 2 of 2
4:22.0,K. Porzingis makes 3-pt shot from 25 ft (assist by J. Holiday),3,88-86,,
3:54.0,,,88-89,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by D. Schroder)
3:44.0,,,88-89,,Personal foul by D. Schroder (drawn by D. Rose)
3:44.0,,,88-89,,K. Korver enters the game for T. Sefolosha
3:33.0,K. Porzingis misses 3-pt shot from 23 ft,,88-89,,
3:31.0,,,88-89,,Defensive rebound by K. Korver
3:14.0,,,88-89,,D. Schroder misses 2-pt shot from 12 ft
3:14.0,Defensive rebound by Team,,88-89,,
3:01.0,Offensive foul by K. Porzingis,,88-89,,
3:01.0,Turnover by K. Porzingis (offensive foul),,88-89,,
2:51.0,,,88-92,3,K. Korver makes 3-pt shot from 25 ft (assist by P. Millsap)
2:41.0,Shooting foul by D. Howard (drawn by D. Rose),,88-92,,
2:41.0,D. Rose misses free throw 1 of 2,,88-92,,
2:41.0,Offensive rebound by Team,,88-92,,
2:41.0,D. Rose makes free throw 2 of 2,1,89-92,,
2:23.0,,,89-94,2,D. Howard makes 2-pt shot at rim (assist by P. Millsap)
2:22.0,Technical foul by Team,,89-94,,
2:22.0,,,89-95,1,K. Korver makes technical free throw
2:22.0,,,89-95,,T. Sefolosha enters the game for K. Korver
2:11.0,D. Rose makes 2-pt shot from 11 ft,2,91-95,,
1:55.0,,,91-97,2,D. Schroder makes 2-pt shot from 2 ft
1:46.0,,,91-97,,Personal foul by D. Schroder (drawn by D. Rose)
1:35.0,J. Noah makes 2-pt shot from 2 ft (assist by B. Jennings),2,93-97,,
1:16.0,,,93-97,,P. Millsap misses 2-pt shot from 6 ft (block by K. Porzingis)
1:14.0,Defensive rebound by B. Jennings,,93-97,,
1:10.0,B. Jennings misses 3-pt shot from 24 ft,,93-97,,
1:10.0,Offensive rebound by K. Porzingis,,93-97,,
1:10.0,K. Porzingis makes 2-pt shot at rim,2,95-97,,
1:10.0,,,95-97,,Atlanta full timeout
1:10.0,,,95-97,,K. Korver enters the game for T. Sefolosha
0:54.0,,,95-97,,Shooting foul by K. Porzingis (drawn by D. Howard)
0:54.0,,,95-98,1,D. Howard makes free throw 1 of 2
0:54.0,,,95-98,,D. Howard misses free throw 2 of 2
0:54.0,,,95-98,,T. Sefolosha enters the game for K. Korver
0:53.0,Defensive rebound by K. Porzingis,,95-98,,
0:39.0,D. Rose misses 2-pt shot from 1 ft,,95-98,,
0:39.0,Offensive rebound by Team,,95-98,,
0:39.0,,,95-98,,Loose ball foul by P. Millsap (drawn by J. Noah)
0:39.0,J. Noah makes free throw 1 of 2,1,96-98,,
0:39.0,J. Noah makes free throw 2 of 2,1,97-98,,
0:39.0,,,96-98,,K. Korver enters the game for T. Sefolosha
0:16.0,,,97-98,,P. Millsap misses 3-pt shot from 25 ft
0:15.0,,,97-98,,Offensive rebound by Team
0:15.0,,,97-98,,Turnover by Team (shot clock)
0:15.0,New York full timeout,,97-98,,
0:15.0,,,97-98,,T. Sefolosha enters the game for K. Korver
0:15.0,S. Vujacic enters the game for J. Noah,,97-98,,
0:15.0,,,97-98,,T. Hardaway enters the game for D. Howard
0:09.0,Turnover by D. Rose (lost ball; steal by T. Sefolosha),,97-98,,
0:06.0,Personal take foul by B. Jennings (drawn by D. Schroder),,97-98,,
0:06.0,,,97-99,1,D. Schroder makes free throw 1 of 2
0:06.0,,,97-100,1,D. Schroder makes free throw 2 of 2
0:06.0,New York full timeout,,97-100,,
0:06.0,K. O'Quinn enters the game for S. Vujacic,,97-99,,
0:06.0,J. Noah enters the game for B. Jennings,,97-99,,
0:06.0,,,97-99,,D. Howard enters the game for T. Hardaway
0:06.0,,,97-100,,T. Hardaway enters the game for D. Howard
0:06.0,S. Vujacic enters the game for K. O'Quinn,,97-100,,
0:04.0,Shooting foul by T. Sefolosha (drawn by K. Porzingis),,97-100,,
0:04.0,K. Porzingis misses free throw 1 of 3,,97-100,,
0:04.0,Offensive rebound by Team,,97-100,,
0:04.0,K. Porzingis makes free throw 2 of 3,1,98-100,,
0:04.0,K. Porzingis misses free throw 3 of 3,,98-100,,
0:04.0,,,98-100,,Defensive rebound by Team
0:04.0,,,98-100,,Atlanta full timeout
0:04.0,,,98-100,,D. Howard enters the game for K. Bazemore
0:04.0,,,98-100,,K. Humphries enters the game for T. Hardaway
0:04.0,K. O'Quinn enters the game for S. Vujacic,,98-100,,
0:04.0,S. Vujacic enters the game for J. Noah,,98-100,,
0:04.0,L. Thomas enters the game for K. O'Quinn,,98-100,,
0:04.0,,,98-100,,T. Hardaway enters the game for T. Sefolosha
0:04.0,,,98-100,,K. Korver enters the game for D. Howard
0:04.0,,,98-100,,K. Bazemore enters the game for K. Humphries
0:03.0,Personal take foul by L. Thomas (drawn by P. Millsap),,98-100,,
0:03.0,,,98-101,1,P. Millsap makes free throw 1 of 2
0:03.0,,,98-102,1,P. Millsap makes free throw 2 of 2
0:03.0,New York full timeout,,98-102,,
0:03.0,,,98-101,,T. Sefolosha enters the game for K. Korver
0:03.0,J. Noah enters the game for S. Vujacic,,98-101,,
0:03.0,K. O'Quinn enters the game for J. Holiday,,98-101,,
0:03.0,S. Vujacic enters the game for J. Noah,,98-102,,
0:03.0,B. Jennings enters the game for K. O'Quinn,,98-102,,
0:03.0,J. Holiday enters the game for L. Thomas,,98-102,,
0:01.0,Turnover by J. Holiday (bad pass; steal by D. Schroder),,98-102,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
