time,Orlando,pts.away,score,pts.home,Toronto
5:06.0,,,98-112,,D. DeRozan misses 2-pt shot from 18 ft
5:05.0,Defensive rebound by T. Ross,,98-112,,
4:58.0,T. Ross misses 2-pt shot from 5 ft,,98-112,,
4:58.0,Offensive rebound by N. Vucevic,,98-112,,
4:58.0,,,98-112,,Personal foul by C. Joseph (drawn by N. Vucevic)
4:58.0,,,98-112,,Toronto full timeout
4:58.0,N. Vucevic makes free throw 1 of 2,1,99-112,,
4:58.0,N. Vucevic makes free throw 2 of 2,1,100-112,,
4:58.0,,,98-112,,P. Tucker enters the game for N. Powell
4:44.0,,,100-112,,Shooting foul by A. Gordon (drawn by D. DeRozan)
4:44.0,,,100-112,,D. DeRozan misses free throw 1 of 2
4:44.0,,,100-112,,Offensive rebound by Team
4:44.0,,,100-112,,D. DeRozan misses free throw 2 of 2
4:42.0,Defensive rebound by N. Vucevic,,100-112,,
4:25.0,A. Gordon misses 3-pt shot from 23 ft,,100-112,,
4:25.0,,,100-112,,Defensive rebound by C. Joseph
4:12.0,,,100-114,2,S. Ibaka makes 2-pt shot from 15 ft (assist by C. Joseph)
3:58.0,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton),2,102-114,,
3:45.0,,,102-117,3,C. Joseph makes 3-pt shot from 27 ft (assist by D. DeRozan)
3:44.0,Orlando full timeout,,102-117,,
3:29.0,E. Fournier misses 2-pt shot from 4 ft,,102-117,,
3:29.0,,,102-117,,Defensive rebound by J. Valanciunas
3:21.0,,,102-117,,D. DeRozan misses 2-pt shot from 6 ft
3:20.0,,,102-117,,Offensive rebound by Team
3:11.0,,,102-119,2,C. Joseph makes 2-pt shot from 4 ft
3:09.0,,,102-119,,Personal block foul by C. Joseph (drawn by E. Payton)
3:09.0,E. Payton makes free throw 1 of 2,1,103-119,,
3:09.0,E. Payton makes free throw 2 of 2,1,104-119,,
2:53.0,,,104-121,2,D. DeRozan makes 2-pt shot from 19 ft
2:43.0,E. Payton makes 2-pt shot from 2 ft,2,106-121,,
2:43.0,Shooting foul by S. Ibaka (drawn by E. Payton),,106-121,,
2:43.0,E. Payton makes free throw 1 of 1,1,107-121,,
2:29.0,Personal foul by E. Fournier (drawn by J. Valanciunas),,107-121,,
2:29.0,,,107-122,1,J. Valanciunas makes free throw 1 of 2
2:29.0,,,107-123,1,J. Valanciunas makes free throw 2 of 2
2:29.0,Orlando full timeout,,107-123,,
2:11.0,E. Payton misses 3-pt shot from 26 ft,,107-123,,
2:11.0,,,107-123,,Defensive rebound by C. Joseph
1:53.0,,,107-125,2,J. Valanciunas makes 2-pt shot from 6 ft
1:53.0,Orlando full timeout,,107-125,,
1:53.0,,,107-125,,F. VanVleet enters the game for P. Tucker
1:53.0,,,107-125,,N. Powell enters the game for S. Ibaka
1:53.0,,,107-125,,P. Siakam enters the game for J. Valanciunas
1:53.0,,,107-125,,J. Poeltl enters the game for D. DeRozan
1:53.0,,,107-125,,L. Nogueira enters the game for C. Joseph
1:53.0,D. Rudez enters the game for A. Gordon,,107-125,,
1:53.0,S. Zimmerman enters the game for N. Vucevic,,107-125,,
1:53.0,C. Wilcox enters the game for E. Fournier,,107-125,,
1:53.0,M. Hezonja enters the game for E. Payton,,107-125,,
1:48.0,T. Ross misses 3-pt shot from 27 ft,,107-125,,
1:48.0,,,107-125,,Defensive rebound by P. Siakam
1:45.0,Personal foul by C. Wilcox,,107-125,,
1:45.0,,,107-126,1,F. VanVleet makes free throw 1 of 2
1:45.0,,,107-126,,F. VanVleet misses free throw 2 of 2
1:45.0,C. Watson enters the game for T. Ross,,107-126,,
1:44.0,Defensive rebound by D. Rudez,,107-126,,
1:25.0,M. Hezonja misses 2-pt shot from 4 ft (block by P. Siakam),,107-126,,
1:25.0,Offensive rebound by Team,,107-126,,
1:21.0,Turnover by Team (shot clock),,107-126,,
1:05.0,,,107-126,,N. Powell misses 3-pt shot from 24 ft
1:05.0,,,107-126,,Offensive rebound by P. Siakam
1:01.0,,,107-126,,P. Siakam misses 2-pt shot from 1 ft
1:00.0,,,107-126,,Offensive rebound by J. Poeltl
1:00.0,,,107-128,2,J. Poeltl makes 2-pt shot from 2 ft
0:56.0,C. Wilcox makes 3-pt shot from 25 ft (assist by C. Watson),3,110-128,,
0:41.0,,,110-128,,P. Siakam misses 2-pt shot from 3 ft
0:41.0,,,110-128,,Offensive rebound by J. Poeltl
0:41.0,,,110-130,2,J. Poeltl makes 2-pt shot from 1 ft
0:27.0,M. Hezonja misses 3-pt shot from 26 ft,,110-130,,
0:26.0,,,110-130,,Defensive rebound by F. VanVleet
0:14.0,,,110-130,,Shooting foul by C. Wilcox (drawn by J. Poeltl)
0:14.0,,,110-130,,J. Poeltl misses free throw 1 of 2
0:14.0,,,110-130,,Offensive rebound by Team
0:14.0,,,110-131,1,J. Poeltl makes free throw 2 of 2
0:08.0,C. Watson makes 2-pt shot from 2 ft,2,112-131,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
