time,LA Lakers,pts.away,score,pts.home,Sacramento
0:35.0,L. Williams misses 2-pt shot from 5 ft,,97-91,,
0:34.0,Offensive rebound by J. Randle,,97-91,,
0:33.0,J. Randle misses 2-pt shot from 5 ft (block by M. Barnes),,97-91,,
0:33.0,Offensive rebound by Team,,97-91,,
0:31.0,Turnover by L. Williams (bad pass; steal by D. Cousins),,97-91,,
0:23.0,,,97-91,,D. Cousins misses 3-pt shot from 25 ft
0:21.0,,,97-91,,Offensive rebound by M. Barnes
0:21.0,,,97-91,,M. Barnes misses 2-pt shot from 3 ft
0:20.0,,,97-91,,Offensive rebound by M. Barnes
0:16.0,,,97-91,,A. Afflalo misses 3-pt shot from 26 ft
0:16.0,Defensive rebound by J. Randle,,97-91,,
0:16.0,,,97-91,,Personal foul by M. Barnes (drawn by J. Randle)
0:16.0,J. Randle makes free throw 1 of 2,1,98-91,,
0:16.0,J. Randle makes free throw 2 of 2,1,99-91,,
0:16.0,,,99-91,,Sacramento full timeout
0:16.0,L. Nance enters the game for T. Mozgov,,99-91,,
0:12.0,,,99-91,,D. Cousins misses 2-pt shot from 3 ft
0:11.0,Defensive rebound by L. Nance,,99-91,,
0:08.0,,,99-91,,Personal foul by T. Lawson
0:08.0,L. Williams makes free throw 1 of 2,1,100-91,,
0:08.0,L. Williams makes free throw 2 of 2,1,101-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
