time,New York,pts.away,score,pts.home,Orlando
2:28.0,,,92-81,,Defensive rebound by N. Vucevic
2:24.0,,,92-83,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
2:10.0,,,92-83,,Personal foul by A. Gordon (drawn by C. Anthony)
2:10.0,Official timeout,,92-83,,
2:10.0,C. Anthony makes free throw 1 of 2,1,93-83,,
2:10.0,C. Anthony makes free throw 2 of 2,1,94-83,,
2:10.0,,,92-83,,D. Augustin enters the game for A. Gordon
2:10.0,,,92-83,,J. Green enters the game for E. Payton
2:10.0,K. Porzingis enters the game for K. O'Quinn,,92-83,,
1:51.0,,,94-83,,Turnover by E. Fournier (bad pass; steal by L. Thomas)
1:30.0,Shooting foul by D. Augustin (drawn by L. Thomas),,94-83,,
1:30.0,L. Thomas makes free throw 1 of 2,1,95-83,,
1:30.0,L. Thomas makes free throw 2 of 2,1,96-83,,
1:30.0,,,96-83,,Orlando full timeout
1:30.0,,,96-83,,B. Biyombo enters the game for N. Vucevic
1:30.0,C. Randle enters the game for D. Rose,,96-83,,
1:10.0,,,96-83,,E. Fournier misses 3-pt shot from 26 ft
1:06.0,Defensive rebound by C. Anthony,,96-83,,
0:47.0,C. Anthony misses 3-pt shot from 27 ft,,96-83,,
0:46.0,,,96-83,,Defensive rebound by T. Ross
0:37.0,,,96-83,,Shooting foul by K. Porzingis (drawn by B. Biyombo)
0:37.0,,,96-83,,B. Biyombo misses free throw 1 of 2
0:37.0,,,96-83,,Offensive rebound by Team
0:37.0,,,96-84,1,B. Biyombo makes free throw 2 of 2
0:37.0,M. Plumlee enters the game for C. Anthony,,96-83,,
0:37.0,M. Kuzminskas enters the game for K. Porzingis,,96-83,,
0:26.0,,,96-84,,Personal foul by J. Green (drawn by L. Thomas)
0:26.0,L. Thomas misses free throw 1 of 2,,96-84,,
0:26.0,Offensive rebound by Team,,96-84,,
0:26.0,L. Thomas makes free throw 2 of 2,1,97-84,,
0:19.0,,,97-84,,Shooting foul by C. Randle (drawn by E. Fournier)
0:19.0,,,97-86,2,E. Fournier makes 2-pt shot from 2 ft
0:19.0,,,97-87,1,E. Fournier makes free throw 1 of 1
0:15.0,Shooting foul by E. Fournier (drawn by M. Kuzminskas),,97-87,,
0:15.0,M. Kuzminskas makes free throw 1 of 2,1,98-87,,
0:15.0,M. Kuzminskas makes free throw 2 of 2,1,99-87,,
0:11.0,,,99-90,3,J. Green makes 3-pt shot from 25 ft
0:04.0,,,99-90,,Personal foul by J. Green (drawn by M. Plumlee)
0:04.0,M. Plumlee makes free throw 1 of 2,1,100-90,,
0:04.0,M. Plumlee makes free throw 2 of 2,1,101-90,,
0:00.0,,,101-90,,T. Ross misses 3-pt shot from 42 ft
0:00.0,,,101-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
