time,Portland,pts.away,score,pts.home,San Antonio
0:54.0,,,104-101,2,L. Aldridge makes 2-pt shot at rim (assist by M. Ginobili)
0:54.0,,,104-101,,Shooting foul by A. Crabbe (drawn by L. Aldridge)
0:54.0,,,104-102,1,L. Aldridge makes free throw 1 of 1
0:53.0,Turnover by J. Nurkic (bad pass),,104-102,,
0:45.0,,,104-102,,K. Leonard misses 2-pt shot from 5 ft
0:43.0,Defensive rebound by A. Aminu,,104-102,,
0:41.0,Portland full timeout,,104-102,,
0:25.0,D. Lillard misses 2-pt shot from 7 ft,,104-102,,
0:22.0,Defensive rebound by J. Nurkic,,104-102,,
0:19.0,Portland full timeout,,104-102,,
0:19.0,,,104-102,,J. Simmons enters the game for L. Aldridge
0:15.0,,,104-102,,Personal take foul by D. Green
0:15.0,C. McCollum makes free throw 1 of 2,1,105-102,,
0:15.0,C. McCollum makes free throw 2 of 2,1,106-102,,
0:15.0,,,106-102,,San Antonio full timeout
0:15.0,,,105-102,,L. Aldridge enters the game for J. Simmons
0:15.0,,,105-102,,P. Gasol enters the game for M. Ginobili
0:15.0,,,106-102,,M. Ginobili enters the game for D. Green
0:09.0,,,106-105,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
0:05.0,,,106-105,,Personal take foul by K. Leonard (drawn by D. Lillard)
0:05.0,D. Lillard makes free throw 1 of 2,1,107-105,,
0:05.0,D. Lillard makes free throw 2 of 2,1,108-105,,
0:05.0,,,108-105,,San Antonio full timeout
0:05.0,,,108-105,,San Antonio full timeout
0:03.0,Personal foul by J. Nurkic (drawn by M. Ginobili),,108-105,,
0:03.0,,,108-105,,M. Ginobili misses free throw 1 of 2
0:03.0,,,108-105,,Offensive rebound by Team
0:03.0,,,108-106,1,M. Ginobili makes free throw 2 of 2
0:03.0,M. Harkless enters the game for C. McCollum,,108-105,,
0:02.0,,,108-106,,Personal take foul by K. Leonard (drawn by D. Lillard)
0:02.0,D. Lillard makes free throw 1 of 2,1,109-106,,
0:02.0,D. Lillard makes free throw 2 of 2,1,110-106,,
0:00.0,,,110-106,,L. Aldridge misses 3-pt shot from 26 ft
0:00.0,,,110-106,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
