time,Charlotte,pts.away,score,pts.home,Orlando
1:36.0,Offensive rebound by C. Zeller,,104-97,,
1:36.0,C. Zeller makes 2-pt shot from 2 ft,2,106-97,,
1:24.0,,,106-97,,Turnover by N. Vucevic (bad pass; steal by N. Batum)
1:10.0,K. Walker misses 3-pt shot from 26 ft,,106-97,,
1:08.0,,,106-97,,Defensive rebound by N. Vucevic
0:59.0,,,106-99,2,A. Gordon makes 2-pt shot at rim (assist by N. Vucevic)
0:39.0,N. Batum misses 2-pt shot from 13 ft,,106-99,,
0:38.0,,,106-99,,Defensive rebound by T. Ross
0:33.0,,,106-102,3,E. Fournier makes 3-pt shot from 24 ft (assist by T. Ross)
0:25.0,,,106-102,,Personal take foul by N. Vucevic (drawn by F. Kaminsky)
0:25.0,Charlotte full timeout,,106-102,,
0:25.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,106-102,,
0:19.0,,,106-102,,Personal take foul by E. Payton (drawn by K. Walker)
0:19.0,K. Walker misses free throw 1 of 2,,106-102,,
0:19.0,Offensive rebound by Team,,106-102,,
0:19.0,K. Walker makes free throw 2 of 2,1,107-102,,
0:19.0,,,107-102,,Orlando full timeout
0:19.0,M. Williams enters the game for F. Kaminsky,,106-102,,
0:19.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,106-102,,
0:19.0,,,107-102,,D. Augustin enters the game for A. Gordon
0:19.0,,,107-102,,J. Meeks enters the game for E. Payton
0:17.0,Personal foul by C. Zeller (drawn by E. Fournier),,107-102,,
0:14.0,,,107-102,,E. Fournier misses 3-pt shot from 24 ft
0:12.0,Defensive rebound by K. Walker,,107-102,,
0:11.0,,,107-102,,Personal take foul by D. Augustin (drawn by K. Walker)
0:11.0,K. Walker makes free throw 1 of 2,1,108-102,,
0:11.0,K. Walker makes free throw 2 of 2,1,109-102,,
0:11.0,,,109-102,,Orlando full timeout
0:11.0,,,109-102,,Turnover by T. Ross (bad pass; steal by N. Batum)
0:00.0,End of 4th quarter,,,,End of 4th quarter
