time,Boston,pts.away,score,pts.home,Toronto
4:22.0,K. Olynyk enters the game for G. Green,,102-99,,
4:06.0,A. Horford misses 2-pt shot from 17 ft,,102-99,,
4:06.0,Offensive rebound by Team,,102-99,,
4:06.0,,,102-99,,Loose ball foul by D. Carroll (drawn by K. Olynyk)
3:59.0,I. Thomas misses 2-pt shot from 6 ft (block by D. Carroll),,102-99,,
3:58.0,,,102-99,,Defensive rebound by J. Valanciunas
3:48.0,,,102-101,2,D. DeRozan makes 2-pt shot from 12 ft
3:31.0,I. Thomas misses 3-pt shot from 27 ft,,102-101,,
3:31.0,,,102-101,,Defensive rebound by K. Lowry
3:22.0,,,102-101,,D. Carroll misses 2-pt shot from 5 ft
3:21.0,Defensive rebound by M. Smart,,102-101,,
3:06.0,,,102-101,,Personal foul by C. Joseph (drawn by I. Thomas)
3:01.0,Turnover by A. Horford (traveling),,102-101,,
2:41.0,,,102-104,3,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph)
2:41.0,,,102-104,,Shooting foul by M. Smart (drawn by K. Lowry)
2:41.0,,,102-104,,K. Lowry misses free throw 1 of 1
2:40.0,Defensive rebound by J. Crowder,,102-104,,
2:23.0,I. Thomas makes 2-pt shot from 2 ft,2,104-104,,
2:03.0,,,104-104,,D. DeRozan misses 2-pt shot from 13 ft
2:02.0,,,104-104,,Offensive rebound by J. Valanciunas
2:02.0,,,104-104,,J. Valanciunas misses 2-pt shot from 2 ft
2:02.0,,,104-104,,Offensive rebound by Team
2:02.0,Loose ball foul by K. Olynyk (drawn by J. Valanciunas),,104-104,,
2:02.0,,,104-105,1,J. Valanciunas makes free throw 1 of 2
2:02.0,,,104-106,1,J. Valanciunas makes free throw 2 of 2
1:50.0,I. Thomas misses 2-pt shot from 18 ft,,104-106,,
1:50.0,,,104-106,,Defensive rebound by D. DeRozan
1:30.0,,,104-108,2,D. DeRozan makes 2-pt shot from 16 ft
1:30.0,Boston full timeout,,104-108,,
1:30.0,G. Green enters the game for K. Olynyk,,104-108,,
1:21.0,I. Thomas misses 2-pt shot from 1 ft (block by J. Valanciunas),,104-108,,
1:21.0,,,104-108,,Defensive rebound by D. DeRozan
1:04.0,,,104-110,2,D. DeRozan makes 2-pt shot from 13 ft
0:58.0,G. Green misses 2-pt shot from 13 ft (block by J. Valanciunas),,104-110,,
0:57.0,,,104-110,,Defensive rebound by J. Valanciunas
0:34.0,,,104-110,,K. Lowry misses 2-pt shot from 2 ft
0:34.0,,,104-110,,Offensive rebound by J. Valanciunas
0:34.0,,,104-112,2,J. Valanciunas makes 2-pt shot from 2 ft
0:34.0,Boston full timeout,,104-112,,
0:33.0,Turnover by M. Smart (bad pass; steal by K. Lowry),,104-112,,
0:29.0,,,104-112,,Turnover by K. Lowry (bad pass)
0:16.0,Shooting foul by J. Valanciunas (drawn by I. Thomas),,104-112,,
0:16.0,I. Thomas makes free throw 1 of 2,1,105-112,,
0:16.0,I. Thomas makes free throw 2 of 2,1,106-112,,
0:16.0,,,106-112,,Toronto full timeout
0:13.0,Personal take foul by M. Smart (drawn by C. Joseph),,106-112,,
0:13.0,,,106-113,1,C. Joseph makes free throw 1 of 2
0:13.0,,,106-114,1,C. Joseph makes free throw 2 of 2
0:07.0,I. Thomas misses 3-pt shot from 25 ft (block by K. Lowry),,106-114,,
0:06.0,Offensive rebound by Team,,106-114,,
0:03.0,G. Green misses 3-pt shot from 29 ft,,106-114,,
0:02.0,,,106-114,,Defensive rebound by D. Carroll
0:00.0,End of 4th quarter,,,,End of 4th quarter
