time,Portland,pts.away,score,pts.home,Dallas
2:25.0,,,97-91,,J. Barea misses 2-pt shot from 2 ft
2:23.0,Defensive rebound by A. Aminu,,97-91,,
2:17.0,Turnover by D. Lillard (offensive foul),,97-91,,
2:17.0,Offensive charge foul by D. Lillard,,97-91,,
2:17.0,,,97-91,,S. Mejri enters the game for D. Powell
2:17.0,M. Harkless enters the game for A. Aminu,,97-91,,
2:02.0,,,97-91,,Turnover by D. Williams (bad pass; steal by M. Plumlee)
1:58.0,M. Plumlee makes 2-pt shot at rim (assist by A. Crabbe),2,99-91,,
1:58.0,,,99-91,,Dallas full timeout
1:58.0,,,99-91,,S. Curry enters the game for J. Barea
1:50.0,,,99-91,,Turnover by D. Williams (bad pass; steal by M. Harkless)
1:36.0,Shooting foul by H. Barnes (drawn by D. Lillard),,99-91,,
1:36.0,D. Lillard makes free throw 1 of 2,1,100-91,,
1:36.0,D. Lillard makes free throw 2 of 2,1,101-91,,
1:36.0,,,100-91,,J. Barea enters the game for D. Williams
1:22.0,,,101-93,2,S. Mejri makes 2-pt shot from 8 ft
1:09.0,M. Harkless makes 2-pt shot from 1 ft (assist by M. Plumlee),2,103-93,,
1:02.0,,,103-93,,J. Barea misses 3-pt shot from 24 ft (block by A. Crabbe)
1:00.0,Defensive rebound by C. McCollum,,103-93,,
0:47.0,D. Lillard misses 3-pt shot from 28 ft,,103-93,,
0:45.0,,,103-93,,Defensive rebound by S. Mejri
0:34.0,,,103-93,,Shooting foul by D. Lillard (drawn by W. Matthews)
0:34.0,,,103-93,,W. Matthews misses free throw 1 of 3
0:34.0,,,103-93,,Offensive rebound by Team
0:34.0,,,103-94,1,W. Matthews makes free throw 2 of 3
0:34.0,,,103-95,1,W. Matthews makes free throw 3 of 3
0:34.0,,,103-94,,Q. Acy enters the game for H. Barnes
0:34.0,,,103-94,,D. Finney-Smith enters the game for J. Barea
0:34.0,,,103-94,,N. Brussino enters the game for S. Curry
0:34.0,,,103-94,,A. Hammons enters the game for S. Mejri
0:34.0,S. Napier enters the game for M. Harkless,,103-94,,
0:34.0,E. Turner enters the game for M. Plumlee,,103-94,,
0:19.0,,,103-95,,Personal foul by Q. Acy (drawn by D. Lillard)
0:19.0,D. Lillard makes free throw 1 of 2,1,104-95,,
0:19.0,D. Lillard makes free throw 2 of 2,1,105-95,,
0:19.0,,,104-95,,S. Curry enters the game for W. Matthews
0:00.0,End of 4th quarter,,,,End of 4th quarter
