time,San Antonio,pts.away,score,pts.home,Minnesota
0:54.0,,,94-93,,Minnesota full timeout
0:54.0,D. Green enters the game for M. Ginobili,,94-93,,
0:54.0,P. Mills enters the game for T. Parker,,94-93,,
0:46.0,,,94-93,,Minnesota full timeout
0:38.0,,,94-93,,A. Wiggins misses 2-pt shot from 17 ft
0:37.0,Defensive rebound by P. Gasol,,94-93,,
0:36.0,,,94-93,,Personal foul by K. Dunn (drawn by P. Gasol)
0:36.0,P. Gasol makes free throw 1 of 2,1,95-93,,
0:36.0,P. Gasol makes free throw 2 of 2,1,96-93,,
0:36.0,,,96-93,,Minnesota full timeout
0:36.0,D. Dedmon enters the game for P. Gasol,,96-93,,
0:36.0,M. Ginobili enters the game for P. Mills,,96-93,,
0:28.0,,,96-93,,Turnover by R. Rubio (bad pass; steal by K. Leonard)
0:20.0,,,96-93,,Personal take foul by K. Towns (drawn by K. Leonard)
0:20.0,K. Leonard makes free throw 1 of 2,1,97-93,,
0:20.0,K. Leonard makes free throw 2 of 2,1,98-93,,
0:13.0,,,98-93,,Offensive foul by G. Dieng
0:13.0,,,98-93,,Turnover by G. Dieng (offensive foul)
0:13.0,,,98-93,,O. Casspi enters the game for G. Dieng
0:13.0,San Antonio full timeout,,98-93,,
0:13.0,P. Mills enters the game for D. Dedmon,,98-93,,
0:13.0,P. Gasol enters the game for D. Green,,98-93,,
0:09.0,San Antonio full timeout,,98-93,,
0:09.0,,,98-93,,C. Aldrich enters the game for O. Casspi
0:08.0,,,98-93,,Personal take foul by R. Rubio (drawn by M. Ginobili)
0:08.0,M. Ginobili makes free throw 1 of 2,1,99-93,,
0:08.0,M. Ginobili makes free throw 2 of 2,1,100-93,,
0:08.0,J. Simmons enters the game for P. Gasol,,99-93,,
0:04.0,,,100-93,,A. Wiggins misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by J. Simmons,,100-93,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
