time,New Orleans,pts.away,score,pts.home,Houston
5:40.0,Defensive rebound by T. Frazier,,93-107,,
5:35.0,B. Hield misses 3-pt shot from 25 ft,,93-107,,
5:34.0,,,93-107,,Defensive rebound by S. Dekker
5:34.0,,,93-107,,Houston full timeout
5:34.0,,,93-107,,R. Anderson enters the game for P. Beverley
5:34.0,,,93-107,,T. Ariza enters the game for S. Dekker
5:34.0,,,93-107,,J. Harden enters the game for C. Brewer
5:14.0,,,93-110,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
4:55.0,J. Holiday misses 2-pt shot from 16 ft,,93-110,,
4:54.0,,,93-110,,Defensive rebound by M. Harrell
4:44.0,,,93-110,,T. Ariza misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by A. Ajinca,,93-110,,
4:36.0,J. Holiday misses 3-pt shot from 25 ft,,93-110,,
4:35.0,,,93-110,,Defensive rebound by T. Ariza
4:24.0,,,93-110,,R. Anderson misses 3-pt shot from 24 ft
4:22.0,Defensive rebound by A. Ajinca,,93-110,,
4:09.0,A. Ajinca misses 2-pt shot from 21 ft,,93-110,,
4:08.0,,,93-110,,Defensive rebound by J. Harden
3:57.0,,,93-110,,R. Anderson misses 3-pt shot from 27 ft
3:55.0,Defensive rebound by J. Holiday,,93-110,,
3:44.0,Turnover by C. Diallo (lost ball; steal by E. Gordon),,93-110,,
3:36.0,,,93-110,,J. Harden misses 3-pt shot from 27 ft
3:34.0,Defensive rebound by C. Diallo,,93-110,,
3:24.0,J. Holiday makes 2-pt shot from 3 ft (assist by B. Hield),2,95-110,,
3:01.0,,,95-110,,J. Harden misses 2-pt shot from 6 ft (block by A. Ajinca)
3:00.0,Defensive rebound by J. Holiday,,95-110,,
2:55.0,B. Hield misses 2-pt shot from 2 ft (block by E. Gordon),,95-110,,
2:52.0,Offensive rebound by T. Frazier,,95-110,,
2:42.0,T. Frazier misses 3-pt shot from 27 ft,,95-110,,
2:41.0,,,95-110,,Defensive rebound by R. Anderson
2:30.0,,,95-110,,Shooting foul by A. Ajinca (drawn by J. Harden)
2:30.0,New Orleans full timeout,,95-110,,
2:30.0,,,95-111,1,J. Harden makes free throw 1 of 2
2:30.0,,,95-112,1,J. Harden makes free throw 2 of 2
2:30.0,,,95-110,,C. Brewer enters the game for T. Ariza
2:30.0,,,95-110,,S. Dekker enters the game for E. Gordon
2:30.0,T. Jones enters the game for A. Ajinca,,95-110,,
2:30.0,L. Galloway enters the game for J. Holiday,,95-110,,
2:24.0,T. Frazier makes 3-pt shot from 26 ft (assist by L. Galloway),3,98-112,,
2:04.0,,,98-114,2,R. Anderson makes 2-pt shot from 18 ft
1:42.0,B. Hield misses 2-pt shot from 11 ft,,98-114,,
1:40.0,,,98-114,,Defensive rebound by M. Harrell
1:34.0,,,98-117,3,J. Harden makes 3-pt shot from 29 ft
1:18.0,T. Jones misses 2-pt shot from 8 ft,,98-117,,
1:16.0,Offensive rebound by T. Frazier,,98-117,,
1:10.0,T. Frazier misses 2-pt shot from 6 ft,,98-117,,
1:08.0,,,98-117,,Defensive rebound by R. Anderson
1:07.0,Personal foul by T. Frazier (drawn by R. Anderson),,98-117,,
1:07.0,,,98-117,,P. Beverley enters the game for J. Harden
0:50.0,,,98-119,2,C. Brewer makes 2-pt shot from 3 ft
0:39.0,B. Hield misses 2-pt shot from 20 ft,,98-119,,
0:38.0,,,98-119,,Defensive rebound by S. Dekker
0:32.0,,,98-122,3,R. Anderson makes 3-pt shot from 25 ft (assist by P. Beverley)
0:27.0,,,98-122,,Personal foul by M. Harrell (drawn by T. Frazier)
0:20.0,T. Jones makes 2-pt shot from 6 ft,2,100-122,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
