time,Dallas,pts.away,score,pts.home,San Antonio
0:43.0,H. Barnes misses 2-pt shot from 1 ft,,91-92,,
0:42.0,,,91-92,,Defensive rebound by P. Mills
0:36.0,,,91-92,,D. Green misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by Team,,91-92,,
0:35.0,,,91-92,,D. Lee enters the game for P. Gasol
0:35.0,J. Gibson enters the game for D. Finney-Smith,,91-92,,
0:16.0,H. Barnes misses 2-pt shot from 17 ft,,91-92,,
0:15.0,,,91-92,,Defensive rebound by M. Ginobili
0:15.0,Personal take foul by S. Curry (drawn by M. Ginobili),,91-92,,
0:15.0,,,91-93,1,M. Ginobili makes free throw 1 of 2
0:15.0,,,91-94,1,M. Ginobili makes free throw 2 of 2
0:15.0,Dallas full timeout,,91-94,,
0:15.0,D. Powell enters the game for J. Gibson,,91-93,,
0:15.0,J. Gibson enters the game for D. Powell,,91-94,,
0:15.0,,,91-94,,K. Anderson enters the game for D. Lee
0:07.0,S. Curry misses 3-pt shot from 26 ft,,91-94,,
0:05.0,,,91-94,,Defensive rebound by D. Green
0:04.0,Personal take foul by J. Gibson (drawn by D. Green),,91-94,,
0:04.0,,,91-95,1,D. Green makes free throw 1 of 2
0:04.0,,,91-96,1,D. Green makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
