time,Boston,pts.away,score,pts.home,Toronto
0:36.0,,,94-99,,Defensive rebound by D. DeRozan
0:34.0,Personal foul by M. Smart (drawn by D. DeRozan),,94-99,,
0:34.0,,,94-100,1,D. DeRozan makes free throw 1 of 2
0:34.0,,,94-101,1,D. DeRozan makes free throw 2 of 2
0:30.0,M. Smart makes 2-pt shot from 10 ft,2,96-101,,
0:30.0,Shooting foul by D. Carroll (drawn by M. Smart),,96-101,,
0:30.0,M. Smart makes free throw 1 of 1,1,97-101,,
0:30.0,T. Rozier enters the game for A. Horford,,96-101,,
0:28.0,Personal take foul by I. Thomas (drawn by D. DeRozan),,97-101,,
0:28.0,,,97-102,1,D. DeRozan makes free throw 1 of 2
0:28.0,,,97-103,1,D. DeRozan makes free throw 2 of 2
0:28.0,A. Horford enters the game for T. Rozier,,97-102,,
0:23.0,M. Smart misses 3-pt shot from 29 ft,,97-103,,
0:22.0,Offensive rebound by J. Crowder,,97-103,,
0:20.0,J. Crowder misses 3-pt shot from 24 ft,,97-103,,
0:19.0,,,97-103,,Defensive rebound by Team
0:19.0,Loose ball foul by J. Brown (drawn by P. Tucker),,97-103,,
0:19.0,,,97-104,1,P. Tucker makes free throw 1 of 2
0:19.0,,,97-105,1,P. Tucker makes free throw 2 of 2
0:13.0,I. Thomas misses 3-pt shot from 25 ft,,97-105,,
0:13.0,,,97-105,,Defensive rebound by P. Tucker
0:11.0,Personal foul by I. Thomas (drawn by P. Tucker),,97-105,,
0:11.0,,,97-106,1,P. Tucker makes free throw 1 of 2
0:11.0,,,97-107,1,P. Tucker makes free throw 2 of 2
0:11.0,J. Mickey enters the game for J. Crowder,,97-106,,
0:11.0,J. Young enters the game for A. Horford,,97-106,,
0:11.0,D. Jackson enters the game for I. Thomas,,97-106,,
0:11.0,T. Rozier enters the game for M. Smart,,97-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
