time,Washington,pts.away,score,pts.home,Orlando
0:57.0,,,84-87,,N. Vucevic enters the game for B. Biyombo
0:44.0,,,84-87,,J. Green misses 3-pt shot from 24 ft
0:43.0,Defensive rebound by B. Beal,,84-87,,
0:32.0,M. Morris misses 3-pt shot from 26 ft,,84-87,,
0:31.0,Offensive rebound by M. Gortat,,84-87,,
0:29.0,M. Gortat misses 2-pt shot from 1 ft,,84-87,,
0:25.0,,,84-87,,Defensive rebound by A. Gordon
0:24.0,Personal foul by T. Satoransky (drawn by E. Payton),,84-87,,
0:24.0,,,84-87,,E. Payton misses free throw 1 of 2
0:24.0,,,84-87,,Offensive rebound by Team
0:24.0,,,84-88,1,E. Payton makes free throw 2 of 2
0:24.0,Washington full timeout,,84-88,,
0:24.0,,,84-88,,B. Biyombo enters the game for N. Vucevic
0:18.0,B. Beal misses 2-pt shot from 3 ft,,84-88,,
0:17.0,Offensive rebound by Team,,84-88,,
0:10.0,M. Gortat misses 2-pt shot from 16 ft,,84-88,,
0:09.0,Offensive rebound by M. Morris,,84-88,,
0:06.0,Shooting foul by E. Fournier (drawn by M. Morris),,84-88,,
0:06.0,M. Morris makes free throw 1 of 3,1,85-88,,
0:06.0,M. Morris misses free throw 2 of 3,,85-88,,
0:06.0,Offensive rebound by Team,,85-88,,
0:06.0,M. Morris makes free throw 3 of 3,1,86-88,,
0:06.0,,,86-88,,Orlando full timeout
0:06.0,,,86-88,,Orlando full timeout
0:06.0,,,84-88,,N. Vucevic enters the game for E. Fournier
0:06.0,,,84-88,,S. Ibaka enters the game for B. Biyombo
0:06.0,K. Oubre enters the game for M. Gortat,,86-88,,
0:06.0,,,86-88,,D. Augustin enters the game for A. Gordon
0:06.0,,,86-88,,M. Hezonja enters the game for S. Ibaka
0:01.0,Personal foul by M. Morris (drawn by N. Vucevic),,86-88,,
0:01.0,,,86-88,,N. Vucevic misses free throw 1 of 2
0:01.0,,,86-88,,Offensive rebound by Team
0:01.0,,,86-88,,N. Vucevic misses free throw 2 of 2
0:01.0,Defensive rebound by M. Morris,,86-88,,
0:01.0,Washington full timeout,,86-88,,
0:01.0,M. Gortat enters the game for K. Oubre,,86-88,,
0:01.0,,,86-88,,B. Biyombo enters the game for N. Vucevic
0:01.0,,,86-88,,A. Gordon enters the game for M. Hezonja
0:01.0,,,86-88,,S. Ibaka enters the game for D. Augustin
0:00.0,M. Morris misses 3-pt shot from 28 ft,,86-88,,
0:00.0,Offensive rebound by Team,,86-88,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
