time,LA Lakers,pts.away,score,pts.home,Minnesota
3:48.0,Defensive rebound by T. Robinson,,95-107,,
3:40.0,J. Clarkson makes 3-pt shot from 25 ft (assist by D. Russell),3,98-107,,
3:17.0,,,98-109,2,R. Rubio makes 2-pt shot from 2 ft
3:04.0,D. Russell makes 2-pt shot at rim,2,100-109,,
2:43.0,,,100-111,2,R. Rubio makes 2-pt shot from 21 ft
2:41.0,LA Lakers full timeout,,100-111,,
2:41.0,LA Lakers full timeout,,100-111,,
2:27.0,J. Clarkson misses 2-pt shot from 16 ft,,100-111,,
2:25.0,Offensive rebound by T. Robinson,,100-111,,
2:21.0,T. Robinson misses 2-pt shot from 3 ft,,100-111,,
2:20.0,Offensive rebound by J. Randle,,100-111,,
2:19.0,J. Randle makes 2-pt shot from 1 ft,2,102-111,,
1:56.0,,,102-113,2,A. Wiggins makes 2-pt shot from 23 ft (assist by K. Dunn)
1:45.0,Turnover by D. Russell (bad pass),,102-113,,
1:25.0,,,102-116,3,G. Dieng makes 3-pt shot from 23 ft (assist by A. Wiggins)
1:15.0,J. Clarkson misses 2-pt shot from 12 ft,,102-116,,
1:14.0,Offensive rebound by J. Randle,,102-116,,
1:14.0,J. Randle misses 2-pt shot from 3 ft,,102-116,,
1:13.0,,,102-116,,Defensive rebound by G. Dieng
1:04.0,Personal foul by J. Clarkson (drawn by R. Rubio),,102-116,,
1:04.0,,,102-116,,R. Rubio misses free throw 1 of 2
1:04.0,,,102-116,,Offensive rebound by Team
1:04.0,,,102-117,1,R. Rubio makes free throw 2 of 2
0:58.0,T. Robinson makes 2-pt shot at rim,2,104-117,,
0:39.0,,,104-117,,G. Dieng misses 2-pt shot from 19 ft
0:38.0,Defensive rebound by T. Robinson,,104-117,,
0:30.0,Turnover by T. Robinson (bad pass),,104-117,,
0:09.0,,,104-119,2,R. Rubio makes 2-pt shot from 4 ft
0:01.0,T. Robinson misses 2-pt shot from 15 ft,,104-119,,
0:00.0,Offensive rebound by J. Randle,,104-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
