time,Philadelphia,pts.away,score,pts.home,Miami
6:30.0,Philadelphia full timeout,,85-117,,
6:30.0,D. Saric enters the game for E. Ilyasova,,85-117,,
6:11.0,Shooting foul by U. Haslem (drawn by C. Randle),,85-117,,
6:11.0,C. Randle makes free throw 1 of 2,1,86-117,,
6:11.0,C. Randle makes free throw 2 of 2,1,87-117,,
5:57.0,,,87-119,2,D. Williams makes 2-pt shot at rim (assist by T. Johnson)
5:47.0,Shooting foul by T. Johnson (drawn by C. Randle),,87-119,,
5:47.0,C. Randle makes free throw 1 of 2,1,88-119,,
5:47.0,C. Randle makes free throw 2 of 2,1,89-119,,
5:37.0,,,89-121,2,O. White makes 2-pt shot from 14 ft
5:25.0,D. Saric misses 2-pt shot from 22 ft,,89-121,,
5:24.0,,,89-121,,Defensive rebound by U. Haslem
5:06.0,,,89-121,,O. White misses 2-pt shot from 3 ft (block by T. Luwawu-Cabarrot)
5:05.0,Defensive rebound by N. Stauskas,,89-121,,
4:59.0,C. Randle misses 3-pt shot from 25 ft,,89-121,,
4:58.0,,,89-121,,Defensive rebound by D. Williams
4:50.0,,,89-121,,Turnover by D. Williams (bad pass)
4:44.0,,,89-121,,Violation by T. Johnson (kicked ball)
4:29.0,D. Saric misses 2-pt shot from 19 ft,,89-121,,
4:28.0,,,89-121,,Defensive rebound by U. Haslem
4:15.0,,,89-123,2,U. Haslem makes 2-pt shot from 2 ft (assist by O. White)
3:57.0,T. Luwawu-Cabarrot makes 3-pt shot from 25 ft (assist by N. Stauskas),3,92-123,,
3:40.0,,,92-123,,T. Johnson misses 2-pt shot from 17 ft
3:39.0,Defensive rebound by N. Stauskas,,92-123,,
3:31.0,N. Stauskas misses 2-pt shot from 3 ft,,92-123,,
3:30.0,,,92-123,,Defensive rebound by L. Babbitt
3:27.0,,,92-123,,Shooting foul by T. Luwawu-Cabarrot (drawn by T. Johnson)
3:27.0,,,92-124,1,T. Johnson makes free throw 1 of 2
3:27.0,,,92-124,,T. Johnson misses free throw 2 of 2
3:26.0,Defensive rebound by R. Holmes,,92-124,,
3:10.0,N. Stauskas misses 3-pt shot from 24 ft,,92-124,,
3:09.0,,,92-124,,Defensive rebound by T. Johnson
3:03.0,,,92-124,,Shooting foul by R. Holmes (drawn by T. Johnson)
3:03.0,,,92-125,1,T. Johnson makes free throw 1 of 2
3:03.0,,,92-125,,T. Johnson misses free throw 2 of 2
3:02.0,Defensive rebound by R. Holmes,,92-125,,
2:53.0,C. Randle misses 3-pt shot from 25 ft,,92-125,,
2:52.0,,,92-125,,Defensive rebound by U. Haslem
2:38.0,,,92-125,,L. Babbitt misses 2-pt shot from 20 ft
2:37.0,Defensive rebound by D. Saric,,92-125,,
2:28.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft,2,94-125,,
2:28.0,Shooting foul by L. Babbitt (drawn by T. Luwawu-Cabarrot),,94-125,,
2:28.0,,,94-125,,Miami full timeout
2:28.0,T. Luwawu-Cabarrot makes free throw 1 of 1,1,95-125,,
2:06.0,,,95-125,,D. Williams misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by Team,,95-125,,
1:52.0,T. Luwawu-Cabarrot makes 2-pt shot from 1 ft (assist by C. Randle),2,97-125,,
1:52.0,,,97-125,,Flagrant foul type 1 by D. Williams (drawn by T. Luwawu-Cabarrot)
1:52.0,T. Luwawu-Cabarrot misses flagrant free throw 1 of 2,,97-125,,
1:52.0,Offensive rebound by Team,,97-125,,
1:52.0,T. Luwawu-Cabarrot makes flagrant free throw 2 of 2,1,98-125,,
1:45.0,R. Holmes makes 2-pt shot from 4 ft,2,100-125,,
1:29.0,,,100-125,,Turnover by D. Williams (bad pass)
1:20.0,Offensive charge foul by D. Saric,,100-125,,
1:20.0,Turnover by D. Saric (offensive foul),,100-125,,
1:00.0,,,100-125,,U. Haslem misses 3-pt shot from 26 ft
0:59.0,,,100-125,,Offensive rebound by O. White
0:40.0,,,100-125,,O. White misses 2-pt shot from 18 ft
0:39.0,Defensive rebound by R. Holmes,,100-125,,
0:31.0,C. Randle makes 2-pt shot from 13 ft,2,102-125,,
0:07.0,,,102-125,,O. White misses 2-pt shot from 9 ft
0:06.0,Defensive rebound by R. Holmes,,102-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
