time,Chicago,pts.away,score,pts.home,Boston
4:47.0,,,89-88,,Turnover by Team (shot clock)
4:33.0,J. Grant makes 3-pt shot from 25 ft (assist by J. Butler),3,92-88,,
4:16.0,,,92-88,,M. Smart misses 3-pt shot from 23 ft
4:14.0,Defensive rebound by B. Portis,,92-88,,
4:06.0,,,92-88,,Personal block foul by J. Crowder (drawn by J. Butler)
4:00.0,Shooting foul by A. Bradley (drawn by J. Butler),,92-88,,
4:00.0,J. Butler makes free throw 1 of 3,1,93-88,,
4:00.0,J. Butler makes free throw 2 of 3,1,94-88,,
4:00.0,J. Butler makes free throw 3 of 3,1,95-88,,
3:47.0,,,95-90,2,I. Thomas makes 2-pt shot from 2 ft
3:27.0,J. Butler misses 2-pt shot from 16 ft,,95-90,,
3:26.0,,,95-90,,Defensive rebound by J. Crowder
3:21.0,Personal foul by D. Wade (drawn by I. Thomas),,95-90,,
3:21.0,,,95-91,1,I. Thomas makes free throw 1 of 2
3:21.0,,,95-92,1,I. Thomas makes free throw 2 of 2
3:08.0,D. Wade makes 2-pt shot from 18 ft,2,97-92,,
2:49.0,,,97-92,,J. Crowder misses 2-pt shot from 3 ft (block by B. Portis)
2:48.0,Defensive rebound by R. Lopez,,97-92,,
2:41.0,,,97-92,,Personal foul by I. Thomas (drawn by D. Wade)
2:41.0,,,97-92,,Boston full timeout
2:39.0,Offensive charge foul by D. Wade,,97-92,,
2:39.0,Turnover by D. Wade (offensive foul),,97-92,,
2:19.0,,,97-92,,M. Smart misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by B. Portis,,97-92,,
2:00.0,Turnover by D. Wade (bad pass; steal by M. Smart),,97-92,,
1:58.0,,,97-92,,Turnover by M. Smart (bad pass; steal by J. Grant)
1:41.0,J. Butler misses 2-pt shot from 14 ft,,97-92,,
1:41.0,Offensive rebound by Team,,97-92,,
1:41.0,,,97-92,,Loose ball foul by A. Horford (drawn by R. Lopez)
1:41.0,R. Lopez makes free throw 1 of 2,1,98-92,,
1:41.0,R. Lopez makes free throw 2 of 2,1,99-92,,
1:41.0,,,99-92,,Boston full timeout
1:41.0,,,99-92,,K. Olynyk enters the game for M. Smart
1:36.0,,,99-92,,I. Thomas misses 2-pt shot from 3 ft (block by J. Butler)
1:35.0,Defensive rebound by Team,,99-92,,
1:35.0,,,99-92,,M. Smart enters the game for I. Thomas
1:18.0,B. Portis makes 2-pt shot from 18 ft (assist by D. Wade),2,101-92,,
1:18.0,,,101-92,,Boston full timeout
1:18.0,,,101-92,,I. Thomas enters the game for K. Olynyk
1:10.0,,,101-94,2,A. Horford makes 2-pt shot from 3 ft (assist by M. Smart)
1:04.0,Chicago full timeout,,101-94,,
1:04.0,Chicago full timeout,,101-94,,
0:48.0,J. Butler makes 2-pt shot from 2 ft,2,103-94,,
0:39.0,,,103-97,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
0:35.0,Offensive foul by J. Butler,,103-97,,
0:35.0,Turnover by J. Butler (offensive foul),,103-97,,
0:32.0,,,103-97,,J. Crowder misses 3-pt shot from 26 ft
0:29.0,,,103-97,,Offensive rebound by J. Crowder
0:27.0,,,103-97,,J. Crowder misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by D. Wade,,103-97,,
0:20.0,,,103-97,,Personal take foul by I. Thomas (drawn by J. Butler)
0:20.0,J. Butler misses free throw 1 of 2,,103-97,,
0:20.0,Offensive rebound by Team,,103-97,,
0:20.0,J. Butler makes free throw 2 of 2,1,104-97,,
0:14.0,,,104-100,3,I. Thomas makes 3-pt shot from 26 ft
0:14.0,Turnover by J. Grant (bad pass),,104-100,,
0:14.0,R. Rondo enters the game for J. Grant,,104-100,,
0:14.0,P. Zipser enters the game for B. Portis,,104-100,,
0:08.0,,,104-102,2,I. Thomas makes 2-pt shot from 2 ft (assist by M. Smart)
0:08.0,Chicago full timeout,,104-102,,
0:08.0,J. Grant enters the game for R. Rondo,,104-102,,
0:08.0,B. Portis enters the game for P. Zipser,,104-102,,
0:03.0,,,104-102,,Personal take foul by J. Crowder (drawn by J. Butler)
0:03.0,J. Butler makes free throw 1 of 2,1,105-102,,
0:03.0,J. Butler makes free throw 2 of 2,1,106-102,,
0:03.0,,,106-102,,Boston full timeout
0:03.0,,,105-102,,A. Johnson enters the game for I. Thomas
0:03.0,R. Rondo enters the game for R. Lopez,,106-102,,
0:03.0,P. Zipser enters the game for J. Grant,,106-102,,
0:03.0,,,106-102,,I. Thomas enters the game for A. Johnson
0:01.0,,,106-102,,A. Bradley misses 3-pt shot from 28 ft
0:00.0,,,106-102,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
