time,Dallas,pts.away,score,pts.home,Memphis
0:37.0,D. Nowitzki misses 3-pt shot from 25 ft,,90-94,,
0:36.0,,,90-94,,Defensive rebound by V. Carter
0:32.0,Personal take foul by H. Barnes (drawn by T. Daniels),,90-94,,
0:32.0,D. Finney-Smith enters the game for D. Nowitzki,,90-94,,
0:32.0,Y. Ferrell enters the game for J. Barea,,90-94,,
0:30.0,Personal take foul by D. Harris (drawn by M. Conley),,90-94,,
0:30.0,,,90-95,1,M. Conley makes free throw 1 of 2
0:30.0,,,90-95,,M. Conley misses free throw 2 of 2
0:30.0,D. Nowitzki enters the game for D. Finney-Smith,,90-95,,
0:30.0,,,90-95,,B. Wright enters the game for Z. Randolph
0:30.0,,,90-95,,T. Allen enters the game for T. Daniels
0:30.0,J. Barea enters the game for Y. Ferrell,,90-95,,
0:29.0,,,90-95,,Offensive rebound by V. Carter
0:26.0,Personal take foul by D. Harris (drawn by M. Conley),,90-95,,
0:26.0,,,90-96,1,M. Conley makes free throw 1 of 2
0:26.0,,,90-97,1,M. Conley makes free throw 2 of 2
0:26.0,Dallas full timeout,,90-97,,
0:22.0,J. Barea misses 3-pt shot from 25 ft,,90-97,,
0:22.0,,,90-97,,Defensive rebound by T. Allen
0:20.0,Personal take foul by D. Harris (drawn by M. Conley),,90-97,,
0:20.0,,,90-98,1,M. Conley makes free throw 1 of 2
0:20.0,,,90-99,1,M. Conley makes free throw 2 of 2
0:08.0,W. Matthews misses 3-pt shot from 30 ft,,90-99,,
0:07.0,,,90-99,,Defensive rebound by V. Carter
0:00.0,End of 4th quarter,,,,End of 4th quarter
