time,Indiana,pts.away,score,pts.home,Toronto
5:16.0,P. George makes free throw 2 of 2,1,82-94,,
5:02.0,,,82-94,,D. DeRozan misses 3-pt shot from 25 ft
5:02.0,Defensive rebound by J. Teague,,82-94,,
4:38.0,P. George makes 2-pt shot from 20 ft,2,84-94,,
4:22.0,,,84-94,,Turnover by C. Joseph (bad pass; steal by M. Ellis)
4:17.0,M. Ellis makes 2-pt shot at rim,2,86-94,,
4:15.0,,,86-94,,Toronto full timeout
4:15.0,,,86-94,,J. Valanciunas enters the game for D. Wright
4:15.0,C. Miles enters the game for M. Ellis,,86-94,,
4:01.0,Violation by T. Young (kicked ball),,86-94,,
3:55.0,,,86-96,2,C. Joseph makes 2-pt shot from 14 ft
3:39.0,M. Turner makes 2-pt shot from 20 ft (assist by J. Teague),2,88-96,,
3:26.0,,,88-99,3,S. Ibaka makes 3-pt shot from 27 ft (assist by J. Valanciunas)
3:13.0,,,88-99,,Personal foul by S. Ibaka (drawn by J. Teague)
3:13.0,J. Teague makes free throw 1 of 2,1,89-99,,
3:13.0,J. Teague makes free throw 2 of 2,1,90-99,,
2:54.0,,,90-101,2,D. DeRozan makes 2-pt shot from 16 ft
2:37.0,J. Teague makes 3-pt shot from 25 ft,3,93-101,,
2:21.0,,,93-101,,Shooting foul by M. Turner (drawn by D. DeRozan)
2:21.0,,,93-102,1,D. DeRozan makes free throw 1 of 2
2:21.0,,,93-102,,D. DeRozan misses free throw 2 of 2
2:21.0,,,93-102,,Offensive rebound by S. Ibaka
2:03.0,,,93-102,,D. DeRozan misses 2-pt shot from 3 ft (block by M. Turner)
2:02.0,Defensive rebound by P. George,,93-102,,
1:59.0,T. Young makes 2-pt shot from 3 ft (assist by P. George),2,95-102,,
1:38.0,,,95-104,2,C. Joseph makes 2-pt shot from 9 ft
1:22.0,Turnover by P. George (lost ball; steal by P. Tucker),,95-104,,
1:16.0,,,95-104,,Turnover by P. Tucker (lost ball; steal by J. Teague)
1:15.0,,,95-104,,Personal foul by P. Tucker
1:15.0,J. Teague makes free throw 1 of 2,1,96-104,,
1:15.0,J. Teague makes free throw 2 of 2,1,97-104,,
1:15.0,,,97-104,,Toronto full timeout
0:51.0,,,97-107,3,D. DeRozan makes 3-pt shot from 27 ft (assist by S. Ibaka)
0:51.0,Indiana full timeout,,97-107,,
0:51.0,A. Brooks enters the game for T. Young,,97-107,,
0:51.0,,,97-107,,D. Carroll enters the game for J. Valanciunas
0:45.0,C. Miles misses 3-pt shot from 24 ft,,97-107,,
0:44.0,Offensive rebound by A. Brooks,,97-107,,
0:40.0,P. George misses 3-pt shot from 26 ft,,97-107,,
0:40.0,,,97-107,,Defensive rebound by D. DeRozan
0:37.0,Personal foul by C. Miles,,97-107,,
0:34.0,Personal foul by A. Brooks (drawn by D. DeRozan),,97-107,,
0:34.0,,,97-108,1,D. DeRozan makes free throw 1 of 2
0:34.0,,,97-109,1,D. DeRozan makes free throw 2 of 2
0:34.0,Indiana full timeout,,97-109,,
0:30.0,P. George makes 2-pt shot from 2 ft,2,99-109,,
0:30.0,Shooting foul by S. Ibaka (drawn by P. George),,99-109,,
0:30.0,P. George makes free throw 1 of 1,1,100-109,,
0:15.0,,,100-111,2,S. Ibaka makes 2-pt shot from 15 ft (assist by D. Carroll)
0:03.0,A. Brooks misses 3-pt shot from 27 ft,,100-111,,
0:02.0,,,100-111,,Defensive rebound by C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
