time,LA Lakers,pts.away,score,pts.home,LA Clippers
3:12.0,,,91-108,,Defensive rebound by D. Jordan
2:55.0,,,91-110,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
2:42.0,M. Huertas makes 2-pt shot from 5 ft,2,93-110,,
2:33.0,Personal foul by J. Clarkson (drawn by C. Paul),,93-110,,
2:33.0,,,93-110,,LA Clippers full timeout
2:33.0,T. Robinson enters the game for N. Young,,93-110,,
2:33.0,I. Zubac enters the game for J. Randle,,93-110,,
2:33.0,M. World Peace enters the game for J. Clarkson,,93-110,,
2:33.0,J. Calderon enters the game for B. Ingram,,93-110,,
2:33.0,,,93-110,,A. Anderson enters the game for D. Jordan
2:33.0,,,93-110,,J. Crawford enters the game for J. Redick
2:33.0,,,93-110,,M. Speights enters the game for C. Paul
2:32.0,,,93-110,,B. Bass enters the game for A. Rivers
2:21.0,,,93-110,,A. Anderson misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by M. World Peace,,93-110,,
2:03.0,M. World Peace misses 3-pt shot from 25 ft,,93-110,,
2:02.0,,,93-110,,Defensive rebound by B. Bass
1:38.0,,,93-110,,R. Felton misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by M. World Peace,,93-110,,
1:30.0,T. Robinson misses 2-pt shot from 18 ft,,93-110,,
1:29.0,,,93-110,,Defensive rebound by M. Speights
1:09.0,,,93-113,3,A. Anderson makes 3-pt shot from 25 ft (assist by J. Crawford)
0:55.0,I. Zubac makes 2-pt shot from 13 ft (assist by M. World Peace),2,95-113,,
0:37.0,,,95-113,,B. Bass misses 2-pt shot from 15 ft
0:36.0,Defensive rebound by T. Robinson,,95-113,,
0:28.0,J. Calderon makes 2-pt shot from 13 ft,2,97-113,,
0:04.0,,,97-113,,Turnover by Team (shot clock)
0:02.0,M. World Peace misses 3-pt shot from 31 ft,,97-113,,
0:00.0,Offensive rebound by Team,,97-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
