time,Orlando,pts.away,score,pts.home,Detroit
1:28.0,M. Hezonja makes free throw 1 of 1,1,77-108,,
1:11.0,,,77-108,,B. Marjanovic misses 2-pt shot from 5 ft
1:10.0,,,77-108,,Offensive rebound by S. Johnson
1:06.0,,,77-108,,S. Johnson misses 2-pt shot from 3 ft
1:06.0,Defensive rebound by S. Zimmerman,,77-108,,
0:57.0,M. Hezonja makes 2-pt shot from 17 ft,2,79-108,,
0:47.0,,,79-108,,M. Gbinije misses 3-pt shot from 26 ft
0:47.0,Defensive rebound by Team,,79-108,,
0:37.0,J. Green makes 3-pt shot from 25 ft (assist by C. Watson),3,82-108,,
0:25.0,Personal foul by J. Green (drawn by H. Ellenson),,82-108,,
0:15.0,,,82-108,,Turnover by D. Hilliard (bad pass)
0:06.0,M. Hezonja misses 2-pt shot from 18 ft,,82-108,,
0:05.0,Offensive rebound by S. Zimmerman,,82-108,,
0:02.0,J. Green misses 3-pt shot from 27 ft,,82-108,,
0:00.0,Offensive rebound by S. Zimmerman,,82-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
