time,Phoenix,pts.away,score,pts.home,LA Lakers
6:59.0,Personal foul by A. Len,,89-91,,
6:59.0,,,89-91,,J. Randle enters the game for T. Robinson
6:59.0,T. Warren enters the game for B. Knight,,89-91,,
6:59.0,E. Bledsoe enters the game for L. Barbosa,,89-91,,
6:52.0,,,89-93,2,J. Clarkson makes 2-pt shot from 16 ft
6:39.0,D. Booker makes 2-pt shot from 10 ft,2,91-93,,
6:39.0,Shooting foul by J. Randle (drawn by D. Booker),,91-93,,
6:39.0,D. Booker makes free throw 1 of 1,1,92-93,,
6:26.0,,,92-93,,Shooting foul by A. Len
6:26.0,,,92-93,,L. Williams misses free throw 1 of 2
6:26.0,,,92-93,,Offensive rebound by Team
6:26.0,,,92-93,,L. Williams misses free throw 2 of 2
6:24.0,Defensive rebound by A. Len,,92-93,,
6:08.0,T. Warren misses 2-pt shot from 5 ft,,92-93,,
6:08.0,Offensive rebound by Team,,92-93,,
6:04.0,D. Booker misses 2-pt shot from 11 ft,,92-93,,
6:03.0,,,92-93,,Defensive rebound by B. Ingram
5:43.0,,,92-93,,J. Clarkson misses 2-pt shot from 3 ft
5:42.0,Defensive rebound by T. Warren,,92-93,,
5:41.0,Official timeout,,92-93,,
5:41.0,T. Chandler enters the game for A. Len,,92-93,,
5:41.0,,,92-93,,D. Russell enters the game for L. Williams
5:30.0,T. Warren misses 2-pt shot from 17 ft,,92-93,,
5:30.0,,,92-93,,Defensive rebound by Team
5:19.0,,,92-93,,N. Young misses 3-pt shot from 25 ft
5:17.0,Defensive rebound by T. Chandler,,92-93,,
5:01.0,P. Tucker misses 2-pt shot from 4 ft (block by J. Clarkson),,92-93,,
5:00.0,,,92-93,,Defensive rebound by J. Randle
4:49.0,,,92-95,2,J. Clarkson makes 2-pt shot from 16 ft
4:24.0,Turnover by T. Warren (lost ball; steal by D. Russell),,92-95,,
4:19.0,,,92-98,3,N. Young makes 3-pt shot from 25 ft (assist by D. Russell)
4:19.0,,,92-98,,Shooting foul by P. Tucker (drawn by N. Young)
4:19.0,,,92-99,1,N. Young makes free throw 1 of 1
4:19.0,J. Dudley enters the game for P. Tucker,,92-98,,
4:14.0,Phoenix full timeout,,92-99,,
4:01.0,D. Booker misses 2-pt shot from 20 ft,,92-99,,
3:59.0,,,92-99,,Defensive rebound by D. Russell
3:45.0,,,92-102,3,D. Russell makes 3-pt shot from 25 ft
3:22.0,Shooting foul by D. Russell (drawn by E. Bledsoe),,92-102,,
3:22.0,E. Bledsoe makes free throw 1 of 3,1,93-102,,
3:22.0,E. Bledsoe makes free throw 2 of 3,1,94-102,,
3:22.0,E. Bledsoe makes free throw 3 of 3,1,95-102,,
3:02.0,,,95-102,,J. Randle misses 2-pt shot from 9 ft
3:02.0,Defensive rebound by T. Chandler,,95-102,,
2:56.0,E. Bledsoe misses 3-pt shot from 26 ft,,95-102,,
2:55.0,,,95-102,,Defensive rebound by J. Clarkson
2:32.0,,,95-104,2,J. Randle makes 2-pt shot from 13 ft
2:20.0,E. Bledsoe makes 2-pt shot from 2 ft (assist by D. Booker),2,97-104,,
2:15.0,,,97-104,,LA Lakers full timeout
2:04.0,,,97-104,,J. Clarkson misses 2-pt shot from 19 ft
2:02.0,Defensive rebound by D. Booker,,97-104,,
1:49.0,,,97-104,,Violation by N. Young (kicked ball)
1:46.0,Turnover by T. Chandler (offensive foul),,97-104,,
1:46.0,Offensive foul by T. Chandler,,97-104,,
1:38.0,,,97-104,,Technical foul by J. Randle
1:38.0,Technical foul by T. Chandler,,97-104,,
1:27.0,,,97-107,3,J. Clarkson makes 3-pt shot from 25 ft (assist by J. Randle)
1:27.0,Phoenix full timeout,,97-107,,
1:27.0,Offensive foul by D. Booker,,97-107,,
1:27.0,Turnover by D. Booker (offensive foul),,97-107,,
1:21.0,Personal foul by E. Bledsoe (drawn by D. Russell),,97-107,,
1:21.0,,,97-107,,D. Russell misses free throw 1 of 2
1:21.0,,,97-107,,Offensive rebound by Team
1:21.0,,,97-108,1,D. Russell makes free throw 2 of 2
1:18.0,Shooting foul by J. Randle (drawn by E. Bledsoe),,97-108,,
1:18.0,E. Bledsoe makes 2-pt shot from 1 ft,2,99-108,,
1:18.0,E. Bledsoe makes free throw 1 of 1,1,100-108,,
1:09.0,Personal take foul by J. Dudley (drawn by J. Randle),,100-108,,
1:09.0,,,100-109,1,J. Randle makes free throw 1 of 2
1:09.0,,,100-110,1,J. Randle makes free throw 2 of 2
1:09.0,Phoenix full timeout,,100-110,,
1:08.0,T. Chandler makes 2-pt shot at rim (assist by T. Warren),2,102-110,,
1:03.0,Personal foul by J. Dudley (drawn by J. Randle),,102-110,,
1:03.0,,,102-111,1,J. Randle makes free throw 1 of 2
1:03.0,,,102-112,1,J. Randle makes free throw 2 of 2
0:58.0,D. Booker makes 2-pt shot from 1 ft,2,104-112,,
0:58.0,Personal take foul by J. Dudley (drawn by D. Russell),,104-112,,
0:58.0,,,104-113,1,D. Russell makes free throw 1 of 2
0:58.0,,,104-114,1,D. Russell makes free throw 2 of 2
0:50.0,,,104-114,,Personal foul by J. Clarkson (drawn by D. Booker)
0:50.0,D. Booker makes free throw 1 of 2,1,105-114,,
0:50.0,D. Booker makes free throw 2 of 2,1,106-114,,
0:45.0,Personal take foul by T. Chandler (drawn by B. Ingram),,106-114,,
0:45.0,,,106-114,,B. Ingram misses free throw 1 of 2
0:45.0,,,106-114,,Offensive rebound by Team
0:45.0,,,106-115,1,B. Ingram makes free throw 2 of 2
0:37.0,D. Booker makes 2-pt shot from 4 ft,2,108-115,,
0:32.0,Personal take foul by T. Warren,,108-115,,
0:32.0,,,108-116,1,D. Russell makes free throw 1 of 2
0:32.0,,,108-117,1,D. Russell makes free throw 2 of 2
0:25.0,D. Booker misses 3-pt shot from 26 ft,,108-117,,
0:25.0,,,108-117,,Defensive rebound by N. Young
0:25.0,Personal foul by T. Warren,,108-117,,
0:25.0,,,108-118,1,N. Young makes free throw 1 of 2
0:25.0,,,108-119,1,N. Young makes free throw 2 of 2
0:19.0,E. Bledsoe misses 3-pt shot from 24 ft,,108-119,,
0:18.0,,,108-119,,Defensive rebound by D. Russell
0:00.0,End of 4th quarter,,,,End of 4th quarter
