time,Atlanta,pts.away,score,pts.home,Milwaukee
5:56.0,,,95-99,,J. Parker misses 2-pt shot from 6 ft
5:55.0,Defensive rebound by P. Millsap,,95-99,,
5:47.0,D. Schroder makes 2-pt shot at rim,2,97-99,,
5:30.0,,,97-102,3,T. Snell makes 3-pt shot from 23 ft (assist by J. Parker)
5:16.0,D. Schroder misses 2-pt shot from 18 ft,,97-102,,
5:15.0,Offensive rebound by D. Howard,,97-102,,
5:15.0,D. Howard makes 2-pt shot from 1 ft,2,99-102,,
4:53.0,,,99-102,,G. Monroe misses 2-pt shot at rim (block by D. Howard)
4:53.0,,,99-102,,Offensive rebound by Team
4:53.0,,,99-102,,Milwaukee full timeout
4:53.0,,,99-102,,J. Henson enters the game for G. Monroe
4:49.0,,,99-102,,Turnover by M. Dellavedova (bad pass; steal by D. Howard)
4:46.0,,,99-102,,Personal take foul by T. Snell (drawn by T. Hardaway)
4:46.0,T. Hardaway makes free throw 1 of 2,1,100-102,,
4:46.0,T. Hardaway makes free throw 2 of 2,1,101-102,,
4:37.0,,,101-102,,J. Parker misses 2-pt shot from 20 ft
4:35.0,,,101-102,,Offensive rebound by J. Henson
4:30.0,,,101-102,,Shooting foul by D. Howard (drawn by M. Dellavedova)
4:30.0,,,101-102,,M. Dellavedova misses free throw 1 of 2
4:30.0,,,101-102,,Offensive rebound by Team
4:30.0,,,101-103,1,M. Dellavedova makes free throw 2 of 2
4:18.0,P. Millsap makes 2-pt shot from 1 ft (assist by D. Schroder),2,103-103,,
3:52.0,,,103-103,,M. Dellavedova misses 2-pt shot from 16 ft
3:50.0,Defensive rebound by P. Millsap,,103-103,,
3:39.0,Turnover by D. Schroder (bad pass; steal by M. Brogdon),,103-103,,
3:34.0,,,103-103,,M. Brogdon misses 2-pt shot at rim
3:33.0,Defensive rebound by P. Millsap,,103-103,,
3:15.0,K. Korver makes 2-pt shot from 21 ft (assist by P. Millsap),2,105-103,,
3:15.0,,,105-103,,Milwaukee full timeout
3:15.0,T. Sefolosha enters the game for T. Hardaway,,105-103,,
3:15.0,,,105-103,,G. Antetokounmpo enters the game for M. Brogdon
3:03.0,Personal foul by D. Schroder (drawn by M. Dellavedova),,105-103,,
2:57.0,,,105-103,,M. Dellavedova misses 2-pt shot from 3 ft (block by D. Howard)
2:55.0,Defensive rebound by P. Millsap,,105-103,,
2:37.0,D. Schroder misses 2-pt shot from 6 ft,,105-103,,
2:35.0,,,105-103,,Defensive rebound by M. Dellavedova
2:25.0,,,105-103,,T. Snell misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by T. Sefolosha,,105-103,,
2:19.0,Atlanta full timeout,,105-103,,
2:13.0,K. Korver misses 3-pt shot from 27 ft,,105-103,,
2:11.0,,,105-103,,Defensive rebound by T. Snell
1:51.0,,,105-106,3,J. Parker makes 3-pt shot from 24 ft (assist by T. Snell)
1:28.0,Turnover by T. Sefolosha (bad pass; steal by J. Parker),,105-106,,
1:17.0,,,105-106,,G. Antetokounmpo misses 3-pt shot from 27 ft
1:16.0,Defensive rebound by P. Millsap,,105-106,,
1:07.0,D. Schroder makes 2-pt shot from 1 ft (assist by K. Korver),2,107-106,,
0:54.0,,,107-106,,M. Dellavedova misses 3-pt shot from 27 ft
0:53.0,Defensive rebound by D. Howard,,107-106,,
0:43.0,Atlanta full timeout,,107-106,,
0:43.0,T. Hardaway enters the game for T. Sefolosha,,107-106,,
0:36.0,T. Hardaway makes 3-pt shot from 23 ft (assist by D. Howard),3,110-106,,
0:36.0,,,110-106,,Milwaukee full timeout
0:36.0,T. Sefolosha enters the game for K. Korver,,110-106,,
0:29.0,,,110-106,,Turnover by G. Antetokounmpo (bad pass; steal by T. Sefolosha)
0:29.0,,,110-106,,Personal take foul by M. Dellavedova (drawn by T. Sefolosha)
0:29.0,T. Sefolosha makes free throw 1 of 2,1,111-106,,
0:29.0,T. Sefolosha makes free throw 2 of 2,1,112-106,,
0:29.0,,,112-106,,Milwaukee full timeout
0:29.0,,,112-106,,G. Monroe enters the game for J. Henson
0:25.0,,,112-108,2,G. Monroe makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:25.0,Atlanta full timeout,,112-108,,
0:25.0,K. Korver enters the game for T. Sefolosha,,112-108,,
0:25.0,M. Muscala enters the game for D. Howard,,112-108,,
0:05.0,,,112-108,,Personal take foul by J. Parker (drawn by D. Schroder)
0:05.0,D. Schroder makes free throw 1 of 2,1,113-108,,
0:05.0,D. Schroder makes free throw 2 of 2,1,114-108,,
0:05.0,T. Sefolosha enters the game for M. Muscala,,113-108,,
0:00.0,,,114-110,2,G. Antetokounmpo makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
