time,Cleveland,pts.away,score,pts.home,Philadelphia
3:56.0,,,100-92,,N. Stauskas misses free throw 2 of 2
3:56.0,,,100-92,,J. Embiid enters the game for J. Okafor
3:55.0,Defensive rebound by R. Jefferson,,100-92,,
3:42.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,102-92,,
3:25.0,,,102-95,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by J. Embiid)
3:13.0,Turnover by L. James (bad pass),,102-95,,
3:13.0,,,102-95,,R. Covington enters the game for G. Henderson
3:02.0,,,102-95,,R. Covington misses 3-pt shot from 27 ft
2:58.0,,,102-95,,Offensive rebound by J. Embiid
2:58.0,,,102-95,,J. Embiid misses 2-pt shot from 3 ft
2:57.0,Defensive rebound by L. James,,102-95,,
2:49.0,T. Thompson makes 2-pt shot from 2 ft (assist by L. James),2,104-95,,
2:49.0,,,104-95,,Philadelphia full timeout
2:49.0,Official timeout,,104-95,,
2:39.0,,,104-95,,Turnover by N. Stauskas (bad pass; steal by L. James)
2:33.0,T. Thompson makes 2-pt shot from 1 ft,2,106-95,,
2:21.0,,,106-95,,J. Embiid misses 2-pt shot from 1 ft (block by T. Thompson)
2:19.0,Defensive rebound by L. James,,106-95,,
1:58.0,J. Smith misses 3-pt shot from 24 ft,,106-95,,
1:56.0,,,106-95,,Defensive rebound by E. Ilyasova
1:51.0,,,106-95,,R. Covington misses 3-pt shot from 26 ft
1:49.0,,,106-95,,Offensive rebound by E. Ilyasova
1:49.0,,,106-97,2,E. Ilyasova makes 2-pt shot from 1 ft
1:37.0,,,106-97,,Personal block foul by E. Ilyasova (drawn by K. Irving)
1:37.0,,,106-97,,G. Henderson enters the game for N. Stauskas
1:28.0,L. James misses 2-pt shot from 1 ft,,106-97,,
1:27.0,Offensive rebound by T. Thompson,,106-97,,
1:17.0,Turnover by L. James (lost ball; steal by R. Covington),,106-97,,
1:13.0,,,106-99,2,J. Embiid makes 2-pt shot from 1 ft
1:04.0,K. Irving makes 2-pt shot from 1 ft,2,108-99,,
1:04.0,,,108-99,,Philadelphia full timeout
1:00.0,,,108-102,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by J. Embiid)
1:00.0,,,108-102,,Shooting foul by R. Jefferson (drawn by E. Ilyasova)
1:00.0,,,108-103,1,E. Ilyasova makes free throw 1 of 1
1:00.0,,,108-102,,T. McConnell enters the game for S. Rodriguez
1:00.0,K. Love enters the game for T. Thompson,,108-102,,
0:37.0,L. James makes 2-pt shot from 1 ft,2,110-103,,
0:37.0,,,110-103,,Philadelphia full timeout
0:37.0,,,110-103,,S. Rodriguez enters the game for T. McConnell
0:37.0,T. Thompson enters the game for K. Love,,110-103,,
0:22.0,,,110-103,,J. Embiid misses 2-pt shot from 2 ft
0:20.0,,,110-103,,Offensive rebound by G. Henderson
0:18.0,,,110-103,,G. Henderson misses 3-pt shot from 24 ft
0:16.0,,,110-103,,Offensive rebound by R. Covington
0:13.0,,,110-105,2,J. Embiid makes 2-pt shot from 10 ft (assist by S. Rodriguez)
0:12.0,,,110-105,,Personal foul by E. Ilyasova (drawn by K. Irving)
0:12.0,K. Irving makes free throw 1 of 2,1,111-105,,
0:12.0,K. Irving makes free throw 2 of 2,1,112-105,,
0:04.0,,,112-108,3,J. Embiid makes 3-pt shot from 26 ft (assist by S. Rodriguez)
0:00.0,End of 4th quarter,,,,End of 4th quarter
