time,Orlando,pts.away,score,pts.home,Indiana
1:41.0,M. Hezonja misses 3-pt shot from 26 ft,,69-85,,
1:40.0,,,69-85,,Defensive rebound by C. Miles
1:24.0,,,69-85,,G. Robinson misses 3-pt shot from 26 ft
1:23.0,,,69-85,,Offensive rebound by K. Seraphin
1:14.0,,,69-85,,J. Young misses 2-pt shot from 2 ft (block by A. Onuaku)
1:14.0,,,69-85,,Offensive rebound by Team
1:03.0,,,69-88,3,C. Miles makes 3-pt shot from 26 ft (assist by G. Robinson)
0:51.0,C. Watson misses 3-pt shot from 26 ft,,69-88,,
0:51.0,,,69-88,,Defensive rebound by G. Niang
0:37.0,,,69-88,,Turnover by K. Seraphin (traveling)
0:28.0,M. Hezonja misses 2-pt shot from 10 ft,,69-88,,
0:28.0,,,69-88,,Defensive rebound by G. Niang
0:10.0,,,69-88,,G. Niang misses 2-pt shot from 12 ft
0:08.0,Defensive rebound by Team,,69-88,,
0:04.0,M. Hezonja misses 3-pt shot from 33 ft,,69-88,,
0:03.0,,,69-88,,Defensive rebound by G. Robinson
0:00.0,End of 4th quarter,,,,End of 4th quarter
