time,Miami,pts.away,score,pts.home,Brooklyn
6:35.0,J. Johnson enters the game for W. Reed,,84-95,,
6:23.0,O. White misses 3-pt shot from 24 ft,,84-95,,
6:22.0,,,84-95,,Defensive rebound by C. LeVert
6:07.0,,,84-95,,B. Lopez misses 2-pt shot from 12 ft
6:06.0,Defensive rebound by J. Johnson,,84-95,,
5:44.0,J. Johnson misses 3-pt shot from 23 ft,,84-95,,
5:43.0,,,84-95,,Defensive rebound by S. Dinwiddie
5:33.0,,,84-97,2,S. Dinwiddie makes 2-pt shot from 5 ft
5:21.0,D. Waiters makes 2-pt shot from 2 ft,2,86-97,,
5:01.0,,,86-97,,B. Lopez misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by D. Waiters,,86-97,,
4:51.0,D. Waiters makes 3-pt shot from 24 ft (assist by O. White),3,89-97,,
4:36.0,,,89-97,,Shooting foul by J. Johnson (drawn by B. Lopez)
4:36.0,,,89-98,1,B. Lopez makes free throw 1 of 2
4:36.0,,,89-99,1,B. Lopez makes free throw 2 of 2
4:36.0,W. Reed enters the game for J. Johnson,,89-97,,
4:36.0,,,89-98,,R. Foye enters the game for B. Bogdanovic
4:28.0,G. Dragic makes 3-pt shot from 25 ft,3,92-99,,
4:04.0,,,92-99,,B. Lopez misses 2-pt shot from 18 ft
4:03.0,Defensive rebound by D. Waiters,,92-99,,
3:51.0,,,92-99,,Personal foul by B. Lopez (drawn by D. Waiters)
3:51.0,,,92-99,,T. Booker enters the game for R. Hollis-Jefferson
3:45.0,,,92-99,,Personal foul by B. Lopez (drawn by G. Dragic)
3:35.0,G. Dragic misses 2-pt shot from 7 ft,,92-99,,
3:34.0,Offensive rebound by G. Dragic,,92-99,,
3:33.0,G. Dragic makes 2-pt shot from 6 ft,2,94-99,,
3:14.0,,,94-99,,B. Lopez misses 3-pt shot from 25 ft
3:12.0,,,94-99,,Offensive rebound by T. Booker
3:04.0,,,94-99,,B. Lopez misses 2-pt shot from 2 ft (block by O. White)
3:02.0,Defensive rebound by O. White,,94-99,,
2:54.0,D. Waiters makes 2-pt shot from 1 ft,2,96-99,,
2:53.0,,,96-99,,Brooklyn full timeout
2:53.0,Official timeout,,96-99,,
2:37.0,,,96-99,,Turnover by C. LeVert (bad pass; steal by O. White)
2:17.0,W. Ellington makes 3-pt shot from 24 ft (assist by D. Waiters),3,99-99,,
2:00.0,,,99-99,,Offensive charge foul by B. Lopez
2:00.0,,,99-99,,Turnover by B. Lopez (offensive foul)
1:50.0,Turnover by O. White (illegal screen),,99-99,,
1:37.0,,,99-99,,C. LeVert misses 3-pt shot from 25 ft
1:36.0,Defensive rebound by G. Dragic,,99-99,,
1:29.0,Turnover by G. Dragic (traveling),,99-99,,
1:29.0,,,99-99,,Brooklyn full timeout
1:14.0,,,99-99,,Shooting foul by W. Reed (drawn by C. LeVert)
1:14.0,,,99-100,1,C. LeVert makes free throw 1 of 2
1:14.0,,,99-101,1,C. LeVert makes free throw 2 of 2
0:59.0,O. White makes 3-pt shot from 24 ft (assist by D. Waiters),3,102-101,,
0:43.0,,,102-101,,S. Dinwiddie misses 3-pt shot from 23 ft
0:42.0,Defensive rebound by Team,,102-101,,
0:42.0,,,102-101,,Loose ball foul by T. Booker (drawn by O. White)
0:42.0,O. White makes free throw 1 of 2,1,103-101,,
0:42.0,O. White makes free throw 2 of 2,1,104-101,,
0:30.0,,,104-103,2,T. Booker makes 2-pt shot from 2 ft (assist by R. Foye)
0:11.0,Miami full timeout,,104-103,,
0:07.0,D. Waiters makes 3-pt shot from 27 ft,3,107-103,,
0:07.0,,,107-103,,Brooklyn full timeout
0:04.0,,,107-103,,R. Foye misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by W. Ellington,,107-103,,
0:02.0,,,107-103,,Personal foul by S. Dinwiddie (drawn by W. Ellington)
0:02.0,W. Ellington makes free throw 1 of 2,1,108-103,,
0:02.0,W. Ellington makes free throw 2 of 2,1,109-103,,
0:00.0,,,109-106,3,S. Dinwiddie makes 3-pt shot from 43 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
