time,New York,pts.away,score,pts.home,Atlanta
6:37.0,Defensive rebound by M. Kuzminskas,,90-95,,
6:24.0,M. Kuzminskas makes 2-pt shot from 2 ft (assist by J. Noah),2,92-95,,
6:08.0,,,92-95,,P. Millsap misses 3-pt shot from 25 ft
6:05.0,Defensive rebound by C. Lee,,92-95,,
5:45.0,C. Anthony misses 3-pt shot from 24 ft,,92-95,,
5:44.0,,,92-95,,Defensive rebound by M. Muscala
5:33.0,,,92-97,2,T. Hardaway makes 2-pt shot from 19 ft (assist by D. Schroder)
5:18.0,,,92-97,,Atlanta full timeout
5:18.0,,,92-97,,D. Howard enters the game for M. Muscala
5:16.0,C. Anthony misses 2-pt shot from 18 ft,,92-97,,
5:14.0,,,92-97,,Defensive rebound by D. Schroder
4:59.0,,,92-97,,T. Hardaway misses 3-pt shot from 25 ft
4:59.0,Defensive rebound by Team,,92-97,,
4:59.0,,,92-97,,Loose ball foul by D. Howard (drawn by J. Noah)
4:40.0,Turnover by C. Anthony (lost ball),,92-97,,
4:29.0,,,92-97,,Shooting foul by J. Noah (drawn by D. Howard)
4:29.0,,,92-97,,D. Howard misses free throw 1 of 2
4:29.0,,,92-97,,Offensive rebound by Team
4:29.0,,,92-97,,D. Howard misses free throw 2 of 2
4:29.0,K. Porzingis enters the game for M. Kuzminskas,,92-97,,
4:28.0,Defensive rebound by C. Anthony,,92-97,,
4:03.0,Turnover by Team (shot clock),,92-97,,
3:52.0,,,92-97,,Turnover by D. Schroder (lost ball; steal by B. Jennings)
3:52.0,,,92-97,,Personal block foul by D. Schroder (drawn by B. Jennings)
3:37.0,C. Anthony makes 2-pt shot from 16 ft (assist by B. Jennings),2,94-97,,
3:19.0,,,94-97,,D. Schroder misses 2-pt shot from 4 ft (block by K. Porzingis)
3:15.0,Defensive rebound by Team,,94-97,,
3:03.0,C. Anthony makes 2-pt shot from 21 ft (assist by B. Jennings),2,96-97,,
2:41.0,,,96-97,,K. Bazemore misses 3-pt shot from 25 ft
2:39.0,Defensive rebound by B. Jennings,,96-97,,
2:31.0,B. Jennings makes 3-pt shot from 25 ft (assist by C. Lee),3,99-97,,
2:31.0,,,99-97,,Atlanta full timeout
2:31.0,New York full timeout,,99-97,,
2:11.0,,,99-99,2,P. Millsap makes 2-pt shot from 1 ft (assist by T. Hardaway)
1:48.0,Offensive foul by C. Anthony,,99-99,,
1:48.0,Turnover by C. Anthony (offensive foul),,99-99,,
1:30.0,,,99-99,,D. Schroder misses 2-pt shot from 2 ft
1:30.0,,,99-99,,Offensive rebound by D. Howard
1:30.0,Personal foul by K. Porzingis (drawn by D. Howard),,99-99,,
1:30.0,,,99-100,1,D. Howard makes free throw 1 of 2
1:30.0,,,99-101,1,D. Howard makes free throw 2 of 2
1:30.0,J. Holiday enters the game for K. Porzingis,,99-99,,
1:17.0,,,99-101,,Personal block foul by P. Millsap (drawn by B. Jennings)
1:03.0,J. Holiday makes 3-pt shot from 23 ft (assist by C. Anthony),3,102-101,,
0:55.0,,,102-101,,P. Millsap misses 2-pt shot from 10 ft
0:52.0,,,102-101,,Offensive rebound by P. Millsap
0:45.0,,,102-103,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
0:45.0,New York full timeout,,102-103,,
0:30.0,C. Anthony misses 2-pt shot from 18 ft,,102-103,,
0:28.0,,,102-103,,Defensive rebound by D. Howard
0:16.0,,,102-103,,Atlanta full timeout
0:16.0,,,102-103,,M. Muscala enters the game for D. Howard
0:13.0,,,102-103,,T. Hardaway misses 2-pt shot from 2 ft
0:11.0,,,102-103,,Offensive rebound by P. Millsap
0:10.0,Personal take foul by C. Lee (drawn by T. Hardaway),,102-103,,
0:10.0,,,102-104,1,T. Hardaway makes free throw 1 of 2
0:10.0,,,102-104,,T. Hardaway misses free throw 2 of 2
0:10.0,Defensive rebound by J. Noah,,102-104,,
0:10.0,New York full timeout,,102-104,,
0:10.0,,,102-104,,Violation by K. Bazemore (kicked ball)
0:10.0,,,102-104,,D. Howard enters the game for M. Muscala
0:10.0,M. Kuzminskas enters the game for J. Noah,,102-104,,
0:10.0,,,102-104,,M. Delaney enters the game for D. Howard
0:03.0,C. Anthony makes 2-pt shot from 2 ft,2,104-104,,
0:03.0,,,104-104,,Atlanta full timeout
0:03.0,,,104-104,,M. Dunleavy enters the game for M. Delaney
0:03.0,J. Noah enters the game for M. Kuzminskas,,104-104,,
0:03.0,New York full timeout,,104-104,,
0:01.0,,,104-104,,P. Millsap misses 2-pt shot from 8 ft
0:00.0,,,104-104,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:45.0,C. Anthony misses 2-pt shot from 15 ft,,104-104,,
4:44.0,,,104-104,,Defensive rebound by K. Bazemore
4:26.0,,,104-106,2,K. Bazemore makes 2-pt shot from 16 ft (assist by P. Millsap)
4:05.0,,,104-106,,Personal foul by P. Millsap (drawn by J. Noah)
3:55.0,C. Lee makes 2-pt shot from 16 ft,2,106-106,,
3:35.0,,,106-106,,Shooting foul by C. Lee (drawn by D. Schroder)
3:35.0,,,106-107,1,D. Schroder makes free throw 1 of 2
3:35.0,,,106-108,1,D. Schroder makes free throw 2 of 2
3:16.0,C. Lee misses 2-pt shot from 18 ft,,106-108,,
3:15.0,Offensive rebound by Team,,106-108,,
3:12.0,B. Jennings misses 3-pt shot from 25 ft,,106-108,,
3:11.0,Offensive rebound by J. Noah,,106-108,,
2:56.0,C. Anthony misses 2-pt shot from 17 ft,,106-108,,
2:54.0,,,106-108,,Defensive rebound by K. Bazemore
2:36.0,,,106-108,,D. Schroder misses 2-pt shot from 8 ft
2:35.0,Defensive rebound by Team,,106-108,,
2:17.0,J. Holiday makes 3-pt shot from 25 ft (assist by C. Anthony),3,109-108,,
1:54.0,,,109-108,,T. Hardaway misses 3-pt shot from 25 ft
1:52.0,Defensive rebound by C. Lee,,109-108,,
1:29.0,C. Anthony makes 2-pt shot from 16 ft,2,111-108,,
1:29.0,,,111-108,,Atlanta full timeout
1:22.0,,,111-108,,T. Hardaway misses 2-pt shot from 8 ft
1:18.0,Defensive rebound by C. Anthony,,111-108,,
1:04.0,C. Anthony misses 3-pt shot from 24 ft,,111-108,,
1:02.0,,,111-108,,Defensive rebound by D. Howard
0:54.0,,,111-110,2,D. Howard makes 2-pt shot from 2 ft (assist by T. Hardaway)
0:54.0,,,111-110,,Shooting foul by J. Noah (drawn by D. Howard)
0:54.0,,,111-110,,D. Howard misses free throw 1 of 1
0:54.0,,,111-110,,Offensive rebound by Team
0:54.0,Loose ball foul by C. Anthony (drawn by T. Hardaway),,111-110,,
0:54.0,,,111-111,1,T. Hardaway makes free throw 1 of 2
0:54.0,,,111-111,,T. Hardaway misses free throw 2 of 2
0:52.0,Defensive rebound by J. Noah,,111-111,,
0:33.0,C. Anthony misses 2-pt shot from 18 ft,,111-111,,
0:32.0,,,111-111,,Defensive rebound by Team
0:32.0,Jump ball: D. Howard vs. J. Noah (D. Schroder gains possession),,,,Jump ball: D. Howard vs. J. Noah (D. Schroder gains possession)
0:32.0,,,111-111,,Atlanta full timeout
0:32.0,,,111-111,,M. Dunleavy enters the game for D. Howard
0:22.0,,,111-113,2,D. Schroder makes 2-pt shot from 3 ft
0:22.0,New York full timeout,,111-113,,
0:22.0,,,111-113,,D. Howard enters the game for M. Dunleavy
0:07.0,C. Anthony makes 2-pt shot from 18 ft,2,113-113,,
0:07.0,,,113-113,,Atlanta full timeout
0:07.0,,,113-113,,M. Dunleavy enters the game for K. Bazemore
0:07.0,New York full timeout,,113-113,,
0:02.0,,,113-113,,D. Schroder misses 3-pt shot from 25 ft
0:01.0,,,113-113,,Offensive rebound by D. Howard
0:01.0,,,113-113,,D. Howard misses 2-pt shot from 1 ft
0:01.0,Defensive rebound by C. Lee,,113-113,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: D. Howard vs. J. Noah (P. Millsap gains possession),,,,Jump ball: D. Howard vs. J. Noah (P. Millsap gains possession)
4:55.0,,,113-113,,Shooting foul by J. Holiday (drawn by P. Millsap)
4:55.0,,,113-114,1,P. Millsap makes free throw 1 of 2
4:55.0,,,113-115,1,P. Millsap makes free throw 2 of 2
4:39.0,C. Anthony makes 2-pt shot from 21 ft,2,115-115,,
4:24.0,,,115-117,2,D. Howard makes 2-pt shot at rim (assist by D. Schroder)
4:03.0,C. Anthony misses 2-pt shot from 15 ft,,115-117,,
3:59.0,,,115-117,,Defensive rebound by D. Howard
3:43.0,,,115-117,,Turnover by D. Schroder (lost ball; steal by J. Noah)
3:20.0,J. Holiday misses 3-pt shot from 25 ft,,115-117,,
3:19.0,,,115-117,,Defensive rebound by K. Bazemore
3:05.0,Personal foul by C. Anthony (drawn by P. Millsap),,115-117,,
3:00.0,,,115-117,,T. Hardaway misses 3-pt shot from 25 ft
2:58.0,,,115-117,,Offensive rebound by K. Bazemore
2:57.0,,,115-117,,K. Bazemore misses 2-pt shot at rim
2:56.0,Defensive rebound by C. Lee,,115-117,,
2:51.0,C. Lee misses 2-pt shot from 2 ft,,115-117,,
2:48.0,Offensive rebound by J. Noah,,115-117,,
2:47.0,J. Noah misses 2-pt shot from 1 ft,,115-117,,
2:46.0,,,115-117,,Defensive rebound by P. Millsap
2:32.0,Loose ball foul by C. Anthony (drawn by D. Schroder),,115-117,,
2:20.0,,,115-119,2,P. Millsap makes 2-pt shot from 18 ft (assist by D. Schroder)
2:04.0,,,115-119,,Personal foul by D. Howard (drawn by B. Jennings)
2:04.0,,,115-119,,M. Muscala enters the game for D. Howard
1:55.0,C. Anthony makes 3-pt shot from 24 ft,3,118-119,,
1:37.0,Personal foul by B. Jennings (drawn by P. Millsap),,118-119,,
1:37.0,,,118-120,1,P. Millsap makes free throw 1 of 2
1:37.0,,,118-121,1,P. Millsap makes free throw 2 of 2
1:15.0,C. Anthony makes 2-pt shot from 18 ft,2,120-121,,
0:59.0,,,120-121,,P. Millsap misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by C. Anthony,,120-121,,
0:34.0,C. Anthony misses 3-pt shot from 25 ft,,120-121,,
0:25.0,,,120-121,,Defensive rebound by P. Millsap
0:13.0,,,120-123,2,D. Schroder makes 2-pt shot from 1 ft
0:13.0,,,120-123,,Shooting foul by C. Anthony (drawn by D. Schroder)
0:13.0,,,120-123,,D. Schroder misses free throw 1 of 1
0:13.0,K. O'Quinn enters the game for C. Anthony,,120-123,,
0:12.0,Defensive rebound by Team,,120-123,,
0:12.0,New York full timeout,,120-123,,
0:12.0,,,120-123,,M. Delaney enters the game for M. Muscala
0:12.0,M. Kuzminskas enters the game for J. Noah,,120-123,,
0:12.0,,,120-123,,Personal foul by P. Millsap (drawn by B. Jennings)
0:12.0,New York full timeout,,120-123,,
0:02.0,C. Lee makes 3-pt shot from 26 ft,3,123-123,,
0:02.0,,,123-123,,Atlanta full timeout
0:02.0,,,123-123,,M. Muscala enters the game for K. Bazemore
0:02.0,,,123-123,,M. Dunleavy enters the game for M. Delaney
0:02.0,J. Noah enters the game for K. O'Quinn,,123-123,,
0:02.0,New York full timeout,,123-123,,
0:01.0,,,123-123,,T. Hardaway misses 3-pt shot from 25 ft (block by C. Lee)
0:00.0,,,123-123,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: M. Muscala vs. J. Noah (J. Holiday gains possession),,,,Jump ball: M. Muscala vs. J. Noah (J. Holiday gains possession)
4:36.0,J. Holiday makes 3-pt shot from 23 ft (assist by B. Jennings),3,126-123,,
4:14.0,,,126-123,,D. Schroder misses 2-pt shot from 20 ft
4:11.0,,,126-123,,Offensive rebound by P. Millsap
4:07.0,,,126-123,,T. Hardaway misses 3-pt shot from 23 ft
4:06.0,Defensive rebound by J. Holiday,,126-123,,
4:00.0,Offensive foul by J. Noah,,126-123,,
4:00.0,Turnover by J. Noah (offensive foul),,126-123,,
4:00.0,K. O'Quinn enters the game for J. Noah,,126-123,,
3:51.0,,,126-123,,M. Muscala misses 3-pt shot from 24 ft
3:49.0,,,126-123,,Offensive rebound by P. Millsap
3:45.0,,,126-125,2,P. Millsap makes 2-pt shot from 1 ft
3:28.0,B. Jennings misses 2-pt shot from 17 ft,,126-125,,
3:26.0,,,126-125,,Defensive rebound by P. Millsap
3:13.0,,,126-125,,P. Millsap misses 2-pt shot from 2 ft (block by K. O'Quinn)
3:13.0,,,126-125,,Offensive rebound by Team
3:06.0,,,126-125,,Turnover by D. Schroder (lost ball; steal by K. O'Quinn)
2:57.0,M. Kuzminskas misses 3-pt shot from 25 ft,,126-125,,
2:54.0,,,126-125,,Defensive rebound by T. Hardaway
2:43.0,,,126-128,3,P. Millsap makes 3-pt shot from 24 ft (assist by D. Schroder)
2:23.0,K. O'Quinn misses 2-pt shot from 20 ft,,126-128,,
2:21.0,Offensive rebound by Team,,126-128,,
2:15.0,New York full timeout,,126-128,,
2:03.0,J. Holiday misses 3-pt shot from 25 ft,,126-128,,
2:01.0,,,126-128,,Defensive rebound by M. Muscala
1:52.0,,,126-128,,Turnover by P. Millsap (bad pass; steal by C. Lee)
1:44.0,M. Kuzminskas makes 2-pt shot from 8 ft (assist by B. Jennings),2,128-128,,
1:22.0,,,128-128,,D. Schroder misses 2-pt shot at rim (block by K. O'Quinn)
1:19.0,Defensive rebound by B. Jennings,,128-128,,
1:14.0,J. Holiday misses 3-pt shot from 24 ft,,128-128,,
1:13.0,,,128-128,,Defensive rebound by M. Muscala
1:00.0,Personal foul by C. Lee (drawn by K. Bazemore),,128-128,,
0:49.0,,,128-128,,D. Schroder misses 2-pt shot from 2 ft (block by K. O'Quinn)
0:47.0,,,128-128,,Offensive rebound by M. Muscala
0:32.0,,,128-128,,P. Millsap misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by M. Kuzminskas,,128-128,,
0:29.0,New York full timeout,,128-128,,
0:10.0,Shooting foul by T. Hardaway (drawn by C. Lee),,128-128,,
0:10.0,C. Lee makes free throw 1 of 2,1,129-128,,
0:10.0,C. Lee makes free throw 2 of 2,1,130-128,,
0:03.0,,,130-130,2,D. Schroder makes 2-pt shot from 1 ft
0:03.0,New York full timeout,,130-130,,
0:01.0,C. Lee misses 2-pt shot from 21 ft,,130-130,,
0:00.0,Offensive rebound by Team,,130-130,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
5:00.0,Start of 4th overtime,,,,Start of 4th overtime
5:00.0,Jump ball: P. Millsap vs. K. O'Quinn (M. Muscala gains possession),,,,Jump ball: P. Millsap vs. K. O'Quinn (M. Muscala gains possession)
4:45.0,,,130-130,,K. Bazemore misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by K. O'Quinn,,130-130,,
4:37.0,M. Kuzminskas misses 3-pt shot from 23 ft,,130-130,,
4:37.0,,,130-130,,Defensive rebound by Team
4:37.0,Loose ball foul by K. O'Quinn (drawn by M. Muscala),,130-130,,
4:25.0,,,130-130,,P. Millsap misses 2-pt shot from 1 ft
4:25.0,,,130-130,,Offensive rebound by Team
4:12.0,,,130-130,,M. Delaney misses 2-pt shot from 3 ft
4:11.0,Defensive rebound by J. Holiday,,130-130,,
4:02.0,B. Jennings makes 3-pt shot from 26 ft,3,133-130,,
3:43.0,,,133-133,3,K. Bazemore makes 3-pt shot from 23 ft (assist by M. Delaney)
3:24.0,J. Holiday makes 3-pt shot from 24 ft (assist by M. Kuzminskas),3,136-133,,
3:10.0,,,136-136,3,K. Bazemore makes 3-pt shot from 25 ft (assist by M. Muscala)
2:56.0,B. Jennings makes 3-pt shot from 23 ft,3,139-136,,
2:39.0,,,139-136,,D. Schroder misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by K. O'Quinn,,139-136,,
2:36.0,New York full timeout,,139-136,,
2:36.0,,,139-136,,T. Hardaway enters the game for D. Schroder
2:19.0,K. O'Quinn misses 2-pt shot from 1 ft,,139-136,,
2:15.0,,,139-136,,Defensive rebound by P. Millsap
2:00.0,,,139-136,,P. Millsap misses 2-pt shot from 17 ft
1:57.0,Defensive rebound by M. Kuzminskas,,139-136,,
1:45.0,M. Kuzminskas misses 3-pt shot from 25 ft,,139-136,,
1:43.0,,,139-136,,Defensive rebound by K. Bazemore
1:38.0,,,139-138,2,K. Bazemore makes 2-pt shot at rim
1:23.0,B. Jennings misses 2-pt shot from 10 ft,,139-138,,
1:23.0,,,139-138,,Defensive rebound by Team
1:23.0,Loose ball foul by K. O'Quinn (drawn by M. Muscala),,139-138,,
1:14.0,,,139-138,,Shooting foul by K. O'Quinn (drawn by P. Millsap)
1:14.0,,,139-139,1,P. Millsap makes free throw 1 of 2
1:14.0,,,139-139,,P. Millsap misses free throw 2 of 2
1:14.0,W. Hernangomez enters the game for K. O'Quinn,,139-138,,
1:12.0,Defensive rebound by J. Holiday,,139-139,,
1:12.0,Jump ball: J. Holiday vs. P. Millsap (C. Lee gains possession),,,,Jump ball: J. Holiday vs. P. Millsap (C. Lee gains possession)
0:46.0,B. Jennings misses 3-pt shot from 24 ft,,139-139,,
0:45.0,Offensive rebound by Team,,139-139,,
0:45.0,Turnover by Team (shot clock),,139-139,,
0:30.0,,,139-139,,T. Hardaway misses 2-pt shot from 2 ft
0:27.0,,,139-139,,Offensive rebound by P. Millsap
0:27.0,,,139-141,2,P. Millsap makes 2-pt shot from 1 ft
0:27.0,New York full timeout,,139-141,,
0:15.0,Turnover by C. Lee (bad pass),,139-141,,
0:15.0,,,139-141,,Atlanta full timeout
0:15.0,R. Baker enters the game for B. Jennings,,139-141,,
0:15.0,,,139-141,,D. Schroder enters the game for K. Bazemore
0:15.0,,,139-141,,M. Dunleavy enters the game for M. Muscala
0:10.0,Personal take foul by W. Hernangomez (drawn by D. Schroder),,139-141,,
0:10.0,,,139-142,1,D. Schroder makes free throw 1 of 2
0:10.0,,,139-142,,D. Schroder misses free throw 2 of 2
0:10.0,,,139-142,,M. Muscala enters the game for M. Dunleavy
0:10.0,,,139-142,,K. Bazemore enters the game for T. Hardaway
0:08.0,Defensive rebound by J. Holiday,,139-142,,
0:08.0,New York full timeout,,139-142,,
0:08.0,B. Jennings enters the game for M. Kuzminskas,,139-142,,
0:05.0,C. Lee misses 3-pt shot from 25 ft,,139-142,,
0:03.0,Offensive rebound by C. Lee,,139-142,,
0:02.0,C. Lee misses 3-pt shot from 24 ft,,139-142,,
0:00.0,Offensive rebound by Team,,139-142,,
0:00.0,End of 4th overtime,,,,End of 4th overtime
