time,Chicago,pts.away,score,pts.home,Atlanta
2:38.0,,,81-95,2,K. Humphries makes 2-pt shot from 1 ft (assist by T. Hardaway)
2:24.0,N. Mirotic misses 3-pt shot from 25 ft,,81-95,,
2:22.0,Offensive rebound by B. Portis,,81-95,,
2:20.0,B. Portis makes 2-pt shot from 2 ft,2,83-95,,
2:05.0,,,83-95,,M. Delaney misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by P. Zipser,,83-95,,
1:56.0,P. Zipser makes 2-pt shot from 1 ft,2,85-95,,
1:56.0,Shooting foul by K. Humphries (drawn by P. Zipser),,85-95,,
1:56.0,P. Zipser makes free throw 1 of 1,1,86-95,,
1:56.0,,,85-95,,P. Millsap enters the game for M. Scott
1:41.0,,,86-95,,T. Hardaway misses 2-pt shot from 11 ft (block by D. Valentine)
1:40.0,Defensive rebound by N. Mirotic,,86-95,,
1:34.0,,,86-95,,Personal block foul by K. Humphries (drawn by P. Zipser)
1:34.0,P. Zipser makes free throw 1 of 2,1,87-95,,
1:34.0,P. Zipser makes free throw 2 of 2,1,88-95,,
1:34.0,,,87-95,,D. Schroder enters the game for D. Bembry
1:19.0,,,88-95,,P. Millsap misses 2-pt shot from 4 ft
1:18.0,Defensive rebound by D. Valentine,,88-95,,
1:09.0,B. Portis makes 2-pt shot at rim (assist by N. Mirotic),2,90-95,,
1:00.0,Personal foul by P. Zipser (drawn by T. Hardaway),,90-95,,
0:53.0,,,90-97,2,D. Schroder makes 2-pt shot from 16 ft
0:53.0,Chicago full timeout,,90-97,,
0:52.0,Turnover by J. Grant (bad pass; steal by M. Delaney),,90-97,,
0:52.0,Personal foul by D. Valentine (drawn by M. Delaney),,90-97,,
0:52.0,,,90-97,,M. Delaney misses free throw 1 of 2
0:52.0,,,90-97,,Offensive rebound by Team
0:52.0,,,90-98,1,M. Delaney makes free throw 2 of 2
0:52.0,Chicago full timeout,,90-98,,
0:52.0,,,90-98,,D. Bembry enters the game for D. Schroder
0:45.0,P. Zipser misses 3-pt shot from 25 ft,,90-98,,
0:44.0,,,90-98,,Defensive rebound by P. Millsap
0:36.0,,,90-100,2,D. Bembry makes 2-pt shot at rim (assist by T. Hardaway)
0:29.0,J. Grant makes 3-pt shot from 24 ft,3,93-100,,
0:26.0,Personal take foul by N. Mirotic (drawn by M. Delaney),,93-100,,
0:26.0,,,93-101,1,M. Delaney makes free throw 1 of 2
0:26.0,,,93-102,1,M. Delaney makes free throw 2 of 2
0:26.0,,,93-101,,M. Scott enters the game for P. Millsap
0:26.0,,,93-101,,T. Waller-Prince enters the game for T. Hardaway
0:19.0,Turnover by J. Grant (step out of bounds),,93-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
