time,Philadelphia,pts.away,score,pts.home,Atlanta
5:55.0,S. Rodriguez makes 3-pt shot from 25 ft (assist by J. Okafor),3,89-100,,
5:42.0,,,89-103,3,T. Hardaway makes 3-pt shot from 24 ft (assist by M. Muscala)
5:20.0,R. Covington misses 2-pt shot from 2 ft,,89-103,,
5:19.0,,,89-103,,Defensive rebound by M. Muscala
5:15.0,,,89-103,,T. Hardaway misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by S. Rodriguez,,89-103,,
5:02.0,Shooting foul by K. Humphries (drawn by J. Okafor),,89-103,,
5:02.0,Official timeout,,89-103,,
5:02.0,J. Okafor misses free throw 1 of 2,,89-103,,
5:02.0,Offensive rebound by Team,,89-103,,
5:02.0,J. Okafor misses free throw 2 of 2,,89-103,,
5:02.0,,,89-103,,D. Howard enters the game for K. Humphries
5:02.0,N. Stauskas enters the game for G. Henderson,,89-103,,
4:59.0,,,89-103,,Defensive rebound by T. Hardaway
4:49.0,,,89-103,,T. Hardaway misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by J. Okafor,,89-103,,
4:31.0,S. Rodriguez misses 3-pt shot from 23 ft,,89-103,,
4:29.0,,,89-103,,Defensive rebound by D. Howard
4:21.0,,,89-105,2,K. Bazemore makes 2-pt shot from 1 ft
4:04.0,J. Okafor misses 2-pt shot from 2 ft,,89-105,,
4:03.0,Offensive rebound by J. Okafor,,89-105,,
4:03.0,E. Ilyasova enters the game for J. Okafor,,89-105,,
3:51.0,Offensive charge foul by R. Covington,,89-105,,
3:51.0,Turnover by R. Covington (offensive foul),,89-105,,
3:37.0,,,89-105,,D. Howard misses 2-pt shot at rim
3:36.0,,,89-105,,Offensive rebound by M. Muscala
3:36.0,,,89-105,,M. Muscala misses 2-pt shot from 1 ft
3:35.0,Defensive rebound by N. Stauskas,,89-105,,
3:26.0,Turnover by R. Covington (bad pass; steal by K. Bazemore),,89-105,,
3:17.0,,,89-108,3,D. Schroder makes 3-pt shot from 23 ft (assist by T. Hardaway)
3:16.0,Philadelphia full timeout,,89-108,,
3:16.0,T. McConnell enters the game for R. Covington,,89-108,,
3:16.0,T. Luwawu-Cabarrot enters the game for D. Saric,,89-108,,
3:16.0,R. Holmes enters the game for S. Rodriguez,,89-108,,
3:16.0,H. Thompson enters the game for N. Stauskas,,89-108,,
3:16.0,,,89-108,,T. Waller-Prince enters the game for K. Bazemore
3:16.0,,,89-108,,R. Kelly enters the game for D. Howard
3:16.0,,,89-108,,K. Humphries enters the game for D. Schroder
3:16.0,,,89-108,,D. Bembry enters the game for M. Muscala
3:05.0,Shooting foul by K. Humphries (drawn by H. Thompson),,89-108,,
3:05.0,H. Thompson makes free throw 1 of 2,1,90-108,,
3:05.0,H. Thompson makes free throw 2 of 2,1,91-108,,
2:43.0,,,91-108,,R. Kelly misses 2-pt shot at rim
2:41.0,,,91-108,,Offensive rebound by K. Humphries
2:41.0,,,91-110,2,K. Humphries makes 2-pt shot at rim
2:29.0,T. Luwawu-Cabarrot makes 2-pt shot from 2 ft (assist by T. McConnell),2,93-110,,
2:16.0,,,93-110,,Shooting foul by H. Thompson (drawn by K. Humphries)
2:16.0,,,93-111,1,K. Humphries makes free throw 1 of 2
2:16.0,,,93-112,1,K. Humphries makes free throw 2 of 2
1:56.0,R. Holmes misses 3-pt shot from 25 ft,,93-112,,
1:53.0,Offensive rebound by H. Thompson,,93-112,,
1:50.0,H. Thompson misses 2-pt shot from 11 ft,,93-112,,
1:49.0,Offensive rebound by R. Holmes,,93-112,,
1:49.0,Shooting foul by T. Waller-Prince (drawn by R. Holmes),,93-112,,
1:49.0,R. Holmes misses free throw 1 of 2,,93-112,,
1:49.0,Offensive rebound by Team,,93-112,,
1:49.0,R. Holmes makes free throw 2 of 2,1,94-112,,
1:48.0,Personal foul by T. McConnell,,94-112,,
1:38.0,,,94-112,,D. Bembry misses 2-pt shot from 12 ft
1:37.0,,,94-112,,Offensive rebound by D. Bembry
1:35.0,,,94-112,,D. Bembry misses 2-pt shot at rim
1:34.0,Defensive rebound by R. Holmes,,94-112,,
1:28.0,H. Thompson makes 2-pt shot at rim (assist by T. McConnell),2,96-112,,
1:11.0,,,96-115,3,T. Hardaway makes 3-pt shot from 26 ft (assist by R. Kelly)
0:57.0,E. Ilyasova misses 3-pt shot from 25 ft,,96-115,,
0:55.0,,,96-115,,Defensive rebound by T. Waller-Prince
0:43.0,,,96-117,2,T. Waller-Prince makes 2-pt shot from 1 ft
0:30.0,H. Thompson misses 3-pt shot from 24 ft,,96-117,,
0:28.0,,,96-117,,Defensive rebound by K. Humphries
0:06.0,,,96-117,,T. Waller-Prince misses 2-pt shot from 10 ft
0:04.0,Defensive rebound by R. Holmes,,96-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
