time,Utah,pts.away,score,pts.home,Memphis
3:05.0,R. Hood misses 2-pt shot from 8 ft,,69-66,,
3:05.0,Offensive rebound by R. Hood,,69-66,,
3:05.0,R. Hood misses 2-pt shot from 8 ft,,69-66,,
3:03.0,,,69-66,,Defensive rebound by M. Gasol
3:03.0,,,69-66,,Turnover by M. Gasol (bad pass)
2:56.0,G. Hayward makes 3-pt shot from 27 ft (assist by S. Mack),3,72-66,,
2:40.0,,,72-68,2,M. Gasol makes 2-pt shot from 1 ft (assist by M. Conley)
2:18.0,S. Mack makes 3-pt shot from 24 ft (assist by G. Hayward),3,75-68,,
2:03.0,Personal foul by R. Gobert (drawn by M. Gasol),,75-68,,
2:03.0,,,75-68,,J. Green enters the game for Z. Randolph
1:52.0,,,75-68,,M. Gasol misses 2-pt shot from 14 ft
1:51.0,Defensive rebound by S. Mack,,75-68,,
1:42.0,Offensive foul by G. Hayward,,75-68,,
1:42.0,Turnover by G. Hayward (offensive foul),,75-68,,
1:42.0,,,75-68,,T. Daniels enters the game for T. Allen
1:28.0,,,75-68,,Shooting foul by R. Gobert (drawn by M. Conley)
1:28.0,,,75-69,1,M. Conley makes free throw 1 of 2
1:28.0,,,75-70,1,M. Conley makes free throw 2 of 2
1:28.0,,,75-69,,T. Allen enters the game for T. Daniels
1:10.0,R. Gobert makes 2-pt shot from 1 ft (assist by S. Mack),2,77-70,,
1:02.0,,,77-70,,M. Conley misses 2-pt shot from 22 ft
1:02.0,Defensive rebound by Team,,77-70,,
1:00.0,Utah full timeout,,77-70,,
0:56.0,R. Gobert makes 2-pt shot at rim (assist by B. Diaw),2,79-70,,
0:43.0,Personal foul by R. Gobert (drawn by M. Conley),,79-70,,
0:43.0,,,79-70,,M. Conley misses free throw 1 of 2
0:43.0,,,79-70,,Offensive rebound by Team
0:43.0,,,79-71,1,M. Conley makes free throw 2 of 2
0:37.0,,,79-71,,Personal foul by J. Green (drawn by S. Mack)
0:24.0,G. Hayward makes 3-pt shot from 25 ft (assist by S. Mack),3,82-71,,
0:10.0,,,82-71,,M. Conley misses 3-pt shot from 25 ft
0:09.0,,,82-71,,Offensive rebound by T. Allen
0:08.0,,,82-73,2,T. Allen makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
