time,Atlanta,pts.away,score,pts.home,Brooklyn
9:24.0,T. Hardaway makes free throw 2 of 2,1,91-78,,
9:06.0,,,91-78,,S. Dinwiddie misses 2-pt shot from 3 ft (block by M. Muscala)
9:04.0,Defensive rebound by K. Humphries,,91-78,,
9:00.0,K. Humphries makes 2-pt shot from 2 ft,2,93-78,,
8:50.0,,,93-78,,Turnover by B. Bogdanovic (bad pass; steal by M. Muscala)
8:38.0,T. Waller-Prince misses 2-pt shot from 16 ft,,93-78,,
8:37.0,,,93-78,,Defensive rebound by J. Hamilton
8:27.0,,,93-78,,B. Lopez misses 3-pt shot from 23 ft
8:26.0,Defensive rebound by T. Waller-Prince,,93-78,,
8:07.0,K. Humphries misses 3-pt shot from 24 ft,,93-78,,
8:06.0,,,93-78,,Defensive rebound by S. Dinwiddie
8:03.0,Personal foul by M. Muscala (drawn by B. Lopez),,93-78,,
8:03.0,Official timeout,,93-78,,
8:03.0,D. Howard enters the game for K. Humphries,,93-78,,
8:03.0,K. Bazemore enters the game for T. Hardaway,,93-78,,
7:45.0,,,93-78,,C. LeVert misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by M. Delaney,,93-78,,
7:24.0,T. Waller-Prince misses 3-pt shot from 23 ft,,93-78,,
7:23.0,,,93-78,,Defensive rebound by S. Dinwiddie
7:09.0,,,93-80,2,B. Lopez makes 2-pt shot from 6 ft
6:56.0,Turnover by M. Delaney (bad pass; steal by S. Dinwiddie),,93-80,,
6:53.0,,,93-80,,Turnover by S. Dinwiddie (lost ball)
6:53.0,P. Millsap enters the game for T. Waller-Prince,,93-80,,
6:53.0,D. Schroder enters the game for M. Delaney,,93-80,,
6:53.0,T. Sefolosha enters the game for M. Muscala,,93-80,,
6:45.0,P. Millsap makes 2-pt shot from 19 ft (assist by D. Schroder),2,95-80,,
6:24.0,,,95-83,3,C. LeVert makes 3-pt shot from 24 ft (assist by S. Dinwiddie)
5:57.0,P. Millsap makes 2-pt shot from 20 ft (assist by D. Schroder),2,97-83,,
5:47.0,,,97-83,,B. Bogdanovic misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by T. Sefolosha,,97-83,,
5:41.0,Turnover by T. Sefolosha (bad pass),,97-83,,
5:41.0,,,97-83,,Brooklyn full timeout
5:41.0,,,97-83,,Technical foul by Team
5:41.0,D. Schroder makes technical free throw,1,98-83,,
5:41.0,,,97-83,,S. Kilpatrick enters the game for B. Bogdanovic
5:25.0,,,98-83,,Turnover by C. LeVert (bad pass; steal by D. Schroder)
5:22.0,D. Schroder makes 2-pt shot from 18 ft,2,100-83,,
5:05.0,,,100-83,,S. Dinwiddie misses 2-pt shot from 3 ft
5:04.0,Defensive rebound by P. Millsap,,100-83,,
4:53.0,P. Millsap makes 2-pt shot from 14 ft (assist by D. Schroder),2,102-83,,
4:52.0,,,102-83,,Brooklyn full timeout
4:52.0,,,102-83,,R. Foye enters the game for B. Lopez
4:52.0,,,102-83,,I. Whitehead enters the game for B. Bogdanovic
4:52.0,,,102-83,,R. Hollis-Jefferson enters the game for J. Hamilton
4:52.0,,,102-83,,B. Bogdanovic enters the game for S. Dinwiddie
4:52.0,,,102-83,,L. Scola enters the game for C. LeVert
4:31.0,,,102-83,,R. Hollis-Jefferson misses 2-pt shot from 15 ft
4:30.0,Defensive rebound by P. Millsap,,102-83,,
4:20.0,P. Millsap makes 2-pt shot from 15 ft (assist by D. Schroder),2,104-83,,
4:09.0,Personal foul by D. Schroder (drawn by I. Whitehead),,104-83,,
4:09.0,M. Muscala enters the game for P. Millsap,,104-83,,
3:58.0,,,104-85,2,I. Whitehead makes 2-pt shot from 3 ft (assist by L. Scola)
3:37.0,,,104-85,,Shooting block foul by R. Hollis-Jefferson (drawn by D. Schroder)
3:37.0,D. Schroder makes free throw 1 of 2,1,105-85,,
3:37.0,D. Schroder makes free throw 2 of 2,1,106-85,,
3:37.0,M. Scott enters the game for D. Howard,,105-85,,
3:25.0,,,106-85,,Turnover by S. Kilpatrick (bad pass; steal by K. Bazemore)
3:19.0,K. Bazemore makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,108-85,,
3:12.0,,,108-85,,Turnover by R. Hollis-Jefferson (lost ball)
3:12.0,Atlanta full timeout,,108-85,,
3:12.0,T. Waller-Prince enters the game for D. Schroder,,108-85,,
3:12.0,D. Bembry enters the game for T. Sefolosha,,108-85,,
3:12.0,K. Humphries enters the game for K. Bazemore,,108-85,,
2:54.0,T. Waller-Prince makes 3-pt shot from 25 ft (assist by D. Bembry),3,111-85,,
2:34.0,,,111-85,,I. Whitehead misses 2-pt shot from 17 ft
2:34.0,,,111-85,,Offensive rebound by L. Scola
2:32.0,,,111-85,,Shooting foul by K. Humphries (drawn by S. Kilpatrick)
2:32.0,,,111-85,,S. Kilpatrick misses free throw 1 of 2
2:32.0,,,111-85,,Offensive rebound by Team
2:32.0,,,111-86,1,S. Kilpatrick makes free throw 2 of 2
2:05.0,T. Waller-Prince misses 3-pt shot from 24 ft,,111-86,,
2:04.0,Offensive rebound by T. Waller-Prince,,111-86,,
2:03.0,Shooting foul by R. Foye (drawn by T. Waller-Prince),,111-86,,
2:03.0,T. Waller-Prince makes free throw 1 of 2,1,112-86,,
2:03.0,T. Waller-Prince makes free throw 2 of 2,1,113-86,,
1:54.0,,,113-86,,R. Hollis-Jefferson misses 2-pt shot from 3 ft
1:53.0,Defensive rebound by T. Waller-Prince,,113-86,,
1:42.0,D. Bembry misses 2-pt shot from 7 ft,,113-86,,
1:40.0,,,113-86,,Defensive rebound by L. Scola
1:35.0,,,113-86,,S. Kilpatrick misses 2-pt shot from 1 ft (block by T. Waller-Prince)
1:34.0,,,113-86,,Offensive rebound by L. Scola
1:33.0,,,113-86,,L. Scola misses 2-pt shot from 2 ft
1:32.0,,,113-86,,Offensive rebound by L. Scola
1:31.0,,,113-88,2,L. Scola makes 2-pt shot from 2 ft
1:18.0,D. Bembry makes 2-pt shot from 19 ft,2,115-88,,
1:18.0,,,115-88,,Brooklyn full timeout
1:18.0,,,115-88,,Q. Acy enters the game for R. Hollis-Jefferson
1:11.0,,,115-88,,R. Foye misses 3-pt shot from 25 ft
1:10.0,,,115-88,,Offensive rebound by Q. Acy
1:09.0,Personal foul by M. Scott (drawn by Q. Acy),,115-88,,
1:09.0,,,115-88,,Q. Acy misses free throw 1 of 2
1:09.0,,,115-88,,Offensive rebound by Team
1:09.0,,,115-89,1,Q. Acy makes free throw 2 of 2
0:43.0,D. Bembry misses 3-pt shot from 25 ft,,115-89,,
0:42.0,,,115-89,,Defensive rebound by S. Kilpatrick
0:37.0,,,115-91,2,S. Kilpatrick makes 2-pt shot from 2 ft
0:19.0,,,115-91,,Personal foul by I. Whitehead (drawn by K. Humphries)
0:19.0,K. Humphries misses free throw 1 of 2,,115-91,,
0:19.0,Offensive rebound by Team,,115-91,,
0:19.0,K. Humphries makes free throw 2 of 2,1,116-91,,
0:09.0,,,116-91,,Shooting foul by M. Scott (drawn by Q. Acy)
0:09.0,,,116-94,3,Q. Acy makes 3-pt shot from 26 ft (assist by R. Foye)
0:09.0,,,116-94,,Q. Acy misses free throw 1 of 1
0:09.0,,,116-94,,Offensive rebound by L. Scola
0:03.0,,,116-97,3,S. Kilpatrick makes 3-pt shot from 25 ft (assist by I. Whitehead)
0:02.0,,,116-97,,Personal foul by I. Whitehead
0:02.0,D. Bembry makes free throw 1 of 2,1,117-97,,
0:02.0,D. Bembry misses free throw 2 of 2,,117-97,,
0:02.0,Offensive rebound by K. Humphries,,117-97,,
0:02.0,K. Humphries misses 2-pt shot from 3 ft,,117-97,,
0:00.0,Offensive rebound by Team,,117-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
