time,Detroit,pts.away,score,pts.home,Orlando
4:58.0,,,96-99,3,M. Hezonja makes 3-pt shot from 25 ft (assist by E. Payton)
4:39.0,Shooting foul by A. Gordon (drawn by T. Harris),,96-99,,
4:39.0,T. Harris misses free throw 1 of 2,,96-99,,
4:39.0,Offensive rebound by Team,,96-99,,
4:39.0,T. Harris misses free throw 2 of 2,,96-99,,
4:39.0,K. Caldwell-Pope enters the game for J. Leuer,,96-99,,
4:37.0,Offensive rebound by H. Ellenson,,96-99,,
4:36.0,H. Ellenson makes 2-pt shot from 1 ft,2,98-99,,
4:22.0,,,98-101,2,E. Payton makes 2-pt shot from 5 ft
4:05.0,I. Smith makes 2-pt shot from 17 ft,2,100-101,,
3:50.0,,,100-101,,E. Payton misses 2-pt shot from 7 ft
3:49.0,Defensive rebound by I. Smith,,100-101,,
3:43.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,100-101,,
3:40.0,,,100-101,,Defensive rebound by A. Gordon
3:33.0,,,100-101,,A. Gordon misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by K. Caldwell-Pope,,100-101,,
3:24.0,H. Ellenson misses 2-pt shot from 23 ft,,100-101,,
3:24.0,,,100-101,,Defensive rebound by A. Gordon
3:08.0,,,100-101,,E. Payton misses 2-pt shot from 8 ft
3:08.0,Defensive rebound by H. Ellenson,,100-101,,
2:57.0,R. Bullock misses 3-pt shot from 26 ft,,100-101,,
2:57.0,Offensive rebound by I. Smith,,100-101,,
2:53.0,H. Ellenson misses 2-pt shot from 19 ft,,100-101,,
2:53.0,,,100-101,,Defensive rebound by A. Gordon
2:45.0,,,100-103,2,A. Gordon makes 2-pt shot from 1 ft
2:44.0,Detroit full timeout,,100-103,,
2:44.0,B. Marjanovic enters the game for H. Ellenson,,100-103,,
2:44.0,,,100-103,,S. Zimmerman enters the game for M. Georges-Hunt
2:32.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,100-103,,
2:31.0,Offensive rebound by B. Marjanovic,,100-103,,
2:31.0,B. Marjanovic misses 2-pt shot from 1 ft,,100-103,,
2:31.0,Offensive rebound by B. Marjanovic,,100-103,,
2:31.0,Shooting foul by S. Zimmerman (drawn by B. Marjanovic),,100-103,,
2:31.0,B. Marjanovic makes 2-pt shot from 1 ft,2,102-103,,
2:31.0,B. Marjanovic makes free throw 1 of 1,1,103-103,,
2:17.0,,,103-103,,M. Hezonja misses 3-pt shot from 24 ft
2:17.0,Defensive rebound by R. Bullock,,103-103,,
2:06.0,K. Caldwell-Pope misses 3-pt shot from 22 ft,,103-103,,
2:05.0,,,103-103,,Defensive rebound by M. Hezonja
1:56.0,,,103-105,2,S. Zimmerman makes 2-pt shot from 8 ft (assist by E. Payton)
1:32.0,Shooting foul by P. Garino (drawn by T. Harris),,103-105,,
1:32.0,T. Harris misses free throw 1 of 2,,103-105,,
1:32.0,Offensive rebound by Team,,103-105,,
1:32.0,T. Harris misses free throw 2 of 2,,103-105,,
1:31.0,Offensive rebound by T. Harris,,103-105,,
1:23.0,I. Smith misses 2-pt shot from 20 ft,,103-105,,
1:23.0,Offensive rebound by B. Marjanovic,,103-105,,
1:23.0,B. Marjanovic makes 2-pt shot at rim,2,105-105,,
1:23.0,Shooting foul by S. Zimmerman (drawn by B. Marjanovic),,105-105,,
1:23.0,B. Marjanovic makes free throw 1 of 1,1,106-105,,
1:12.0,,,106-107,2,E. Payton makes 2-pt shot from 5 ft
0:56.0,Turnover by K. Caldwell-Pope (lost ball; steal by M. Hezonja),,106-107,,
0:56.0,Personal foul by K. Caldwell-Pope (drawn by M. Hezonja),,106-107,,
0:45.0,,,106-109,2,E. Payton makes 2-pt shot from 16 ft
0:37.0,I. Smith misses 3-pt shot from 25 ft,,106-109,,
0:36.0,,,106-109,,Defensive rebound by E. Payton
0:18.0,,,106-111,2,E. Payton makes 2-pt shot from 14 ft
0:18.0,Detroit full timeout,,106-111,,
0:18.0,,,106-111,,M. Georges-Hunt enters the game for S. Zimmerman
0:13.0,R. Bullock makes 3-pt shot from 24 ft (assist by I. Smith),3,109-111,,
0:12.0,Personal take foul by B. Marjanovic (drawn by M. Georges-Hunt),,109-111,,
0:12.0,,,109-112,1,M. Georges-Hunt makes free throw 1 of 2
0:12.0,,,109-113,1,M. Georges-Hunt makes free throw 2 of 2
0:12.0,Detroit full timeout,,109-113,,
0:12.0,A. Drummond enters the game for T. Harris,,109-112,,
0:12.0,T. Harris enters the game for A. Drummond,,109-113,,
0:08.0,I. Smith misses 3-pt shot from 26 ft,,109-113,,
0:06.0,,,109-113,,Defensive rebound by E. Payton
0:00.0,End of 4th quarter,,,,End of 4th quarter
