time,Golden State,pts.away,score,pts.home,San Antonio
3:04.0,,,103-94,,Turnover by K. Leonard (lost ball)
2:51.0,D. West makes 2-pt shot from 2 ft (assist by S. Curry),2,105-94,,
2:51.0,,,105-94,,San Antonio full timeout
2:39.0,,,105-96,2,K. Leonard makes 2-pt shot at rim (assist by P. Gasol)
2:20.0,A. Iguodala misses 2-pt shot from 1 ft,,105-96,,
2:19.0,Offensive rebound by D. Green,,105-96,,
2:08.0,S. Curry makes 2-pt shot from 1 ft (assist by D. Green),2,107-96,,
1:50.0,,,107-96,,Turnover by D. Green (bad pass)
1:30.0,K. Thompson misses 3-pt shot from 24 ft,,107-96,,
1:29.0,,,107-96,,Defensive rebound by P. Gasol
1:15.0,,,107-96,,P. Gasol misses 2-pt shot from 16 ft
1:14.0,Defensive rebound by S. Curry,,107-96,,
0:52.0,D. West makes 3-pt shot from 24 ft (assist by S. Curry),3,110-96,,
0:52.0,,,110-96,,San Antonio full timeout
0:52.0,,,110-96,,D. Bertans enters the game for K. Leonard
0:52.0,,,110-96,,B. Forbes enters the game for L. Aldridge
0:52.0,,,110-96,,K. Anderson enters the game for D. Green
0:52.0,,,110-96,,J. Simmons enters the game for P. Mills
0:52.0,,,110-96,,D. Dedmon enters the game for P. Gasol
0:52.0,J. McGee enters the game for D. Green,,110-96,,
0:52.0,I. Clark enters the game for K. Thompson,,110-96,,
0:52.0,P. McCaw enters the game for S. Curry,,110-96,,
0:52.0,M. Barnes enters the game for A. Iguodala,,110-96,,
0:52.0,J. McAdoo enters the game for D. West,,110-96,,
0:36.0,,,110-96,,D. Dedmon misses 2-pt shot from 2 ft (block by J. McGee)
0:33.0,,,110-96,,Offensive rebound by B. Forbes
0:32.0,,,110-98,2,D. Dedmon makes 2-pt shot from 16 ft (assist by B. Forbes)
0:09.0,M. Barnes misses 2-pt shot from 21 ft,,110-98,,
0:08.0,,,110-98,,Defensive rebound by D. Dedmon
0:00.0,,,110-98,,K. Anderson misses 3-pt shot from 25 ft
0:00.0,,,110-98,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
