time,Boston,pts.away,score,pts.home,Brooklyn
7:48.0,,,78-76,,B. Lopez enters the game for A. Nicholson
7:32.0,G. Green misses 2-pt shot from 19 ft,,78-76,,
7:31.0,,,78-76,,Defensive rebound by Team
7:20.0,,,78-76,,Shooting foul by A. Johnson (drawn by R. Foye)
7:20.0,,,78-77,1,R. Foye makes free throw 1 of 2
7:20.0,,,78-77,,R. Foye misses free throw 2 of 2
7:20.0,A. Bradley enters the game for M. Smart,,78-77,,
7:20.0,T. Rozier enters the game for A. Johnson,,78-77,,
7:19.0,Defensive rebound by G. Green,,78-77,,
6:55.0,A. Bradley makes 2-pt shot from 16 ft,2,80-77,,
6:37.0,,,80-77,,B. Lopez misses 2-pt shot from 1 ft (block by A. Horford)
6:34.0,Defensive rebound by A. Bradley,,80-77,,
6:29.0,Turnover by A. Bradley (lost ball; steal by S. Dinwiddie),,80-77,,
6:24.0,,,80-77,,Turnover by R. Foye (step out of bounds)
6:24.0,,,80-77,,Personal foul by B. Lopez (drawn by G. Green)
6:24.0,,,80-77,,C. LeVert enters the game for I. Whitehead
6:16.0,A. Horford misses 2-pt shot from 19 ft,,80-77,,
6:15.0,,,80-77,,Defensive rebound by Q. Acy
5:56.0,,,80-77,,R. Foye misses 2-pt shot from 8 ft
5:54.0,Defensive rebound by A. Horford,,80-77,,
5:43.0,A. Bradley misses 3-pt shot from 25 ft,,80-77,,
5:42.0,,,80-77,,Defensive rebound by Q. Acy
5:21.0,,,80-80,3,R. Foye makes 3-pt shot from 28 ft (assist by B. Lopez)
4:59.0,A. Horford makes 3-pt shot from 25 ft,3,83-80,,
4:39.0,,,83-83,3,C. LeVert makes 3-pt shot from 25 ft (assist by B. Lopez)
4:20.0,A. Horford makes 2-pt shot from 5 ft (assist by A. Bradley),2,85-83,,
4:05.0,,,85-85,2,Q. Acy makes 2-pt shot from 2 ft (assist by B. Lopez)
3:36.0,J. Crowder makes 3-pt shot from 25 ft (assist by A. Horford),3,88-85,,
3:17.0,,,88-85,,S. Dinwiddie misses 2-pt shot from 13 ft
3:16.0,Defensive rebound by G. Green,,88-85,,
2:56.0,T. Rozier misses 3-pt shot from 26 ft,,88-85,,
2:55.0,Offensive rebound by A. Horford,,88-85,,
2:52.0,J. Crowder makes 2-pt shot at rim (assist by A. Horford),2,90-85,,
2:52.0,Shooting foul by S. Dinwiddie (drawn by J. Crowder),,90-85,,
2:52.0,Official timeout,,90-85,,
2:52.0,J. Crowder makes free throw 1 of 1,1,91-85,,
2:52.0,,,90-85,,J. Lin enters the game for R. Foye
2:33.0,,,91-85,,C. LeVert misses 3-pt shot from 25 ft
2:32.0,Defensive rebound by T. Rozier,,91-85,,
2:17.0,A. Horford makes 2-pt shot from 19 ft (assist by T. Rozier),2,93-85,,
2:09.0,,,93-87,2,B. Lopez makes 2-pt shot from 6 ft (assist by J. Lin)
1:44.0,G. Green misses 3-pt shot from 24 ft,,93-87,,
1:43.0,,,93-87,,Defensive rebound by J. Lin
1:33.0,,,93-87,,B. Lopez misses 2-pt shot from 6 ft
1:32.0,,,93-87,,Offensive rebound by C. LeVert
1:17.0,,,93-89,2,B. Lopez makes 2-pt shot from 7 ft (assist by J. Lin)
1:01.0,Boston full timeout,,93-89,,
1:01.0,M. Smart enters the game for T. Rozier,,93-89,,
0:53.0,Turnover by Team (shot clock),,93-89,,
0:53.0,J. Brown enters the game for G. Green,,93-89,,
0:45.0,Personal foul by M. Smart (drawn by S. Dinwiddie),,93-89,,
0:45.0,,,93-90,1,S. Dinwiddie makes free throw 1 of 2
0:45.0,,,93-91,1,S. Dinwiddie makes free throw 2 of 2
0:26.0,A. Horford misses 3-pt shot from 26 ft,,93-91,,
0:26.0,Offensive rebound by Team,,93-91,,
0:26.0,,,93-91,,Loose ball foul by J. Lin (drawn by M. Smart)
0:26.0,T. Rozier enters the game for J. Brown,,93-91,,
0:24.0,,,93-91,,Personal foul by B. Lopez (drawn by M. Smart)
0:24.0,M. Smart makes free throw 1 of 2,1,94-91,,
0:24.0,M. Smart makes free throw 2 of 2,1,95-91,,
0:24.0,,,95-91,,Brooklyn full timeout
0:24.0,J. Brown enters the game for T. Rozier,,94-91,,
0:24.0,,,95-91,,R. Foye enters the game for S. Dinwiddie
0:17.0,,,95-93,2,J. Lin makes 2-pt shot from 12 ft
0:17.0,Boston full timeout,,95-93,,
0:17.0,T. Rozier enters the game for J. Brown,,95-93,,
0:15.0,,,95-93,,Personal foul by R. Foye (drawn by M. Smart)
0:15.0,M. Smart makes free throw 1 of 2,1,96-93,,
0:15.0,M. Smart makes free throw 2 of 2,1,97-93,,
0:15.0,,,97-93,,Brooklyn full timeout
0:15.0,J. Brown enters the game for T. Rozier,,96-93,,
0:10.0,,,97-95,2,R. Foye makes 2-pt shot from 2 ft
0:10.0,Boston full timeout,,97-95,,
0:10.0,,,97-95,,S. Dinwiddie enters the game for B. Lopez
0:10.0,T. Rozier enters the game for J. Brown,,97-95,,
0:09.0,,,97-95,,Personal foul by R. Foye (drawn by A. Bradley)
0:09.0,A. Bradley misses free throw 1 of 2,,97-95,,
0:09.0,Offensive rebound by Team,,97-95,,
0:09.0,A. Bradley makes free throw 2 of 2,1,98-95,,
0:09.0,,,98-95,,Brooklyn full timeout
0:09.0,J. Brown enters the game for T. Rozier,,97-95,,
0:09.0,,,97-95,,B. Lopez enters the game for S. Dinwiddie
0:06.0,,,98-95,,B. Lopez misses 3-pt shot from 25 ft
0:05.0,,,98-95,,Offensive rebound by J. Lin
0:02.0,,,98-95,,Q. Acy misses 3-pt shot from 25 ft
0:01.0,,,98-95,,Offensive rebound by B. Lopez
0:00.0,End of 4th quarter,,,,End of 4th quarter
