time,Toronto,pts.away,score,pts.home,Orlando
2:56.0,Offensive rebound by Team,,87-91,,
2:40.0,J. Valanciunas misses 2-pt shot from 9 ft,,87-91,,
2:39.0,,,87-91,,Defensive rebound by E. Fournier
2:24.0,,,87-91,,S. Ibaka misses 3-pt shot from 26 ft
2:23.0,,,87-91,,Offensive rebound by N. Vucevic
2:23.0,,,87-91,,Shooting foul by K. Lowry (drawn by N. Vucevic)
2:23.0,,,87-91,,N. Vucevic misses free throw 1 of 2
2:23.0,,,87-91,,Offensive rebound by Team
2:23.0,Technical foul by K. Lowry (drawn by N. Vucevic),,87-91,,
2:23.0,,,87-91,,E. Fournier misses technical free throw
2:23.0,,,87-91,,Offensive rebound by Team
2:23.0,,,87-91,,N. Vucevic misses free throw 2 of 2
2:21.0,Defensive rebound by J. Valanciunas,,87-91,,
2:09.0,Turnover by K. Lowry (lost ball; steal by C. Watson),,87-91,,
2:05.0,,,87-93,2,C. Watson makes 2-pt shot from 1 ft
1:47.0,N. Powell misses 2-pt shot from 1 ft,,87-93,,
1:45.0,,,87-93,,Defensive rebound by S. Ibaka
1:29.0,,,87-93,,Turnover by E. Fournier (lost ball; steal by N. Powell)
1:26.0,,,87-93,,Shooting block foul by C. Watson (drawn by N. Powell)
1:26.0,N. Powell makes free throw 1 of 2,1,88-93,,
1:26.0,N. Powell makes free throw 2 of 2,1,89-93,,
1:06.0,,,89-95,2,S. Ibaka makes 2-pt shot from 13 ft (assist by N. Vucevic)
1:06.0,Toronto full timeout,,89-95,,
0:55.0,C. Joseph misses 2-pt shot from 12 ft,,89-95,,
0:53.0,,,89-95,,Defensive rebound by E. Fournier
0:40.0,,,89-95,,Shooting foul by C. Joseph (drawn by E. Fournier)
0:40.0,,,89-96,1,E. Fournier makes free throw 1 of 2
0:40.0,,,89-97,1,E. Fournier makes free throw 2 of 2
0:40.0,Toronto full timeout,,89-97,,
0:40.0,Toronto full timeout,,89-97,,
0:40.0,T. Ross enters the game for L. Nogueira,,89-97,,
0:40.0,,,89-97,,A. Gordon enters the game for N. Vucevic
0:37.0,T. Ross makes 3-pt shot from 25 ft (assist by C. Joseph),3,92-97,,
0:24.0,,,92-97,,Orlando full timeout
0:24.0,,,92-97,,N. Vucevic enters the game for A. Gordon
0:24.0,P. Siakam enters the game for J. Valanciunas,,92-97,,
0:17.0,,,92-97,,Turnover by S. Ibaka (bad pass; steal by C. Joseph)
0:11.0,N. Powell misses 2-pt shot from 1 ft,,92-97,,
0:09.0,,,92-97,,Defensive rebound by Team
0:09.0,,,92-97,,Orlando full timeout
0:09.0,,,92-97,,J. Green enters the game for N. Vucevic
0:09.0,,,92-97,,D. Augustin enters the game for E. Payton
0:08.0,Personal take foul by K. Lowry (drawn by C. Watson),,92-97,,
0:08.0,Technical foul by Team,,92-97,,
0:08.0,,,92-98,1,C. Watson makes technical free throw
0:08.0,,,92-99,1,C. Watson makes free throw 1 of 2
0:08.0,,,92-100,1,C. Watson makes free throw 2 of 2
0:04.0,N. Powell makes 2-pt shot from 2 ft,2,94-100,,
0:03.0,Personal take foul by N. Powell (drawn by E. Fournier),,94-100,,
0:03.0,,,94-101,1,E. Fournier makes free throw 1 of 2
0:03.0,,,94-102,1,E. Fournier makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
