time,Charlotte,pts.away,score,pts.home,Miami
6:36.0,J. Lamb makes 2-pt shot from 12 ft,2,83-81,,
6:28.0,Personal foul by R. Sessions (drawn by G. Dragic),,83-81,,
6:17.0,,,83-81,,Turnover by H. Whiteside (lost ball; steal by M. Kidd-Gilchrist)
5:56.0,J. Lamb misses 3-pt shot from 24 ft,,83-81,,
5:55.0,,,83-81,,Defensive rebound by T. Johnson
5:43.0,,,83-81,,Turnover by J. Johnson (bad pass; steal by M. Belinelli)
5:28.0,R. Sessions misses 3-pt shot from 25 ft,,83-81,,
5:27.0,,,83-81,,Defensive rebound by J. Johnson
5:18.0,,,83-81,,J. Johnson misses 2-pt shot from 3 ft (block by M. Kidd-Gilchrist)
5:17.0,Defensive rebound by S. Hawes,,83-81,,
5:08.0,S. Hawes misses 2-pt shot from 3 ft,,83-81,,
5:07.0,Offensive rebound by J. Lamb,,83-81,,
5:06.0,J. Lamb makes 2-pt shot from 2 ft,2,85-81,,
5:05.0,,,85-81,,Miami full timeout
5:05.0,,,85-81,,Miami full timeout
5:05.0,N. Batum enters the game for M. Kidd-Gilchrist,,85-81,,
5:05.0,M. Williams enters the game for M. Belinelli,,85-81,,
5:05.0,C. Zeller enters the game for R. Sessions,,85-81,,
5:05.0,K. Walker enters the game for S. Hawes,,85-81,,
5:05.0,,,85-81,,J. Winslow enters the game for J. Johnson
4:52.0,,,85-84,3,G. Dragic makes 3-pt shot from 25 ft (assist by J. Winslow)
4:32.0,J. Lamb makes 2-pt shot from 14 ft (assist by K. Walker),2,87-84,,
4:26.0,,,87-84,,G. Dragic misses 2-pt shot from 22 ft
4:25.0,Defensive rebound by K. Walker,,87-84,,
4:04.0,C. Zeller misses 2-pt shot from 9 ft,,87-84,,
4:03.0,Offensive rebound by N. Batum,,87-84,,
3:52.0,K. Walker makes 2-pt shot from 12 ft,2,89-84,,
3:34.0,,,89-84,,D. Waiters misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by M. Williams,,89-84,,
3:23.0,K. Walker makes 2-pt shot from 2 ft,2,91-84,,
3:04.0,,,91-84,,Turnover by J. Winslow (lost ball; steal by M. Williams)
2:49.0,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker),3,94-84,,
2:30.0,,,94-84,,J. Winslow misses 3-pt shot from 25 ft
2:29.0,,,94-84,,Offensive rebound by Team
2:29.0,Loose ball foul by C. Zeller (drawn by H. Whiteside),,94-84,,
2:29.0,Charlotte full timeout,,94-84,,
2:22.0,Personal foul by N. Batum (drawn by T. Johnson),,94-84,,
2:04.0,,,94-87,3,G. Dragic makes 3-pt shot from 25 ft
1:48.0,C. Zeller misses 2-pt shot from 2 ft (block by H. Whiteside),,94-87,,
1:47.0,Offensive rebound by Team,,94-87,,
1:39.0,K. Walker misses 2-pt shot from 2 ft,,94-87,,
1:38.0,,,94-87,,Defensive rebound by T. Johnson
1:32.0,,,94-87,,G. Dragic misses 2-pt shot from 11 ft
1:31.0,,,94-87,,Offensive rebound by H. Whiteside
1:31.0,,,94-87,,Shooting foul by J. Lamb (drawn by H. Whiteside)
1:31.0,,,94-88,1,H. Whiteside makes free throw 1 of 2
1:31.0,,,94-89,1,H. Whiteside makes free throw 2 of 2
1:15.0,N. Batum misses 3-pt shot from 25 ft,,94-89,,
1:14.0,,,94-89,,Defensive rebound by J. Winslow
1:06.0,,,94-89,,D. Waiters misses 2-pt shot from 3 ft
1:06.0,,,94-89,,Offensive rebound by H. Whiteside
1:04.0,,,94-91,2,H. Whiteside makes 2-pt shot at rim
0:51.0,K. Walker makes 2-pt shot from 2 ft,2,96-91,,
0:38.0,,,96-91,,J. Winslow misses 3-pt shot from 24 ft
0:37.0,Defensive rebound by N. Batum,,96-91,,
0:18.0,K. Walker misses 3-pt shot from 26 ft,,96-91,,
0:17.0,,,96-91,,Defensive rebound by H. Whiteside
0:10.0,,,96-91,,G. Dragic misses 2-pt shot from 7 ft
0:09.0,Defensive rebound by M. Williams,,96-91,,
0:08.0,,,96-91,,Personal foul by G. Dragic (drawn by M. Williams)
0:08.0,Charlotte full timeout,,96-91,,
0:06.0,,,96-91,,Personal foul by T. Johnson (drawn by K. Walker)
0:06.0,K. Walker makes free throw 1 of 2,1,97-91,,
0:06.0,K. Walker misses free throw 2 of 2,,97-91,,
0:06.0,,,97-91,,Defensive rebound by H. Whiteside
0:06.0,,,97-91,,Miami full timeout
0:06.0,,,97-91,,R. McGruder enters the game for H. Whiteside
0:06.0,M. Kidd-Gilchrist enters the game for C. Zeller,,97-91,,
0:02.0,,,97-91,,D. Waiters misses 2-pt shot from 3 ft
0:01.0,Defensive rebound by J. Lamb,,97-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
