time,Philadelphia,pts.away,score,pts.home,Detroit
6:13.0,R. Holmes enters the game for N. Noel,,82-99,,
5:57.0,,,83-99,,A. Drummond misses 2-pt shot from 5 ft
5:56.0,,,83-99,,Offensive rebound by S. Johnson
5:52.0,,,83-101,2,S. Johnson makes 2-pt shot at rim
5:47.0,S. Rodriguez misses 3-pt shot from 24 ft,,83-101,,
5:47.0,,,83-101,,Defensive rebound by A. Drummond
5:44.0,,,83-103,2,T. Harris makes 2-pt shot at rim (assist by S. Johnson)
5:44.0,Philadelphia full timeout,,83-103,,
5:31.0,E. Ilyasova misses 3-pt shot from 23 ft,,83-103,,
5:31.0,,,83-103,,Defensive rebound by S. Johnson
5:16.0,,,83-103,,S. Johnson misses 2-pt shot from 6 ft
5:15.0,,,83-103,,Offensive rebound by M. Morris
5:14.0,,,83-103,,M. Morris misses 2-pt shot from 1 ft
5:13.0,,,83-103,,Offensive rebound by Team
5:13.0,C. Randle enters the game for S. Rodriguez,,83-103,,
5:10.0,,,83-105,2,A. Drummond makes 2-pt shot at rim (assist by M. Morris)
4:51.0,E. Ilyasova makes 2-pt shot from 18 ft (assist by C. Randle),2,85-105,,
4:23.0,,,85-105,,R. Jackson misses 3-pt shot from 24 ft
4:23.0,Defensive rebound by T. Luwawu-Cabarrot,,85-105,,
4:09.0,C. Randle makes 2-pt shot from 1 ft (assist by R. Holmes),2,87-105,,
4:09.0,Shooting foul by R. Jackson (drawn by C. Randle),,87-105,,
4:09.0,C. Randle makes free throw 1 of 1,1,88-105,,
4:09.0,D. Saric enters the game for E. Ilyasova,,87-105,,
3:51.0,,,88-105,,T. Harris misses 2-pt shot from 8 ft
3:50.0,,,88-105,,Offensive rebound by A. Drummond
3:47.0,,,88-107,2,A. Drummond makes 2-pt shot at rim
3:41.0,Turnover by C. Randle (bad pass; steal by A. Drummond),,88-107,,
3:35.0,,,88-107,,T. Harris misses 2-pt shot from 4 ft
3:35.0,Defensive rebound by D. Saric,,88-107,,
3:35.0,Turnover by D. Saric (bad pass),,88-107,,
3:21.0,,,88-109,2,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson)
3:06.0,R. Holmes makes 2-pt shot from 18 ft (assist by N. Stauskas),2,90-109,,
2:53.0,,,90-109,,R. Jackson misses 2-pt shot from 9 ft
2:53.0,,,90-109,,Offensive rebound by A. Drummond
2:49.0,,,90-109,,A. Drummond misses 2-pt shot from 4 ft
2:49.0,,,90-109,,Offensive rebound by R. Jackson
2:47.0,,,90-109,,R. Jackson misses 2-pt shot from 2 ft
2:47.0,Defensive rebound by R. Holmes,,90-109,,
2:47.0,,,90-109,,Detroit full timeout
2:47.0,,,90-109,,Personal foul by R. Jackson (drawn by R. Holmes)
2:47.0,Official timeout,,90-109,,
2:47.0,,,90-109,,I. Smith enters the game for M. Morris
2:47.0,,,90-109,,A. Baynes enters the game for A. Drummond
2:47.0,,,90-109,,M. Gbinije enters the game for R. Jackson
2:33.0,N. Stauskas makes 2-pt shot from 1 ft,2,92-109,,
2:12.0,,,92-109,,S. Johnson misses 2-pt shot from 8 ft
2:12.0,Defensive rebound by T. Luwawu-Cabarrot,,92-109,,
2:05.0,D. Saric misses 2-pt shot from 7 ft,,92-109,,
2:04.0,Offensive rebound by R. Holmes,,92-109,,
2:00.0,R. Holmes misses 2-pt shot from 4 ft,,92-109,,
2:00.0,Offensive rebound by D. Saric,,92-109,,
1:57.0,D. Saric makes 2-pt shot from 1 ft,2,94-109,,
1:34.0,,,94-109,,I. Smith misses 2-pt shot from 5 ft
1:34.0,Defensive rebound by D. Saric,,94-109,,
1:27.0,N. Stauskas misses 3-pt shot from 27 ft,,94-109,,
1:26.0,Offensive rebound by R. Holmes,,94-109,,
1:17.0,,,94-109,,Personal foul by I. Smith (drawn by C. Randle)
1:17.0,C. Randle makes free throw 1 of 2,1,95-109,,
1:17.0,C. Randle makes free throw 2 of 2,1,96-109,,
0:59.0,,,96-109,,Shooting foul by D. Saric (drawn by A. Baynes)
0:59.0,,,96-110,1,A. Baynes makes free throw 1 of 2
0:59.0,,,96-111,1,A. Baynes makes free throw 2 of 2
0:43.0,Turnover by D. Saric (bad pass; steal by S. Johnson),,96-111,,
0:24.0,,,96-113,2,I. Smith makes 2-pt shot from 1 ft
0:13.0,Turnover by R. Holmes (bad pass; steal by I. Smith),,96-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
