time,Phoenix,pts.away,score,pts.home,Golden State
4:29.0,,,100-130,1,I. Clark makes free throw 2 of 2
4:29.0,A. Williams enters the game for B. Knight,,100-129,,
4:29.0,J. Jenkins enters the game for D. Booker,,100-129,,
4:12.0,A. Williams misses 2-pt shot from 6 ft,,100-130,,
4:09.0,,,100-130,,Defensive rebound by A. Varejao
3:54.0,,,100-132,2,I. Clark makes 2-pt shot from 11 ft (assist by S. Livingston)
3:45.0,Offensive foul by A. Williams,,100-132,,
3:45.0,Turnover by A. Williams (offensive foul),,100-132,,
3:32.0,,,100-132,,Turnover by A. Varejao (lost ball)
3:32.0,,,100-132,,J. McGee enters the game for S. Livingston
3:24.0,Shooting foul by P. McCaw (drawn by A. Williams),,100-132,,
3:24.0,A. Williams misses free throw 1 of 2,,100-132,,
3:24.0,Offensive rebound by Team,,100-132,,
3:24.0,A. Williams misses free throw 2 of 2,,100-132,,
3:23.0,Offensive rebound by Team,,100-132,,
3:23.0,,,100-132,,Loose ball foul by K. Looney (drawn by M. Chriss)
3:23.0,M. Chriss makes free throw 1 of 2,1,101-132,,
3:23.0,M. Chriss makes free throw 2 of 2,1,102-132,,
3:06.0,,,102-132,,J. McGee misses 2-pt shot from 9 ft
3:06.0,Defensive rebound by D. Bender,,102-132,,
2:57.0,A. Williams makes 2-pt shot from 1 ft (assist by D. Bender),2,104-132,,
2:32.0,,,104-132,,I. Clark misses 3-pt shot from 27 ft
2:32.0,,,104-132,,Offensive rebound by Team
2:32.0,Loose ball foul by A. Williams (drawn by J. McGee),,104-132,,
2:32.0,,,104-132,,J. McGee misses free throw 1 of 2
2:32.0,,,104-132,,Offensive rebound by Team
2:32.0,,,104-132,,J. McGee misses free throw 2 of 2
2:29.0,,,104-132,,Offensive rebound by A. Varejao
2:24.0,Violation by M. Chriss (def goaltending),,104-132,,
2:24.0,,,104-134,2,K. Looney makes 2-pt shot from 6 ft
2:13.0,J. Jenkins misses 2-pt shot from 19 ft,,104-134,,
2:13.0,Offensive rebound by A. Williams,,104-134,,
2:00.0,J. Jenkins makes 2-pt shot from 21 ft (assist by T. Ulis),2,106-134,,
1:48.0,,,106-134,,P. McCaw misses 2-pt shot from 12 ft
1:48.0,,,106-134,,Offensive rebound by J. McGee
1:44.0,,,106-136,2,P. McCaw makes 2-pt shot from 2 ft (assist by A. Varejao)
1:39.0,,,106-136,,Personal foul by J. McGee (drawn by T. Ulis)
1:39.0,T. Ulis misses free throw 1 of 2,,106-136,,
1:39.0,Offensive rebound by Team,,106-136,,
1:39.0,T. Ulis makes free throw 2 of 2,1,107-136,,
1:22.0,,,107-136,,Turnover by J. McGee (bad pass; steal by A. Williams)
1:12.0,D. Bender makes 2-pt shot from 3 ft (assist by J. Jenkins),2,109-136,,
1:00.0,,,109-138,2,J. McGee makes 2-pt shot from 2 ft (assist by I. Clark)
0:47.0,T. Ulis misses 2-pt shot from 10 ft,,109-138,,
0:46.0,,,109-138,,Defensive rebound by K. Looney
0:36.0,,,109-138,,K. Looney misses 3-pt shot from 27 ft
0:36.0,Defensive rebound by D. Bender,,109-138,,
0:21.0,A. Williams misses 2-pt shot from 7 ft,,109-138,,
0:21.0,,,109-138,,Defensive rebound by K. Looney
0:00.0,End of 4th quarter,,,,End of 4th quarter
