time,San Antonio,pts.away,score,pts.home,New Orleans
5:20.0,,,95-102,,T. Jones misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by Team,,95-102,,
4:59.0,T. Parker misses 3-pt shot from 23 ft,,95-102,,
4:59.0,,,95-102,,Defensive rebound by T. Jones
4:44.0,,,95-105,3,J. Holiday makes 3-pt shot from 24 ft
4:43.0,San Antonio full timeout,,95-105,,
4:43.0,P. Mills enters the game for T. Parker,,95-105,,
4:32.0,L. Aldridge misses 2-pt shot from 17 ft,,95-105,,
4:31.0,,,95-105,,Defensive rebound by T. Evans
4:16.0,,,95-108,3,T. Jones makes 3-pt shot from 26 ft (assist by J. Holiday)
3:50.0,L. Aldridge misses 3-pt shot from 23 ft,,95-108,,
3:50.0,,,95-108,,Defensive rebound by A. Davis
3:33.0,,,95-110,2,T. Evans makes 2-pt shot from 3 ft
3:32.0,San Antonio full timeout,,95-110,,
3:32.0,D. Bertans enters the game for K. Leonard,,95-110,,
3:32.0,K. Anderson enters the game for L. Aldridge,,95-110,,
3:32.0,B. Forbes enters the game for D. Lee,,95-110,,
3:32.0,J. Anthony enters the game for D. Green,,95-110,,
3:32.0,D. Murray enters the game for P. Mills,,95-110,,
3:16.0,D. Murray misses 2-pt shot from 8 ft,,95-110,,
3:15.0,,,95-110,,Defensive rebound by A. Davis
2:56.0,,,95-113,3,S. Hill makes 3-pt shot from 24 ft (assist by T. Jones)
2:45.0,D. Bertans makes 3-pt shot from 26 ft (assist by B. Forbes),3,98-113,,
2:23.0,,,98-113,,Shooting foul by J. Anthony (drawn by T. Jones)
2:23.0,,,98-114,1,T. Jones makes free throw 1 of 2
2:23.0,,,98-115,1,T. Jones makes free throw 2 of 2
2:11.0,B. Forbes misses 2-pt shot from 19 ft,,98-115,,
2:10.0,,,98-115,,Defensive rebound by A. Davis
1:56.0,,,98-117,2,T. Evans makes 2-pt shot from 2 ft
1:47.0,D. Murray misses 2-pt shot from 17 ft,,98-117,,
1:47.0,,,98-117,,Defensive rebound by A. Davis
1:25.0,,,98-117,,J. Holiday misses 3-pt shot from 24 ft
1:25.0,,,98-117,,Offensive rebound by A. Davis
1:25.0,,,98-119,2,A. Davis makes 2-pt shot at rim
1:12.0,J. Anthony makes 2-pt shot from 3 ft,2,100-119,,
1:08.0,,,100-119,,New Orleans full timeout
1:08.0,D. Dedmon enters the game for D. Murray,,100-119,,
1:08.0,,,100-119,,L. Galloway enters the game for S. Hill
1:08.0,,,100-119,,D. Motiejunas enters the game for A. Davis
1:08.0,,,100-119,,B. Hield enters the game for J. Holiday
0:52.0,,,100-119,,T. Evans misses 3-pt shot from 24 ft
0:52.0,Defensive rebound by D. Dedmon,,100-119,,
0:45.0,K. Anderson misses 2-pt shot from 16 ft,,100-119,,
0:44.0,,,100-119,,Defensive rebound by D. Motiejunas
0:25.0,,,100-119,,L. Galloway misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by D. Bertans,,100-119,,
0:13.0,B. Forbes makes 3-pt shot from 26 ft (assist by K. Anderson),3,103-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
