time,Toronto,pts.away,score,pts.home,Miami
5:26.0,,,90-74,1,T. Johnson makes free throw 1 of 2
5:26.0,,,90-74,,T. Johnson misses free throw 2 of 2
5:25.0,Defensive rebound by P. Tucker,,90-74,,
5:09.0,P. Tucker misses 2-pt shot from 2 ft (block by T. Johnson),,90-74,,
5:08.0,,,90-74,,Defensive rebound by J. Richardson
5:04.0,,,90-76,2,J. Richardson makes 2-pt shot from 1 ft
4:44.0,Turnover by D. Wright (bad pass; steal by T. Johnson),,90-76,,
4:39.0,,,90-78,2,T. Johnson makes 2-pt shot from 1 ft (assist by J. Richardson)
4:38.0,Toronto full timeout,,90-78,,
4:38.0,C. Joseph enters the game for J. Valanciunas,,90-78,,
4:38.0,J. Poeltl enters the game for P. Patterson,,90-78,,
4:24.0,D. DeRozan misses 2-pt shot from 17 ft,,90-78,,
4:23.0,Offensive rebound by J. Poeltl,,90-78,,
4:22.0,J. Poeltl makes 2-pt shot from 2 ft,2,92-78,,
4:05.0,,,92-81,3,T. Johnson makes 3-pt shot from 26 ft (assist by J. Johnson)
3:49.0,D. DeRozan misses 2-pt shot from 1 ft (block by H. Whiteside),,92-81,,
3:48.0,Offensive rebound by J. Poeltl,,92-81,,
3:39.0,P. Tucker misses 3-pt shot from 25 ft,,92-81,,
3:38.0,Offensive rebound by J. Poeltl,,92-81,,
3:20.0,D. DeRozan misses 3-pt shot from 24 ft,,92-81,,
3:19.0,Offensive rebound by P. Tucker,,92-81,,
3:14.0,C. Joseph misses 3-pt shot from 24 ft,,92-81,,
3:13.0,,,92-81,,Defensive rebound by H. Whiteside
3:11.0,Jump ball: J. Poeltl vs. H. Whiteside (J. Richardson gains possession),,,,Jump ball: J. Poeltl vs. H. Whiteside (J. Richardson gains possession)
2:59.0,,,92-81,,J. Johnson misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by D. DeRozan,,92-81,,
2:45.0,Shooting foul by J. Richardson (drawn by D. DeRozan),,92-81,,
2:45.0,D. DeRozan makes free throw 1 of 2,1,93-81,,
2:45.0,D. DeRozan makes free throw 2 of 2,1,94-81,,
2:27.0,,,94-81,,J. Richardson misses 3-pt shot from 26 ft
2:26.0,Defensive rebound by J. Poeltl,,94-81,,
2:19.0,Turnover by J. Poeltl (lost ball; steal by J. Johnson),,94-81,,
2:13.0,,,94-81,,J. Johnson misses 2-pt shot from 2 ft
2:12.0,Defensive rebound by C. Joseph,,94-81,,
1:52.0,D. DeRozan misses 2-pt shot from 14 ft,,94-81,,
1:51.0,Offensive rebound by D. DeRozan,,94-81,,
1:49.0,D. DeRozan makes 2-pt shot from 6 ft,2,96-81,,
1:35.0,,,96-83,2,J. Richardson makes 2-pt shot from 5 ft
1:35.0,,,96-83,,Shooting foul by P. Tucker (drawn by J. Richardson)
1:35.0,,,96-83,,J. Richardson misses free throw 1 of 1
1:35.0,,,96-83,,G. Dragic enters the game for R. McGruder
1:34.0,Defensive rebound by P. Tucker,,96-83,,
1:18.0,P. Tucker makes 3-pt shot from 26 ft (assist by D. DeRozan),3,99-83,,
1:18.0,,,99-83,,Miami full timeout
1:12.0,Personal foul by J. Poeltl (drawn by J. Johnson),,99-83,,
1:12.0,,,99-84,1,J. Johnson makes free throw 1 of 2
1:12.0,,,99-84,,J. Johnson misses free throw 2 of 2
1:12.0,,,99-84,,W. Ellington enters the game for G. Dragic
1:12.0,,,99-84,,W. Reed enters the game for H. Whiteside
1:12.0,,,99-84,,R. McGruder enters the game for J. Richardson
1:12.0,F. VanVleet enters the game for D. DeRozan,,99-84,,
1:11.0,Defensive rebound by D. Wright,,99-84,,
0:55.0,F. VanVleet misses 3-pt shot from 25 ft,,99-84,,
0:54.0,Offensive rebound by Team,,99-84,,
0:54.0,N. Powell enters the game for P. Tucker,,99-84,,
0:54.0,,,99-84,,O. White enters the game for J. Johnson
0:40.0,D. Wright makes 2-pt shot from 1 ft,2,101-84,,
0:24.0,,,101-84,,W. Reed misses 2-pt shot from 14 ft
0:23.0,Defensive rebound by D. Wright,,101-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
