time,Minnesota,pts.away,score,pts.home,Oklahoma City
6:15.0,J. Hill enters the game for T. Jones,,78-102,,
6:15.0,A. Payne enters the game for N. Bjelica,,78-102,,
6:15.0,,,78-102,,D. Sabonis enters the game for E. Kanter
5:53.0,J. Lucas III misses 2-pt shot from 14 ft,,78-102,,
5:53.0,,,78-102,,Defensive rebound by D. Sabonis
5:38.0,,,78-102,,Turnover by V. Oladipo (bad pass; steal by J. Lucas III)
5:30.0,B. Rush misses 3-pt shot from 23 ft,,78-102,,
5:29.0,,,78-102,,Defensive rebound by J. Grant
5:15.0,,,78-104,2,J. Lauvergne makes 2-pt shot from 10 ft (assist by D. Sabonis)
4:57.0,Shooting foul by D. Sabonis (drawn by A. Payne),,78-104,,
4:57.0,A. Payne makes free throw 1 of 2,1,79-104,,
4:57.0,A. Payne makes free throw 2 of 2,1,80-104,,
4:45.0,,,80-104,,D. Sabonis misses 2-pt shot from 2 ft
4:44.0,Defensive rebound by J. Hill,,80-104,,
4:32.0,J. Lucas III misses 2-pt shot from 15 ft,,80-104,,
4:31.0,,,80-104,,Defensive rebound by J. Lauvergne
4:16.0,,,80-106,2,D. Sabonis makes 2-pt shot at rim
4:02.0,Offensive foul by S. Muhammad,,80-106,,
4:02.0,Turnover by S. Muhammad (offensive foul),,80-106,,
4:02.0,,,80-106,,A. Abrines enters the game for V. Oladipo
3:53.0,,,80-106,,S. Christon misses 2-pt shot from 3 ft
3:53.0,Defensive rebound by Team,,80-106,,
3:53.0,,,80-106,,Loose ball foul by J. Lauvergne (drawn by J. Hill)
3:53.0,J. Hill makes free throw 1 of 2,1,81-106,,
3:53.0,J. Hill makes free throw 2 of 2,1,82-106,,
3:39.0,,,82-106,,A. Abrines misses 2-pt shot from 3 ft
3:38.0,Defensive rebound by J. Hill,,82-106,,
3:26.0,A. Payne makes 2-pt shot from 14 ft,2,84-106,,
3:06.0,,,84-106,,Turnover by J. Grant (bad pass; steal by J. Lucas III)
3:00.0,,,84-106,,K. Singler enters the game for J. Grant
2:52.0,S. Muhammad makes 2-pt shot from 9 ft (assist by J. Lucas III),2,86-106,,
2:40.0,,,86-106,,K. Singler misses 2-pt shot from 8 ft
2:39.0,,,86-106,,Offensive rebound by J. Lauvergne
2:39.0,,,86-106,,J. Lauvergne misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by A. Payne,,86-106,,
2:32.0,B. Rush misses 3-pt shot from 23 ft,,86-106,,
2:30.0,Offensive rebound by J. Hill,,86-106,,
2:19.0,A. Payne misses 3-pt shot from 25 ft,,86-106,,
2:18.0,,,86-106,,Defensive rebound by J. Lauvergne
2:18.0,,,86-106,,Oklahoma City full timeout
2:18.0,T. Jones enters the game for B. Rush,,86-106,,
2:02.0,,,86-108,2,J. Lauvergne makes 2-pt shot from 2 ft (assist by A. Abrines)
1:33.0,S. Muhammad misses 2-pt shot from 5 ft,,86-108,,
1:33.0,Offensive rebound by S. Muhammad,,86-108,,
1:23.0,A. Payne makes 2-pt shot from 4 ft (assist by T. Jones),2,88-108,,
1:11.0,,,88-110,2,S. Christon makes 2-pt shot from 2 ft (assist by D. Sabonis)
0:52.0,J. Lucas III makes 2-pt shot from 2 ft,2,90-110,,
0:38.0,,,90-110,,K. Singler misses 2-pt shot from 1 ft (block by S. Muhammad)
0:38.0,Jump ball: S. Muhammad vs. K. Singler (J. Hill gains possession),,,,Jump ball: S. Muhammad vs. K. Singler (J. Hill gains possession)
0:38.0,Defensive rebound by Team,,90-110,,
0:32.0,Shooting foul by K. Singler (drawn by S. Muhammad),,90-110,,
0:32.0,S. Muhammad makes free throw 1 of 2,1,91-110,,
0:32.0,S. Muhammad makes free throw 2 of 2,1,92-110,,
0:13.0,,,92-110,,K. Singler misses 2-pt shot from 2 ft
0:11.0,,,92-110,,Offensive rebound by J. Lauvergne
0:11.0,,,92-112,2,J. Lauvergne makes 2-pt shot from 1 ft
0:00.0,J. Lucas III misses 3-pt shot from 25 ft,,92-112,,
0:00.0,Offensive rebound by Team,,92-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
