time,Indiana,pts.away,score,pts.home,Chicago
1:26.0,,,80-82,,Shooting foul by M. Turner (drawn by J. Butler)
1:26.0,,,80-83,1,J. Butler makes free throw 1 of 2
1:26.0,,,80-84,1,J. Butler makes free throw 2 of 2
1:26.0,,,80-83,,M. Carter-Williams enters the game for J. Grant
1:16.0,P. George makes 2-pt shot from 2 ft,2,82-84,,
0:52.0,,,82-86,2,T. Gibson makes 2-pt shot from 16 ft (assist by M. Carter-Williams)
0:52.0,Indiana full timeout,,82-86,,
0:45.0,P. George makes 3-pt shot from 25 ft,3,85-86,,
0:21.0,,,85-88,2,N. Mirotic makes 2-pt shot from 23 ft (assist by J. Butler)
0:21.0,Indiana full timeout,,85-88,,
0:11.0,P. George misses 3-pt shot from 26 ft,,85-88,,
0:10.0,Offensive rebound by T. Young,,85-88,,
0:03.0,Turnover by A. Brooks (bad pass; steal by D. Wade),,85-88,,
0:01.0,,,85-90,2,D. Wade makes 2-pt shot at rim
0:01.0,Indiana full timeout,,85-90,,
0:00.0,Turnover by T. Young (bad pass; steal by T. Gibson),,85-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
