time,Chicago,pts.away,score,pts.home,Boston
2:16.0,P. Zipser makes 3-pt shot from 24 ft (assist by J. Butler),3,108-92,,
2:00.0,,,108-92,,A. Bradley misses 3-pt shot from 26 ft
1:57.0,,,108-92,,Offensive rebound by J. Brown
1:56.0,,,108-92,,Turnover by J. Brown (lost ball; steal by J. Butler)
1:35.0,Shooting foul by J. Brown (drawn by D. Wade),,108-92,,
1:35.0,D. Wade makes free throw 1 of 2,1,109-92,,
1:35.0,D. Wade misses free throw 2 of 2,,109-92,,
1:35.0,,,109-92,,Defensive rebound by K. Olynyk
1:35.0,,,109-92,,J. Young enters the game for J. Crowder
1:35.0,,,109-92,,K. Olynyk enters the game for A. Horford
1:35.0,,,109-92,,T. Rozier enters the game for A. Bradley
1:35.0,,,109-92,,T. Zeller enters the game for I. Thomas
1:35.0,J. Grant enters the game for J. Butler,,109-92,,
1:24.0,,,109-95,3,J. Young makes 3-pt shot from 26 ft (assist by K. Olynyk)
1:04.0,D. Wade makes 2-pt shot from 18 ft,2,111-95,,
0:56.0,,,111-97,2,T. Rozier makes 2-pt shot from 1 ft
0:32.0,Turnover by Team (shot clock),,111-97,,
0:32.0,D. Valentine enters the game for R. Lopez,,111-97,,
0:32.0,C. Felicio enters the game for D. Wade,,111-97,,
0:32.0,M. Carter-Williams enters the game for P. Zipser,,111-97,,
0:23.0,,,111-97,,J. Young misses 3-pt shot from 23 ft
0:22.0,Defensive rebound by C. Felicio,,111-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
