time,Atlanta,pts.away,score,pts.home,Orlando
5:53.0,M. Delaney enters the game for T. Hardaway,,76-95,,
5:47.0,T. Sefolosha makes 3-pt shot from 26 ft (assist by D. Schroder),3,79-97,,
5:21.0,,,79-97,,D. Augustin misses 3-pt shot from 24 ft
5:21.0,Defensive rebound by D. Howard,,79-97,,
5:14.0,D. Schroder misses 3-pt shot from 25 ft,,79-97,,
5:13.0,Offensive rebound by D. Howard,,79-97,,
5:13.0,Shooting foul by B. Biyombo (drawn by D. Howard),,79-97,,
5:13.0,D. Howard misses free throw 1 of 2,,79-97,,
5:13.0,Offensive rebound by Team,,79-97,,
5:13.0,D. Howard misses free throw 2 of 2,,79-97,,
5:13.0,,,79-97,,Defensive rebound by B. Biyombo
4:50.0,,,79-97,,J. Green misses 3-pt shot from 26 ft
4:50.0,Defensive rebound by D. Schroder,,79-97,,
4:39.0,T. Sefolosha misses 2-pt shot from 18 ft,,79-97,,
4:38.0,,,79-97,,Defensive rebound by B. Biyombo
4:27.0,,,79-97,,Orlando full timeout
4:27.0,E. Ilyasova enters the game for D. Schroder,,79-97,,
4:27.0,D. Bembry enters the game for T. Sefolosha,,79-97,,
4:27.0,,,79-97,,N. Vucevic enters the game for B. Biyombo
4:27.0,,,79-97,,Turnover by Team (5 sec inbounds)
4:04.0,T. Waller-Prince misses 3-pt shot from 26 ft,,79-97,,
4:03.0,Offensive rebound by D. Bembry,,79-97,,
3:55.0,,,79-97,,Personal foul by E. Fournier (drawn by T. Waller-Prince)
3:55.0,T. Waller-Prince misses free throw 1 of 2,,79-97,,
3:55.0,Offensive rebound by Team,,79-97,,
3:55.0,T. Waller-Prince makes free throw 2 of 2,1,80-97,,
3:37.0,,,80-97,,N. Vucevic misses 2-pt shot from 21 ft
3:36.0,,,80-97,,Offensive rebound by J. Green
3:22.0,,,80-97,,J. Green misses 2-pt shot from 18 ft
3:21.0,Defensive rebound by D. Howard,,80-97,,
3:10.0,M. Delaney misses 2-pt shot from 19 ft,,80-97,,
3:08.0,,,80-97,,Defensive rebound by T. Ross
2:47.0,,,80-99,2,E. Fournier makes 2-pt shot from 6 ft
2:36.0,Turnover by M. Delaney (bad pass; steal by E. Fournier),,80-99,,
2:33.0,,,80-99,,Shooting foul by E. Ilyasova (drawn by N. Vucevic)
2:33.0,,,80-100,1,N. Vucevic makes free throw 1 of 2
2:33.0,,,80-101,1,N. Vucevic makes free throw 2 of 2
2:33.0,M. Muscala enters the game for D. Howard,,80-100,,
2:33.0,,,80-100,,D. Rudez enters the game for T. Ross
2:33.0,,,80-100,,M. Hezonja enters the game for E. Fournier
2:33.0,,,80-100,,C. Wilcox enters the game for J. Green
2:15.0,T. Waller-Prince makes 2-pt shot from 1 ft (assist by M. Delaney),2,82-101,,
2:15.0,,,82-101,,Orlando full timeout
2:15.0,,,82-101,,S. Zimmerman enters the game for N. Vucevic
2:03.0,,,82-103,2,C. Wilcox makes 2-pt shot from 20 ft (assist by D. Rudez)
1:40.0,E. Ilyasova makes 2-pt shot from 16 ft (assist by M. Muscala),2,84-103,,
1:17.0,,,84-103,,C. Wilcox misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by E. Ilyasova,,84-103,,
1:10.0,D. Bembry makes 2-pt shot at rim (assist by M. Muscala),2,86-103,,
0:49.0,,,86-103,,Turnover by C. Wilcox (lost ball; steal by M. Delaney)
0:44.0,T. Waller-Prince misses 2-pt shot from 1 ft,,86-103,,
0:44.0,Offensive rebound by T. Waller-Prince,,86-103,,
0:44.0,Turnover by T. Waller-Prince (step out of bounds),,86-103,,
0:34.0,,,86-105,2,S. Zimmerman makes 2-pt shot from 6 ft
0:22.0,E. Ilyasova misses 3-pt shot from 25 ft,,86-105,,
0:19.0,,,86-105,,Defensive rebound by S. Zimmerman
0:00.0,End of 4th quarter,,,,End of 4th quarter
