time,New York,pts.away,score,pts.home,Toronto
4:57.0,D. Rose makes 2-pt shot from 9 ft (assist by C. Lee),2,99-101,,
4:37.0,,,99-101,,D. DeRozan misses 2-pt shot from 14 ft
4:36.0,Defensive rebound by K. Porzingis,,99-101,,
4:21.0,D. Rose makes 2-pt shot from 2 ft (assist by K. Porzingis),2,101-101,,
3:54.0,,,101-103,2,N. Powell makes 2-pt shot from 2 ft
3:43.0,,,101-103,,Personal foul by L. Nogueira (drawn by K. Porzingis)
3:32.0,C. Anthony misses 3-pt shot from 25 ft,,101-103,,
3:31.0,,,101-103,,Defensive rebound by K. Lowry
3:25.0,,,101-103,,N. Powell misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by J. Noah,,101-103,,
3:09.0,C. Lee misses 2-pt shot from 17 ft,,101-103,,
3:09.0,,,101-103,,Defensive rebound by N. Powell
3:02.0,,,101-103,,Toronto full timeout
2:56.0,,,101-105,2,L. Nogueira makes 2-pt shot at rim (assist by K. Lowry)
2:32.0,D. Rose makes 2-pt shot from 5 ft,2,103-105,,
2:15.0,,,103-107,2,K. Lowry makes 2-pt shot from 1 ft
2:02.0,,,103-107,,Personal foul by K. Lowry (drawn by J. Noah)
1:59.0,K. Porzingis makes 2-pt shot at rim (assist by D. Rose),2,105-107,,
1:59.0,Technical foul by Team,,105-107,,
1:59.0,,,105-107,,D. DeRozan misses technical free throw
1:59.0,,,105-107,,Offensive rebound by Team
1:41.0,,,105-109,2,K. Lowry makes 2-pt shot from 2 ft
1:20.0,C. Anthony misses 2-pt shot from 13 ft (block by L. Nogueira),,105-109,,
1:19.0,,,105-109,,Defensive rebound by L. Nogueira
1:03.0,,,105-109,,P. Patterson misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by Team,,105-109,,
0:55.0,D. Rose misses 2-pt shot from 2 ft (block by L. Nogueira),,105-109,,
0:54.0,,,105-109,,Defensive rebound by P. Patterson
0:35.0,,,105-109,,K. Lowry misses 3-pt shot from 25 ft
0:33.0,,,105-109,,Offensive rebound by L. Nogueira
0:30.0,,,105-109,,Toronto full timeout
0:30.0,B. Jennings enters the game for C. Anthony,,105-109,,
0:30.0,J. Holiday enters the game for K. Porzingis,,105-109,,
0:27.0,,,105-111,2,D. DeRozan makes 2-pt shot from 3 ft
0:27.0,,,105-111,,Shooting foul by J. Holiday (drawn by D. DeRozan)
0:27.0,,,105-112,1,D. DeRozan makes free throw 1 of 1
0:27.0,New York full timeout,,105-112,,
0:27.0,C. Anthony enters the game for J. Holiday,,105-111,,
0:27.0,K. Porzingis enters the game for B. Jennings,,105-111,,
0:27.0,J. Holiday enters the game for J. Noah,,105-112,,
0:22.0,Shooting foul by L. Nogueira (drawn by C. Anthony),,105-112,,
0:22.0,C. Anthony makes free throw 1 of 2,1,106-112,,
0:22.0,C. Anthony makes free throw 2 of 2,1,107-112,,
0:22.0,J. Noah enters the game for K. Porzingis,,106-112,,
0:21.0,Personal take foul by C. Anthony (drawn by N. Powell),,107-112,,
0:21.0,,,107-113,1,N. Powell makes free throw 1 of 2
0:21.0,,,107-114,1,N. Powell makes free throw 2 of 2
0:21.0,New York full timeout,,107-114,,
0:21.0,K. Porzingis enters the game for J. Holiday,,107-113,,
0:21.0,B. Jennings enters the game for J. Noah,,107-114,,
0:19.0,K. Porzingis misses 3-pt shot from 25 ft,,107-114,,
0:18.0,,,107-114,,Defensive rebound by N. Powell
0:17.0,Personal take foul by B. Jennings (drawn by N. Powell),,107-114,,
0:17.0,,,107-115,1,N. Powell makes free throw 1 of 2
0:17.0,,,107-116,1,N. Powell makes free throw 2 of 2
0:12.0,C. Anthony misses 3-pt shot from 25 ft,,107-116,,
0:12.0,,,107-116,,Defensive rebound by N. Powell
0:10.0,Personal take foul by B. Jennings (drawn by N. Powell),,107-116,,
0:10.0,,,107-117,1,N. Powell makes free throw 1 of 2
0:10.0,,,107-118,1,N. Powell makes free throw 2 of 2
0:05.0,Turnover by D. Rose (lost ball; steal by N. Powell),,107-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
