time,Memphis,pts.away,score,pts.home,Portland
1:35.0,M. Conley misses 2-pt shot from 18 ft,,107-110,,
1:34.0,,,107-110,,Defensive rebound by D. Lillard
1:31.0,,,107-110,,Turnover by D. Lillard (lost ball; steal by M. Conley)
1:31.0,,,107-110,,Loose ball foul by D. Lillard (drawn by M. Conley)
1:31.0,M. Conley makes free throw 1 of 2,1,108-110,,
1:31.0,M. Conley makes free throw 2 of 2,1,109-110,,
1:13.0,,,109-112,2,C. McCollum makes 2-pt shot from 7 ft
0:53.0,Turnover by M. Conley (lost ball),,109-112,,
0:33.0,,,109-112,,D. Lillard misses 3-pt shot from 27 ft
0:30.0,Defensive rebound by M. Gasol,,109-112,,
0:15.0,V. Carter misses 2-pt shot from 4 ft,,109-112,,
0:14.0,,,109-112,,Defensive rebound by A. Aminu
0:11.0,,,109-112,,Turnover by D. Lillard (lost ball; steal by T. Allen)
0:08.0,Shooting foul by M. Plumlee (drawn by T. Allen),,109-112,,
0:08.0,T. Allen misses free throw 1 of 2,,109-112,,
0:08.0,Offensive rebound by Team,,109-112,,
0:08.0,T. Allen misses free throw 2 of 2,,109-112,,
0:07.0,Offensive rebound by M. Gasol,,109-112,,
0:03.0,M. Conley misses 3-pt shot from 25 ft,,109-112,,
0:02.0,Offensive rebound by V. Carter,,109-112,,
0:00.0,V. Carter misses 2-pt shot from 3 ft (block by A. Aminu),,109-112,,
0:00.0,,,109-112,,Defensive rebound by D. Lillard
0:00.0,End of 4th quarter,,,,End of 4th quarter
