time,Toronto,pts.away,score,pts.home,Boston
5:41.0,,,94-91,3,I. Thomas makes 3-pt shot from 25 ft (assist by T. Rozier)
5:14.0,N. Powell misses 2-pt shot from 14 ft,,94-91,,
5:13.0,,,94-91,,Defensive rebound by J. Crowder
5:03.0,,,94-93,2,I. Thomas makes 2-pt shot at rim
4:47.0,D. Carroll misses 3-pt shot from 24 ft,,94-93,,
4:46.0,,,94-93,,Defensive rebound by T. Rozier
4:39.0,,,94-95,2,I. Thomas makes 2-pt shot from 10 ft
4:38.0,Toronto full timeout,,94-95,,
4:38.0,L. Nogueira enters the game for D. Carroll,,94-95,,
4:38.0,P. Patterson enters the game for J. Valanciunas,,94-95,,
4:19.0,,,94-95,,Violation by A. Horford (def goaltending)
4:19.0,K. Lowry makes 2-pt shot from 2 ft,2,96-95,,
4:07.0,,,96-95,,J. Brown misses 3-pt shot from 25 ft
4:06.0,Defensive rebound by N. Powell,,96-95,,
3:53.0,Turnover by N. Powell (traveling),,96-95,,
3:53.0,D. Carroll enters the game for C. Joseph,,96-95,,
3:53.0,,,96-95,,M. Smart enters the game for T. Rozier
3:42.0,,,96-95,,I. Thomas misses 3-pt shot from 25 ft
3:41.0,,,96-95,,Offensive rebound by J. Brown
3:36.0,,,96-95,,Turnover by I. Thomas (lost ball; steal by K. Lowry)
3:21.0,K. Lowry misses 3-pt shot from 28 ft,,96-95,,
3:20.0,,,96-95,,Defensive rebound by M. Smart
3:04.0,,,96-98,3,A. Horford makes 3-pt shot from 26 ft (assist by I. Thomas)
2:36.0,K. Lowry makes 3-pt shot from 25 ft,3,99-98,,
2:14.0,,,99-98,,J. Crowder misses 2-pt shot from 22 ft
2:13.0,Defensive rebound by N. Powell,,99-98,,
1:55.0,,,99-98,,Shooting block foul by J. Crowder (drawn by K. Lowry)
1:55.0,K. Lowry misses free throw 1 of 2,,99-98,,
1:55.0,Offensive rebound by Team,,99-98,,
1:55.0,K. Lowry misses free throw 2 of 2,,99-98,,
1:55.0,,,99-98,,Defensive rebound by M. Smart
1:55.0,,,99-98,,T. Rozier enters the game for J. Brown
1:45.0,,,99-100,2,I. Thomas makes 2-pt shot from 2 ft
1:22.0,K. Lowry misses 3-pt shot from 27 ft,,99-100,,
1:21.0,Offensive rebound by Team,,99-100,,
1:04.0,N. Powell makes 2-pt shot from 10 ft,2,101-100,,
0:48.0,,,101-103,3,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder)
0:48.0,Toronto full timeout,,101-103,,
0:48.0,,,101-103,,J. Brown enters the game for I. Thomas
0:40.0,P. Patterson misses 3-pt shot from 24 ft,,101-103,,
0:39.0,,,101-103,,Defensive rebound by A. Horford
0:38.0,,,101-103,,Boston full timeout
0:38.0,,,101-103,,I. Thomas enters the game for J. Brown
0:23.0,,,101-103,,I. Thomas misses 2-pt shot from 2 ft (block by L. Nogueira)
0:22.0,,,101-103,,Offensive rebound by Team
0:22.0,,,101-103,,Boston full timeout
0:19.0,,,101-103,,J. Crowder misses 2-pt shot from 18 ft
0:17.0,,,101-103,,Offensive rebound by M. Smart
0:15.0,Jump ball: N. Powell vs. M. Smart (I. Thomas gains possession),,,,Jump ball: N. Powell vs. M. Smart (I. Thomas gains possession)
0:11.0,Personal take foul by D. Carroll (drawn by I. Thomas),,101-103,,
0:11.0,,,101-104,1,I. Thomas makes free throw 1 of 2
0:11.0,,,101-105,1,I. Thomas makes free throw 2 of 2
0:11.0,Toronto full timeout,,101-105,,
0:11.0,T. Ross enters the game for D. Carroll,,101-105,,
0:11.0,C. Joseph enters the game for L. Nogueira,,101-105,,
0:11.0,,,101-105,,J. Brown enters the game for I. Thomas
0:04.0,P. Patterson makes 3-pt shot from 23 ft (assist by N. Powell),3,104-105,,
0:04.0,,,104-105,,Boston full timeout
0:04.0,,,104-105,,I. Thomas enters the game for J. Brown
0:04.0,L. Nogueira enters the game for C. Joseph,,104-105,,
0:03.0,Personal take foul by L. Nogueira (drawn by I. Thomas),,104-105,,
0:03.0,,,104-106,1,I. Thomas makes free throw 1 of 2
0:03.0,,,104-107,1,I. Thomas makes free throw 2 of 2
0:02.0,Turnover by T. Ross (bad pass; steal by A. Horford),,104-107,,
0:01.0,Personal take foul by N. Powell (drawn by A. Horford),,104-107,,
0:01.0,,,104-108,1,A. Horford makes free throw 1 of 2
0:01.0,,,104-109,1,A. Horford makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
